l2_error,step,_runtime,loss,loss_boundary,time,_timestamp,loss_interior,_step
0.0009907400807658456,73,484.4273455142975,1.0576679134212865e-06,1.029500273451534e-06,481.98680114746094,1753644819.9552245,2.816763996975242e-08,47
0.0004428684486712526,81,536.4137949943542,2.0352344125761387e-07,1.932370196457035e-07,533.9731779098511,1753644871.941674,1.0286421611910364e-08,48
0.00019930214787675427,89,588.416916847229,4.640151886542954e-08,4.166209451617002e-08,585.9763689041138,1753644923.9447958,4.739424349259522e-09,49
9.429886435073293e-05,98,646.8982722759247,1.3099508741471602e-08,9.826855910410741e-09,644.4575986862183,1753644982.4261513,3.2726528310608602e-09,50
5.6291225455007264e-05,107,705.3876793384552,6.579165264666138e-09,4.181569811507815e-09,702.9471619129181,1753645040.9155583,2.3975954531583235e-09,51
3.77395476401237e-05,118,776.8672716617584,3.764930525517434e-09,1.6473850170929757e-09,774.4267950057983,1753645112.3951507,2.1175455084244584e-09,52
3.283478338902482e-05,130,854.8810341358185,3.620149478957579e-09,1.2136141812514704e-09,852.4404203891754,1753645190.4089131,2.4065352977061086e-09,53
3.0310666185533678e-05,143,939.4026806354523,2.2922290489569436e-09,9.463065021834168e-10,936.9621694087982,1753645274.9305596,1.3459225467735268e-09,54
2.8180443927075355e-05,157,1030.4010853767395,2.0320183934781512e-09,6.93796858487069e-10,1027.9604802131653,1753645365.9289644,1.3382215349910824e-09,55
2.551348391717186e-05,172,1127.921181678772,1.6885479664709069e-09,7.621773410897981e-10,1125.480629682541,1753645463.4490607,9.263706253811087e-10,56
2.4198255141829892e-05,190,1244.9223792552948,1.530508671915866e-09,6.187827484090435e-10,1242.4818658828735,1753645580.4502583,9.117259235068225e-10,57
2.2488188487224362e-05,208,1361.9363667964935,1.3099850229062547e-09,5.090681586827952e-10,1359.4959154129028,1753645697.4642458,8.009168642234595e-10,58
2.1187070159604288e-05,229,1498.4804573059082,1.7520282661978607e-09,5.859283699931943e-10,1496.0400710105896,1753645834.0083363,1.1660998962046663e-09,59
2.063502947346602e-05,252,1648.007738828659,1.144398230845535e-09,3.8917785793341913e-10,1645.5672898292542,1753645983.5356178,7.552203729121159e-10,60
1.9194691101399378e-05,277,1810.5041372776031,1.026454253060199e-09,3.3613373165025854e-10,1808.0635290145874,1753646146.0320163,6.903205214099405e-10,61
1.7314657213976312e-05,305,1992.5239617824554,8.109743101918616e-10,3.1087488151714474e-10,1990.0835168361664,1753646328.0518408,5.000994286747169e-10,62
1.7006737849494034e-05,335,2187.5378880500793,7.203911600059576e-10,2.1971912247795265e-10,2185.0974254608154,1753646523.065767,5.006720375280049e-10,63
1.5856688244116533e-05,369,2408.614146232605,6.957556395023245e-10,3.307507927950006e-10,2406.1734642982483,1753646744.1420252,3.650048467073239e-10,64
1.5150504610576378e-05,406,2649.2314188480377,6.681747114841031e-10,2.401077643097886e-10,2646.7907526493073,1753646984.7592978,4.280669471743145e-10,65
1.4652102135698529e-05,446,2909.354512691498,6.098538030273049e-10,2.6497210203575287e-10,2906.9138967990875,1753647244.8823917,3.4488170099155213e-10,66
1.4731494502177972e-05,461,3006.9054510593414,6.059987756225994e-10,2.337155468392697e-10,3004.4647715091705,1753647342.43333,3.7228322878332966e-10,67
