step,_runtime,loss_interior,_step,l2_error,_timestamp,loss_boundary,time,loss
50,389.07958698272705,0.006236497430437159,43,0.04637838630771823,1753632606.484462,0.0029400290670182345,386.4951252937317,0.009176526497455394
55,426.82178711891174,0.005385903359283187,44,0.04829817894394553,1753632644.2266622,0.0029865082809581046,424.2369375228882,0.00837241164024129
61,472.1053788661957,0.0012706055214569145,45,0.02660378987834039,1753632689.510254,0.0007175950516712563,469.5205309391022,0.0019882005731281707
67,517.3893344402313,0.0003595534619787315,46,0.014014149517855104,1753632734.7942095,0.00023557509162806667,514.8044602870941,0.0005951285536067982
73,562.6732833385468,0.0003647925740186319,47,0.010503170314283607,1753632780.0781584,0.0001067791198360344,560.0884194374084,0.00047157169385466627
81,623.0435180664062,3.184353784674455e-05,48,0.004484132697593632,1753632840.448393,1.4462769846097696e-05,620.458797454834,4.630630769284225e-05
89,683.4148516654968,1.4622756707647367e-05,49,0.001425804848857069,1753632900.8197267,5.805583686416664e-06,680.8300023078918,2.0428340394064032e-05
98,751.3339519500732,4.546440391641446e-06,50,0.0010785962561305474,1753632968.738827,9.522513116014303e-07,748.7493283748627,5.498691703242876e-06
107,819.2472875118256,3.9982469586146936e-05,51,0.0005291776988580373,1753633036.6521626,2.478913513892111e-07,816.6625778675079,4.0230360937536145e-05
118,902.2537217140198,0.022729128788695183,52,0.001989305877323174,1753633119.6585968,2.593438902812398e-07,899.6690452098846,0.022729388132585463
130,992.8062584400177,1.1650007625699393e-06,53,0.0004333769540142711,1753633210.2111335,3.9353631355170055e-07,990.2216036319733,1.5585370761216399e-06
143,1090.9036905765533,3.5287592918998203e-06,54,0.0005286159057486847,1753633308.3085656,7.800935548455735e-08,1088.3189597129822,3.6067686473843774e-06
157,1196.5473668575287,9.072123143355894e-07,55,0.0004889138321395679,1753633413.952242,4.0077236729239494e-07,1193.9625046253204,1.3079846816279843e-06
172,1309.7246174812317,2.6892478600831913e-07,56,0.000130396550439493,1753633527.1294925,2.3893548651718625e-08,1307.1399743556976,2.9281833466003776e-07
190,1445.5424058437347,2.0932733355114615e-07,57,0.00010597566576198791,1753633662.947281,7.06251161180222e-09,1442.9577820301056,2.1638984516294837e-07
208,1581.3499715328217,5.7126997140454224e-08,58,0.00011281218190456574,1753633798.7548466,2.3400719652734626e-08,1578.7653133869171,8.052771679318886e-08
229,1739.7926642894745,2.0260006410152693e-07,59,0.0001797373684004457,1753633957.1975393,8.093822075113883e-09,1737.2078239917755,2.106938861766408e-07
252,1913.3193850517273,8.702989970492537e-07,60,0.00022235898688037568,1753634130.72426,2.3421435404281267e-08,1910.734498500824,8.93720432453535e-07
277,2101.9336009025574,6.488450600476544e-08,61,7.954584328190651e-05,1753634319.338476,7.450206313074786e-09,2099.3489515781403,7.233471231784023e-08
305,2313.17219042778,1.5451051135840725e-08,62,0.000191886392144216,1753634530.5770655,6.572387549097206e-08,2310.5875828266144,8.117492662681278e-08
335,2539.4966309070587,1.4214306747890182e-07,63,0.00033186605041394455,1753634756.901506,8.687936349611168e-08,2536.911955833435,2.290224309750135e-07
369,2795.9982645511627,1.0080306810225657e-06,64,0.00023515034002426547,1753635013.4031396,1.7584901424895142e-08,2793.413637161255,1.0256155824474608e-06
397,3007.249145269394,2.9677796417278007e-07,65,7.3953774892689e-05,1753635224.6540203,3.209339716502128e-09,3004.664459705353,2.999873038892822e-07
