step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,18.53201559537537,6.564903736114502,5.009626150131226,0.5959846249541623,18.055255520093237,0.47676007528213205,1744640916.3187368
1,1,9.961841691611967,9.333472967147827,8.706018447875977,1.0160885748203163,9.799487202210186,0.16235448940178196,1744640919.087306
2,2,3.3532689063337653,12.093381643295288,11.46822738647461,0.598632854436364,2.9090610093460283,0.44420789698773677,1744640921.8472147
3,3,0.16998223723680125,14.853713989257812,14.228576421737671,0.45577345932486885,0.04258690129239986,0.1273953359444014,1744640924.607547
4,4,0.12024377332320904,17.614333629608154,16.989423751831055,0.4455821257585336,0.009767367791966462,0.11047640553124258,1744640927.3681667
5,5,0.07714968688011989,20.37501621246338,19.750139236450195,0.4798325133908077,0.010806394468502402,0.06634329241161749,1744640930.1288493
6,6,0.11624748393225351,23.131603479385376,22.50678849220276,0.42945852662817635,0.009176029901928734,0.10707145403032478,1744640932.8854365
7,7,0.09414879197753069,25.885116815567017,25.26026439666748,0.3833890456690933,0.008604301469732501,0.0855444905077982,1744640935.6389499
8,8,0.09058222502538812,28.635749101638794,28.010931968688965,0.3480724755801716,0.006367889591760355,0.08421433543362777,1744640938.3895822
9,9,0.05134074139380651,31.38854742050171,30.763537645339966,0.37932983862861386,0.006261976240855598,0.045078765152950916,1744640941.1423805
10,10,0.06013830565562475,34.143842697143555,33.5184805393219,0.34681156901126736,0.00808214051729301,0.05205616513833174,1744640943.8976758
11,11,0.08563654636148074,36.89528441429138,36.27045726776123,0.3360372599710955,0.006293339077226927,0.07934320728425381,1744640946.6491175
12,12,0.06959478738198863,39.6467399597168,39.02169442176819,0.33254420752363323,0.010878148142963518,0.058716639239025106,1744640949.400573
13,13,0.06035077885151974,42.39781641960144,41.7729651927948,0.32269571044396805,0.011555668323914874,0.048795110527604865,1744640952.1516495
14,14,0.06375516322496813,45.148985147476196,44.52417016029358,0.3036738191072195,0.011390236055357127,0.05236492716961101,1744640954.9028182
15,15,0.076046915434604,47.902880907058716,47.27802896499634,0.3279349435512697,0.009240598664350166,0.06680631677025384,1744640957.656714
16,16,0.0605787998618777,50.65579915046692,50.030866861343384,0.3249149434742535,0.00739611849939415,0.053182681362483546,1744640960.4096322
17,17,0.048567229872841074,53.40708518028259,52.782254695892334,0.3055257406367426,0.008060569716168357,0.040506660156672716,1744640963.1609182
18,18,0.061271786626295996,56.1583616733551,55.533507108688354,0.2728144678909765,0.009674315754670936,0.05159747087162506,1744640965.9121947
