_step,_runtime,_timestamp,time,l2_error,loss_boundary,loss_interior,loss,step
64,3163.238423347473,1753616674.0944793,3160.606499195099,0.03365030410537119,0.0005360961751414616,0.00678405396264204,0.007320150137783502,369
65,3479.0851633548737,1753616989.9412193,3476.4532866477966,0.03371592251637823,0.0005120281038796021,0.002635898367579586,0.003147926471459188,406
66,3820.550086736679,1753617331.4061427,3817.9180262088776,0.028593705200882683,0.0003353822159830411,0.006404258702338306,0.006739640918321347,446
67,4204.687784433365,1753617715.5438404,4202.0557816028595,0.02614421673065496,0.00030539308914304233,0.0024811126283311924,0.002786505717474235,491
68,4622.975327253342,1753618133.8313832,4620.343409061432,0.034583474590064826,0.0007638894721043034,0.0014906036928044747,0.0022544931649087782,540
69,5083.946542024612,1753618594.802598,5081.314493656158,0.01838183216120485,0.00021014133266327307,0.0021541322913377794,0.0023642736240010523,594
70,5587.588212013245,1753619098.444268,5584.956120252609,0.019656718772722664,0.002151254140323004,0.00244021220983601,0.0045914663501590135,653
71,6142.449554443359,1753619653.3056104,6139.81757068634,0.014681675921723177,0.000832318958596906,0.0010065771183198182,0.0018388960769167243,718
72,6757.054690361023,1753620267.9107463,6754.4226286411285,0.01266335154618714,8.614235988056521e-05,0.0022989808052003764,0.0023851231650809414,790
73,7431.414184093475,1753620942.27024,7428.782170295715,0.010984615172686852,0.00011748106717117144,0.0008701993509656948,0.0009876804181368662,869
74,8174.049392700195,1753621684.9054487,8171.4173040390015,0.010339103955930814,9.430277673705668e-05,0.0006226077799862015,0.0007169105567232582,956
75,8993.516113996506,1753622504.37217,8990.884131193161,0.00958449171721583,6.641298787517958e-05,0.0009792099061643057,0.0010456228940394852,1052
76,9889.790391683578,1753623400.6464477,9887.158413171768,0.008838689233330276,3.8109728578110465e-05,0.0003519587148414172,0.0003900684434195277,1157
77,10871.440408229828,1753624382.2964642,10868.808367729187,0.009319736563006826,0.001114845402110026,0.0005257445779780132,0.0016405899800880392,1272
78,11964.053266048431,1753625474.909322,11961.421355724335,0.007086512017074209,2.4405591030501644e-05,0.0005622978117281936,0.0005867034027586953,1400
79,13150.546054124832,1753626661.40211,13147.913949728012,0.006248037833187452,1.5556557818605768e-05,0.00029335756109381914,0.0003089141189124249,1539
