_step,l2_error,loss_interior,step,_runtime,loss,_timestamp,loss_boundary,time
63,0.003513767873969388,9.728758699987902e-07,335,36.10397815704346,1.0014459386724517e-05,1744436137.020944,9.041583516725726e-06,33.15710520744324
64,0.004296670303987961,6.786099468688675e-07,369,39.18589377403259,3.371864216456899e-05,1744436140.1028597,3.304003221770012e-05,36.238800287246704
65,0.003292464079742702,4.6562623843708894e-07,406,42.51114082336426,1.1553791283011907e-05,1744436143.4281068,1.1088165044574818e-05,39.56397342681885
66,0.003780903147881276,5.986554579077598e-07,446,46.097681522369385,9.608636038449622e-06,1744436147.0146475,9.009980580541863e-06,43.15079712867737
67,0.003021098464284272,2.624766307910735e-07,491,50.34606099128723,4.6141091452565485e-06,1744436151.263027,4.351632514465475e-06,47.39923143386841
68,0.0027810028890265684,3.1070854957563357e-07,540,54.96802234649658,9.61418096101016e-06,1744436155.8849883,9.303472411434526e-06,52.02116370201111
69,0.0035509250005062937,2.5787988399216106e-07,594,59.953535079956055,9.035151190608584e-06,1744436160.870501,8.777271306616422e-06,57.006629943847656
70,0.003010738832028395,1.1404581038380148e-07,653,65.53810095787048,6.903406344969816e-06,1744436166.455067,6.789360534586015e-06,62.591299533843994
71,0.0024488593143384956,3.041408619161149e-07,718,71.6332893371582,3.4173388615722683e-06,1744436172.5502553,3.1131979996561534e-06,68.68638372421265
72,0.0026132602328788144,7.156984150438422e-08,790,78.21419501304626,5.206083695681399e-06,1744436179.131161,5.134513854177015e-06,75.26689743995667
73,0.002180124527359913,1.8408764810187768e-07,869,85.5075798034668,3.4684119134462415e-06,1744436186.4245458,3.284324265344364e-06,82.56061434745789
74,0.002260871643095631,1.007424770016909e-07,956,93.5778603553772,4.2483246295553274e-06,1744436194.4948263,4.147582152553636e-06,90.63093376159668
75,0.002101002718318293,1.1802299415124761e-07,1052,102.29568910598755,2.0993021522005077e-06,1744436203.212655,1.98127915804926e-06,99.34888648986816
76,0.0021898675422553126,7.273653860968041e-08,1157,111.85852146148682,2.5215208021584644e-06,1744436212.7754874,2.448784263548784e-06,108.91167831420898
77,0.0017063182474735556,8.023669659669437e-08,1272,122.57039165496826,2.5173278443448777e-06,1744436223.4873576,2.4370911477481835e-06,119.62312364578247
78,0.0017973301566985343,3.153926974837652e-08,1400,134.54240322113037,2.369006605509124e-06,1744436235.4593692,2.3374673357607472e-06,131.59544348716736
79,0.002407791225532852,3.493850241082703e-08,1539,147.3062915802002,1.8046981367434316e-06,1744436248.2232575,1.7697596343326045e-06,144.35945439338684
80,0.0017540020405391035,5.427053643260819e-08,1693,161.60442876815796,1.0016668795388304e-06,1744436262.5213947,9.473963431062222e-07,158.65761303901672
81,0.0016429315925507138,2.2664699781240624e-08,1863,177.58845591545105,1.3396132339327388e-06,1744436278.5054219,1.3169485341514981e-06,174.64127850532532
82,0.0011386840941389825,3.8320511506137016e-08,2049,195.04820585250854,1.9330123290406988e-06,1744436295.9651718,1.8946918175345618e-06,192.10131525993347
83,0.0016881118323770295,5.146747608106564e-08,2254,214.1545009613037,1.860404895729491e-06,1744436315.071467,1.8089374196484252e-06,211.20764541625977
84,0.0014769013801885036,2.9625225932824502e-08,2479,234.87834239006042,1.4078039544415187e-06,1744436335.7953084,1.3781787285086942e-06,231.93109107017517
85,0.0011567862304203073,1.5540656186755323e-08,2727,257.3678812980652,1.4329237954587724e-06,1744436358.2848473,1.4173831392720171e-06,254.4211027622223
86,0.001740708161881854,1.1591304303249229e-08,3000,281.94361448287964,1.3581699220497322e-06,1744436382.8605804,1.346578617746483e-06,278.99638414382935
87,0.0011981937282549723,1.768742760069312e-08,3299,309.5057427883148,1.24780750120658e-06,1744436410.4227087,1.2301200736058869e-06,306.5587856769562
88,0.0014638808700913261,4.4297233495447326e-08,3629,339.7516596317291,2.5602988853697874e-06,1744436440.6686256,2.51600165187434e-06,336.80460000038147
89,0.0012309739882984739,1.0957116444195285e-08,3992,372.0929431915283,1.2591274914512602e-06,1744436473.0099092,1.2481703750070649e-06,369.14574337005615
90,0.0014526703210000083,9.589333472103016e-09,4391,407.7224373817444,1.402922095288826e-06,1744436508.6394033,1.393332761816723e-06,404.7755551338196
91,0.0011512016501238858,6.679408919721885e-09,4831,448.4003610610962,5.740649503440189e-07,1744436549.317327,5.67385541424297e-07,445.453245639801
92,0.001133760056655147,3.3627227136183147e-09,5314,492.39878702163696,6.965067351946675e-07,1744436593.315753,6.931440124810492e-07,489.4516875743866
93,0.0009495552822739385,5.367244016137738e-09,5845,540.6252272129059,1.0972322228278132e-06,1744436641.5421932,1.0918649788116753e-06,537.6780054569244
94,0.0010394844622265789,2.845449055189963e-09,6429,594.7113435268402,5.690696246081047e-07,1744436695.6283095,5.662241755529147e-07,591.7641150951385
95,0.0011540630637546197,3.0173898229202537e-09,7072,654.1756453514099,7.785071165852801e-07,1744436755.0926113,7.754897267623599e-07,651.2285349369049
96,0.0011167091596947737,2.7555990237878346e-09,7779,718.697093963623,1.1669175740878837e-06,1744436819.61406,1.1641619750640959e-06,715.7499966621399
97,0.0012384721966892456,5.8344343335700165e-09,8557,791.385941028595,4.954818517309183e-07,1744436892.302907,4.896474173973482e-07,788.4387900829315
98,0.0011705485908368937,3.3797258311159135e-09,9413,869.697856426239,5.762893691688708e-07,1744436970.6148224,5.729096433377549e-07,866.7507166862488
99,0.0007958591647143,2.398144554111222e-09,10354,955.3074405193329,8.176986984523041e-07,1744437056.2244065,8.153005538981929e-07,952.360348701477
100,0.0009011565046678425,1.2113115656090922e-09,11389,1049.250940322876,4.089407291603132e-07,1744437150.1679063,4.077294175947041e-07,1046.3036334514618
101,0.0007857936297879353,1.5362830140295865e-09,12528,1154.1678261756897,6.474151326317881e-07,1744437255.0847921,6.458788496177585e-07,1151.2206270694733
102,0.00080903170110727,8.550145865386395e-10,13781,1269.3145892620087,6.163386388128433e-07,1744437370.2315552,6.154836242263047e-07,1266.3673150539398
103,0.0008293692742231024,9.094328901633369e-10,15159,1395.6523094177246,6.096527101542951e-07,1744437496.5692754,6.087432772641318e-07,1392.7051467895508
104,0.000694697798316328,1.5702269249129425e-09,16675,1534.4376718997955,3.7374532650548513e-07,1744437635.3546379,3.721750995805722e-07,1531.4905669689178
105,0.000836753325586333,3.913034644752546e-10,18342,1686.726866722107,3.8486334810363246e-07,1744437787.6438327,3.844720446391572e-07,1683.7796092033386
106,0.0008149638517489738,6.785821694416152e-10,20177,1853.2449400424957,6.194266493012572e-07,1744437954.161906,6.187480671318156e-07,1850.297839164734
107,0.0006795726181672828,5.648605955046805e-10,22194,2036.6340746879578,7.025294461893998e-07,1744438137.5510406,7.019645855938951e-07,2033.6869711875916
108,0.0009280449285979004,4.0328425319333436e-10,24414,2239.0777258872986,1.4259955740054367e-07,1744438339.9946918,1.4219627314735032e-07,2236.1305606365204
109,0.0005268251284751377,4.426538948906775e-10,26855,2461.3789205551147,1.7885262572470033e-07,1744438562.2958865,1.7840997182980964e-07,2458.431765794754
110,0.000653895822302301,5.361868920732592e-10,29540,2707.826919555664,4.87127663901819e-07,1744438808.7438855,4.865914770097457e-07,2704.879733800888
111,0.000626540309545899,2.288435579871428e-10,32494,2977.838006258011,3.950836546927449e-07,1744439078.7549722,3.948548111347578e-07,2974.8908307552338
112,0.0005702749851170091,3.412786539467186e-10,35744,3274.888061761856,2.5856264968773033e-07,1744439375.8050277,2.5822137103378363e-07,3271.940945148468
113,0.0004815178990039225,1.0699625616369976e-10,39318,3601.635346889496,1.430912144602783e-07,1744439702.5523129,1.4298421820411459e-07,3598.6881771087646
114,0.0005050028681409621,3.4619214631437755e-10,43250,3960.9364292621613,2.4906287459265363e-07,1744440061.8533952,2.4871668244633925e-07,3957.9892575740814
115,0.0005079621075669102,2.1970018409224987e-10,47575,4357.144824504852,2.4676020629182924e-07,1744440458.0617905,2.46540506107737e-07,4354.197721004486
116,0.0005419938988920101,1.6599794041675212e-10,52332,4794.42165851593,2.82339772074783e-07,1744440895.3386245,2.8217377413436624e-07,4791.474549293518
117,0.0004315304910236701,2.192864218264792e-10,57566,5272.863836288452,2.1822807636907541e-07,1744441373.7808022,2.1800878994724894e-07,5269.916718482971
118,0.0004995307522651681,1.417794029010814e-10,63322,5802.102114677429,8.893006846401628e-08,1744441903.0190806,8.87882890611152e-08,5799.15497469902
119,0.0004968797398893159,1.6284235945493396e-10,69654,6382.727024078369,1.7504227873271385e-07,1744442483.64399,1.7487943637325892e-07,6379.779939651489
120,0.0003915963500745918,8.83770936304927e-11,76419,7002.976766347885,9.07461362574862e-08,1744443103.8937323,9.065775916385571e-08,7000.029654502869
