_step,loss_interior,step,_runtime,l2_error,_timestamp,loss_boundary,loss,time
55,0.0007354228146516856,157,161.49847531318665,0.040817132064386974,1745962450.5991442,0.001139426725276401,0.0018748495399280867,158.85963582992554
56,0.0005942219313364019,172,176.44701600074768,0.037052607943775295,1745962465.547685,0.0010473700615442427,0.0016415919928806446,173.8084990978241
57,0.0005097835514761085,190,194.37324166297913,0.03427616587199467,1745962483.4739106,0.0005097384236108117,0.0010195219750869203,191.73462843894958
58,0.0008570705864250652,208,212.28997254371643,0.031547372077629206,1745962501.3906415,0.000509392287842789,0.0013664628742678542,209.65125226974487
59,0.00043785030605892174,229,233.19360256195068,0.029720208087486596,1745962522.2942715,0.0004856403538942936,0.0009234906599532153,230.5550594329834
60,0.0004991324860093075,252,256.1018970012665,0.02981393547927551,1745962545.202566,0.0003651107018892452,0.0008642431878985526,253.46314597129822
61,0.00040578800633651207,277,280.98029613494873,0.027857840035975984,1745962570.080965,0.00016652751201336855,0.0005723155183498806,278.3418939113617
62,0.0002859833246472816,305,308.84583044052124,0.027104500162585733,1745962597.9464993,0.0003492355178993524,0.000635218842546634,306.20722126960754
63,0.001216018732692222,335,338.70769786834717,0.02417946289857707,1745962627.8083668,0.0003574476973921668,0.0015734664300843886,336.06927132606506
64,0.00042330722513706295,369,372.56422686576843,0.02333634539532613,1745962661.6648958,0.00022000395880132702,0.0006433111839383899,369.9254093170166
65,0.0003148431040665091,406,409.38115882873535,0.02253145840931164,1745962698.4818277,0.00033199185148703703,0.0006468349555535461,406.7424876689911
66,0.00031780095830771327,446,449.17306566238403,0.020520514168766758,1745962738.2737346,0.00018984156770903338,0.0005076425260167466,446.5343403816223
67,0.0002071589852744763,491,493.95989894866943,0.019238649253165135,1745962783.0605679,0.00018358598940458032,0.0003907449746790566,491.32109546661377
68,0.00022690570774808923,540,542.7474782466888,0.01910168296846235,1745962831.8481472,0.00018477203265072187,0.0004116777403988111,540.1089260578156
69,0.00025154513435982144,594,596.4701738357544,0.017497237339408417,1745962885.5708427,0.00011842600109890307,0.0003699711354587245,593.8315317630768
70,0.00016279286824228374,653,655.1490218639374,0.01605927329813209,1745962944.2496908,0.0001413666793457477,0.0003041595475880315,652.5104639530182
71,0.00013150260129713895,718,719.8226501941681,0.015338591598766566,1745963008.923319,0.00011448412945067533,0.00024598673074781427,717.1839354038239
72,0.00013124331995525526,790,791.5084385871887,0.014984142620772401,1745963080.6091075,0.00012800565655563472,0.00025924897651088995,788.8697218894958
73,9.042088007328919e-05,869,870.1040859222412,0.014842793382530427,1745963159.2047548,0.00013192894370825953,0.00022234982378154872,867.465399980545
74,7.453257153250978e-05,956,956.6365954875946,0.013581710648773993,1745963245.7372644,0.00012550349540086002,0.0002000360669333698,953.9979155063629
75,7.437354854152048e-05,1052,1052.1550335884094,0.01300385400799834,1745963341.2557025,6.593774347737143e-05,0.0001403112920188919,1049.5161981582642
76,6.609688981800762e-05,1157,1156.6877663135529,0.012495956740222415,1745963445.7884352,0.00010118612467855115,0.00016728301449655877,1154.0491209030151
77,5.842874561479079e-05,1272,1271.1017513275146,0.011387544149639849,1745963560.2024202,5.8744742700479756e-05,0.00011717348831527055,1268.4633526802063
78,5.303637037015547e-05,1400,1398.4054794311523,0.010978971788609973,1745963687.5061483,8.509223744050503e-05,0.0001381286078106605,1395.7667968273163
79,5.951688554379424e-05,1539,1536.7155532836914,0.010758604992538274,1745963825.8162222,5.791303929287125e-05,0.00011742992483666549,1534.07688498497
80,3.839129627994336e-05,1693,1690.0374422073364,0.010285260660674945,1745963979.138111,5.40219035765579e-05,9.241319985650126e-05,1687.3987894058228
81,3.421998830056037e-05,1863,1859.1819722652435,0.009621872745246323,1745964148.2826412,6.143556239919165e-05,9.565555069975203e-05,1856.5432047843933
82,3.4487663319904514e-05,2049,2044.157732963562,0.00927145731702604,1745964333.2584019,3.3913480349245465e-05,6.840114366914998e-05,2041.5190148353577
83,3.1617900063366e-05,2254,2248.133429288864,0.009083178716895691,1745964537.2340982,3.691439964334828e-05,6.853229970671428e-05,2245.4948284626007
84,3.561621760732586e-05,2479,2472.135957479477,0.008582403868172819,1745964761.2366264,4.4083799629165364e-05,7.970001723649122e-05,2469.497050046921
85,2.2761728247921962e-05,2727,2718.869719028473,0.00728991622096106,1745965007.970388,3.756891860488302e-05,6.033064685280498e-05,2716.230893611908
86,1.823483204043399e-05,3000,2990.49418091774,0.007511245396334167,1745965279.5948498,2.471883920065612e-05,4.295367124109011e-05,2987.8552684783936
87,1.4982009598653803e-05,3299,3288.0347328186035,0.006840965547153181,1745965577.1354017,2.2064718423991322e-05,3.704672802264512e-05,3285.39599609375
88,1.4599242893291145e-05,3629,3616.565097808838,0.006737736526893502,1745965905.6657667,2.0136189018065704e-05,3.473543191135685e-05,3613.9264645576477
89,1.4695480872964214e-05,3992,3977.6783978939056,0.006248679078498182,1745966266.7790668,2.886458193050275e-05,4.3560062803466966e-05,3975.039715051651
90,1.131909912320076e-05,4391,4374.55677819252,0.005644484140413211,1745966663.657447,2.120492357685711e-05,3.2524022700057866e-05,4371.918031215668
91,7.489482239284363e-06,4831,4812.3812663555145,0.00550400910677061,1745967101.4819353,1.4317463725029213e-05,2.1806945964313576e-05,4809.742539167404
92,6.886379535064846e-06,5314,5293.267328262329,0.0051753940492593456,1745967582.3679972,1.5790042393278767e-05,2.2676421928343614e-05,5290.628727912903
93,6.725632712821176e-06,5845,5821.630259990692,0.0047055026170743,1745968110.730929,1.5095523662237666e-05,2.1821156375058844e-05,5818.991639137268
94,4.742301719653075e-06,6429,6402.554852724075,0.004317632875227053,1745968691.6555216,8.833672299774804e-06,1.3575974019427879e-05,6399.91620182991
95,5.20000064676592e-06,7032,7002.659876585007,0.004003899651559004,1745969291.7605455,7.293074381526648e-06,1.2493075028292566e-05,7000.021147966385
