_step,loss_interior,step,_runtime,l2_error,_timestamp,loss_boundary,loss,time
0,18.055255520093237,0,5.082463979721069,0.8728099194057177,1745962294.183133,0.47676007528213205,18.53201559537537,2.24316668510437
1,7.736746699242328,1,6.0825560092926025,1.6417887783401406,1745962295.183225,0.34832453375348615,8.085071232995814,3.444246530532837
2,0.45457909229510124,2,7.082591533660889,2.034785533949408,1745962296.1832604,1.4469602705119702,1.9015393628070714,4.4443604946136475
3,0.03367563589730297,3,8.082703590393066,1.2641474517356548,1745962297.1833725,1.7875850619697893,1.8212606978670922,5.444422483444214
4,0.09013955118481091,4,9.084369659423828,0.511508289643684,1745962298.1850386,0.9026174788909131,0.992757030075724,6.445969581604004
5,0.1746841064774546,5,10.087334394454956,1.058216971368434,1745962299.1880033,0.11446549123500525,0.28914959771245985,7.447611331939697
6,0.20051119053234787,6,11.08848762512207,1.5528640560374185,1745962300.1891565,0.4901133914821547,0.6906245820145026,8.449202299118042
7,0.23886223881446111,7,12.089920043945312,1.725901797270336,1745962301.190589,1.1568585315171545,1.3957207703316157,9.451383590698242
8,0.2838049301032902,8,13.091378450393677,1.657735052949673,1745962302.1920474,1.5123406833114563,1.7961456134147467,10.452964067459106
9,0.3493843131561397,9,14.091904163360596,1.4036962179586814,1745962303.192573,1.383866961496906,1.7332512746530457,11.453572273254395
10,0.37445722349999006,10,15.092166423797607,1.0505619832679427,1745962304.1928353,1.1311756925261294,1.5056329160261195,12.453599691390991
11,0.39171646119347614,11,16.092520475387573,0.7314126962654308,1745962305.1931894,0.5326081209242062,0.9243245821176823,13.454122066497803
12,0.33029915809623506,12,17.093493223190308,0.5192865502809731,1745962306.1941621,0.3161753395679368,0.6464744976641719,14.455174446105957
13,0.2537045148407679,13,18.093607425689697,0.4016811023434507,1745962307.1942763,0.09686235144205502,0.3505668662828229,15.455245733261108
14,0.13991684699826867,14,19.09458613395691,0.3575266792180543,1745962308.195255,0.11614225798467391,0.2560591049829426,16.456284523010254
15,0.06439098829580055,15,20.095643997192383,0.3375483393061616,1745962309.196313,0.05371311855977479,0.11810410685557535,17.457398653030396
16,0.029909817608764166,16,21.097213745117188,0.3324454831127174,1745962310.1978827,0.06231775404851333,0.09222757165727749,18.458834648132324
17,0.008070194504628442,17,22.097973108291626,0.3361329497674068,1745962311.198642,0.09965529349726797,0.10772548800189641,19.459587574005127
18,0.005277606854339019,18,23.098047733306885,0.3483984631411204,1745962312.1987166,0.04872435434435702,0.05400196119869604,20.45966076850891
19,0.013302145043428939,19,24.098814487457275,0.35202335685760994,1745962313.1994834,0.06764627955610969,0.08094842459953863,21.460384607315063
20,0.02265096228700934,20,25.10169744491577,0.3412839471802589,1745962314.2023664,0.04454084670425077,0.06719180899126011,22.462812423706055
21,0.026972586418776673,21,26.103004455566406,0.33682425286719353,1745962315.2036734,0.0572779129805887,0.08425049939936538,23.46465754508972
22,0.027760341171270807,22,27.10333251953125,0.33240490833483366,1745962316.2040014,0.04013881767081507,0.06789915884208587,24.465011835098267
23,0.024554759703995784,23,28.10537075996399,0.3205268923659447,1745962317.2060397,0.04150886934749431,0.06606362905149009,25.46686887741089
24,0.019611024056685588,24,29.107980489730835,0.30811631385508287,1745962318.2086494,0.0461851869417067,0.0657962109983923,26.46944284439087
25,0.01374133661633303,25,30.108622312545776,0.2875904369330194,1745962319.2092912,0.0355289530263247,0.04927028964265773,27.47023582458496
26,0.008941218346862383,26,31.10885524749756,0.266168253366716,1745962320.2095242,0.04485773735144821,0.0537989556983106,28.470481395721436
27,0.007558479050373092,27,32.11002969741821,0.2405480668827627,1745962321.2106986,0.037535891384191715,0.04509437043456481,29.47109889984131
28,0.00694117393350145,28,33.11279582977295,0.227915347713351,1745962322.2134647,0.023746239715794815,0.030687413649296266,30.474363327026367
29,0.005343702293573487,29,34.11296772956848,0.21468417747819885,1745962323.2136366,0.025930103110063447,0.03127380540363693,31.474573373794556
30,0.00428516786452621,30,35.11400485038757,0.20049025229083398,1745962324.2146738,0.01956367304344158,0.02384884090796779,32.47515559196472
31,0.0036346880866715593,31,36.115384101867676,0.18081415625817776,1745962325.216053,0.018461000425646037,0.022095688512317597,33.4770667552948
32,0.002712011192926209,32,37.11685562133789,0.16115160643570317,1745962326.2175245,0.014605889847269427,0.017317901040195635,34.47843146324158
33,0.003867732397924395,33,38.11706209182739,0.1463038001194428,1745962327.217731,0.008701611597086625,0.01256934399501102,35.47866487503052
34,0.003733669531498164,34,39.11806631088257,0.1318765223283995,1745962328.2187352,0.006435291133322279,0.010168960664820443,36.47968316078186
35,0.0038616265952695077,35,40.1192193031311,0.12163195310488503,1745962329.2198882,0.007898192425538795,0.011759819020808302,37.48079180717468
36,0.008118173873873187,36,41.12035298347473,0.11196708478499272,1745962330.221022,0.006998154130269536,0.015116328004142723,38.481934547424316
37,0.007628114127391894,37,42.12194776535034,0.10235362007255112,1745962331.2226167,0.005894586561922802,0.013522700689314696,39.48341703414917
38,0.0107562095291338,38,43.12266206741333,0.09417093110343189,1745962332.223331,0.0040007654287634,0.0147569749578972,40.484323501586914
39,0.009652669883285751,39,44.12424612045288,0.08749399394793224,1745962333.224915,0.0032046276721331324,0.012857297555418883,41.485864877700806
40,0.008785688924767278,40,45.12659692764282,0.08363245691234404,1745962334.2272658,0.003671567347676567,0.012457256272443845,42.48802638053894
41,0.012471004927976283,42,47.12112593650818,0.07414120610077897,1745962336.2217948,0.002838560224369596,0.01530956515234588,44.48269987106323
42,0.008850461821578143,46,51.10107135772705,0.06541773011003271,1745962340.2017403,0.00164057539965494,0.010491037221233082,48.46269154548645
43,0.005325746792409785,50,55.08113932609558,0.06439470063969048,1745962344.1818082,0.0016585834911371322,0.006984330283546917,52.442654848098755
44,0.0038303264601712,55,60.04904818534851,0.06362654422961984,1745962349.149717,0.004284763022530107,0.008115089482701307,57.410995960235596
45,0.003304778516561687,61,66.00019454956055,0.0809345849953153,1745962355.1008635,0.003017158519997981,0.006321937036559668,63.36199378967285
46,0.002723965573280827,67,71.96270561218262,0.08721655234228842,1745962361.0633745,0.004063268230615714,0.0067872338038965415,69.324303150177
47,0.0023272102535742086,73,77.9232268333435,0.08945785984616801,1745962367.0238957,0.003615161503622887,0.005942371757197095,75.28497862815857
48,0.002075390216343357,81,85.87323498725891,0.07992246437278046,1745962374.973904,0.0028181371468580674,0.004893527363201425,83.23475861549377
49,0.0012427258813852138,89,93.82394981384277,0.07466315808377998,1745962382.9246187,0.0017802670854512488,0.003022992966836463,91.1853187084198
50,0.0012038175492751443,98,102.76203942298889,0.06421515159096895,1745962391.8627083,0.0029701872100779472,0.004174004759353091,100.12373471260071
51,0.00100980488125583,107,111.70364332199097,0.06069094897295709,1745962400.8043122,0.001566332943686625,0.002576137824942455,109.06529641151428
52,0.0009448955753870698,118,122.65330696105957,0.05525030281737807,1745962411.7539759,0.0014185870403071801,0.00236348261569425,120.01475787162781
53,0.0007096874750966986,130,134.60502123832703,0.045930136950584684,1745962423.7056901,0.0008778751638565536,0.0015875626389532521,131.96647763252258
54,0.0006185357483801227,143,147.55150270462036,0.04329212184528548,1745962436.6521716,0.0008192003458853911,0.0014377360942655138,144.91292715072632
