l2_error,loss_interior,step,_step,loss,time,loss_boundary,_timestamp,_runtime
0.965791979125319,18.055255520093237,0,0,18.53201559537537,2.3584461212158203,0.47676007528213205,1744659234.1820369,3.137194871902466
0.9618226670971741,17.89881873943057,1,1,18.38412915928566,3.445162296295166,0.48531041985508894,1744659234.9280572,3.8832151889801025
0.9574952455159768,17.74624127644394,2,2,18.23397542065306,4.1907570362091064,0.48773414420912,1744659235.673703,4.628860950469971
0.9540415738229043,17.590355869244522,3,3,18.041988063790473,4.935967206954956,0.4516321945459513,1744659236.4189296,5.374087572097778
0.9501185096208613,17.4541430108851,4,4,17.92102129126263,5.6822288036346436,0.46687828037752765,1744659237.1663504,6.121508359909058
0.9466770219566113,17.312402250751056,5,5,17.75219413580915,6.42838978767395,0.43979188505809697,1744659237.9115336,6.866691589355469
0.9426322971371113,17.15329138786852,6,6,17.63044988687104,7.174493789672852,0.4771584990025188,1744659238.6573253,7.612483263015747
0.9388150880404331,17.024224295931617,7,7,17.468260770958913,7.919703245162964,0.44403647502729476,1744659239.402691,8.357848882675171
0.9353055924575133,16.902376807294477,8,8,17.34462155897562,8.664794683456421,0.4422447516811456,1744659240.1476743,9.102832317352295
0.9318638848825481,16.747116804148504,9,9,17.18360810894711,9.410477638244629,0.4364913047986043,1744659240.8938153,9.848973274230957
0.928596150376225,16.618265081917905,10,10,17.043943157844826,10.156357049942017,0.4256780759269212,1744659241.6392143,10.594372272491455
0.9249872838804214,16.480669258996578,11,11,16.91796891106239,10.902429103851318,0.4372996520658095,1744659242.3853447,11.340502738952637
0.9215858778180713,16.35175877980463,12,12,16.776640335655664,11.647193193435669,0.4248815558510325,1744659243.130101,12.085258960723877
0.9176047266375096,16.22542912466503,13,13,16.679035972454756,12.392524242401123,0.45360684778972454,1744659243.8752923,12.830450296401978
0.9143276775393252,16.090748742276013,14,14,16.498169584282998,13.137775182723999,0.40742084200698603,1744659244.6206992,13.575857162475586
0.9108483216554589,15.960454024673268,15,15,16.396413083850543,13.883573293685913,0.43595905917727584,1744659245.3664324,14.321590423583984
0.907450975958679,15.841201732062787,16,16,16.273893214086385,14.629079818725586,0.4326914820235976,1744659246.1121411,15.067299127578735
0.9041861853172461,15.712989806061467,17,17,16.123527211431618,15.375271320343018,0.4105374053701529,1744659246.8582017,15.81335973739624
0.900693770730779,15.597425760815478,18,18,16.02128527398153,16.123671054840088,0.42385951316605036,1744659247.6065536,16.56171154975891
0.8974347074720361,15.47374304717401,19,19,15.884031667917654,16.869795322418213,0.41028862074364536,1744659248.3527734,17.307931423187256
