_runtime,l2_error,loss_interior,_step,_timestamp,loss_boundary,loss,step,time
4.866983413696289,0.8962422994808901,18.055255520093237,0,1745425075.3046515,0.47676007528213205,18.53201559537537,0,1.921663761138916
5.36292839050293,0.8799432784544842,15.274408635856453,1,1745425075.8005965,0.42290199595976136,15.697310631816215,1,2.6761298179626465
5.8584253787994385,0.8417919377597355,13.140747692509098,2,1745425076.2960935,0.4255433940421451,13.566291086551244,2,3.171552896499634
6.357489109039307,0.8137372872637666,11.439425719395263,3,1745425076.7951572,0.3228776277700537,11.762303347165316,3,3.6702959537506104
6.853054761886597,0.7801382271944828,10.063515008488901,4,1745425077.2907228,0.3456197162755021,10.409134724764403,4,4.166289329528809
7.35016655921936,0.7370038933324166,8.941207084448738,5,1745425077.7878346,0.2790683830040164,9.220275467452755,5,4.661969900131226
7.845848321914673,0.7122095865474537,7.924898312432368,6,1745425078.2835164,0.30280370501447057,8.227702017446838,6,5.159073114395142
8.341148614883423,0.6587878072318178,7.11747920066648,7,1745425078.7788167,0.2538621913723756,7.371341392038856,7,5.654358863830566
8.836678981781006,0.39824742208073105,6.319684383496385,8,1745425079.274347,0.20706449125893428,6.526748874755319,8,6.149877309799194
9.33218502998352,0.7098295651601719,5.202240617433709,9,1745425079.769853,0.07118697834110986,5.273427595774819,9,6.645321369171143
9.830172777175903,1.048643350490639,7.107008476914636,10,1745425080.2678409,0.25914428813498963,7.366152765049626,10,7.143212080001831
10.326135635375977,1.0614993625326352,7.021541766064267,11,1745425080.7638037,0.5294543595611422,7.550996125625409,11,7.639031887054443
10.82169508934021,1.0137260693252816,6.806457595863062,12,1745425081.2593632,0.5630175954768895,7.369475191339951,12,8.134734153747559
11.317504405975342,0.937939118723313,6.159400858682324,13,1745425081.7551725,0.44272185914088014,6.602122717823204,13,8.630483150482178
11.81315279006958,0.935008027338588,5.651850113402105,14,1745425082.2508209,0.4490256438891905,6.100875757291296,14,9.126035213470459
12.308815956115723,0.8955548209806378,5.104906173927345,15,1745425082.746484,0.3740115898933388,5.478917763820684,15,9.621803045272827
12.804094314575195,0.8812852500887453,4.666725218376029,16,1745425083.2417624,0.386848517995537,5.053573736371566,16,10.11707592010498
13.300078392028809,0.8603884187579826,4.17073896356106,17,1745425083.7377465,0.4223035437064497,4.59304250726751,17,10.612982511520386
13.796179056167603,0.8390575418251766,3.743977957753598,18,1745425084.2338471,0.2878768436344499,4.0318548013880475,18,11.109267234802246
14.291976690292358,0.8213673866501698,3.3308084484296634,19,1745425084.7296448,0.3290723058339174,3.6598807542635807,19,11.604953527450562
14.787593126296997,0.8076894136943559,3.0585167398920645,20,1745425085.2252612,0.3047662094349163,3.363282949326981,20,12.100590705871582
15.283357381820679,0.8057300231358401,2.739306371029435,21,1745425085.7210255,0.31975368016913236,3.0590600511985677,21,12.59630823135376
15.779292821884155,0.8025199775961085,2.4578831551293985,22,1745425086.216961,0.25983267360078427,2.717715828730183,22,13.092283725738525
16.27549910545349,0.8379464430420177,2.284798567016927,23,1745425086.7131672,0.2713603822089963,2.5561589492259236,23,13.588481187820435
16.77139902114868,0.8143484274590428,2.0233203482057425,24,1745425087.209067,0.33651443275850945,2.3598347809642517,24,14.084299564361572
17.26716661453247,0.7842223553785619,1.8029498072424412,25,1745425087.7048347,0.2972335411497968,2.100183348392238,25,14.580092906951904
17.76308560371399,0.7964227798322453,1.5794658049998027,26,1745425088.2007537,0.2969949624795417,1.8764607674793443,26,15.076144933700562
18.25862169265747,0.7818661371491056,1.4652095734562502,27,1745425088.6962898,0.30273345124302486,1.7679430246992751,27,15.571557998657227
18.75461196899414,0.7984832617567967,1.3425546465525942,28,1745425089.19228,0.2825141253567536,1.6250687719093477,28,16.067563772201538
19.25001335144043,0.8582967485006898,1.2824637874442895,29,1745425089.6876814,0.3089742971838507,1.5914380846281402,29,16.562944173812866
19.745660543441772,1.0458555635580276,1.2972397263160285,30,1745425090.1833286,0.29484236753162646,1.592082093847655,30,17.05861806869507
20.241384506225586,1.1558023759034175,1.4083758790829064,31,1745425090.6790526,0.5049720431451654,1.9133479222280718,31,17.55434274673462
20.737642288208008,1.2405967476140018,1.4329137043129594,32,1745425091.1753104,0.6846453816048282,2.1175590859177875,32,18.050762176513672
21.233365297317505,1.3068367837382653,1.5346363938819985,33,1745425091.6710334,0.6243122752697873,2.1589486691517856,33,18.54639220237732
21.72860026359558,1.2815945010053649,1.5274247245941877,34,1745425092.1662683,0.8213685471639633,2.348793271758151,34,19.041563272476196
22.224225759506226,1.2355080481673715,1.4585573287201987,35,1745425092.6618938,0.8288778040661038,2.2874351327863023,35,19.537150621414185
22.721657514572144,1.1982552401792002,1.4773813286127995,36,1745425093.1593256,0.7189469669053392,2.1963282955181387,36,20.034676551818848
23.216437816619873,1.199844250031479,1.3400306848565189,37,1745425093.654106,0.727811111305873,2.0678417961623916,37,20.529329776763916
23.71095609664917,1.1568476105800625,1.29240463695176,38,1745425094.1486242,0.7013017530139782,1.9937063899657383,38,21.023810386657715
24.205845832824707,1.1477677370106334,1.2162803794515826,39,1745425094.643514,0.6358099046994191,1.8520902841510019,39,21.51895308494568
24.699809551239014,1.1351438613802014,1.0720989538068215,40,1745425095.1374776,0.6306750150362971,1.7027739688431187,40,22.01284170150757
25.679250478744507,1.0425956890108834,0.9399516721430687,41,1745425096.1169186,0.6976872654729437,1.6376389376160123,42,22.992183923721313
27.6303927898407,0.9011799156154547,0.734053713039286,42,1745425098.0680609,0.41971799894178213,1.1537717119810682,46,24.943524599075317
