loss_boundary,loss_interior,loss,step,_step,_runtime,_timestamp,time,l2_error
0.9625634628826164,0.36743779381427033,1.3300012566968866,55,44,30.488640308380127,1745431763.4860172,27.401955366134644,1.2359119615637424
0.7049578219254582,0.1577089067416216,0.8626667286670798,61,45,33.00393795967102,1745431766.0013149,29.917043447494507,1.1586315432377305
0.6045657600358101,0.13853835857389032,0.7431041186097004,67,46,35.52232313156128,1745431768.5197,32.43539810180664,1.2398357115028174
0.5293869937154626,0.08616780653942559,0.6155548002548882,73,47,38.03550672531128,1745431771.0328836,34.94854545593262,1.0467247232394838
0.616739756664585,0.09041623310025308,0.7071559897648381,81,48,41.388023853302,1745431774.3854008,38.3007926940918,1.023703504112856
0.2431523976231599,0.04185342295926276,0.2850058205824227,89,49,44.73804831504822,1745431777.7354252,41.65068817138672,0.743304175842779
0.27658874892963997,0.02702557925251703,0.303614328182157,98,50,48.5056517124176,1745431781.5030286,45.4186954498291,0.6877524394401388
0.13174285910819455,0.007226926472091633,0.1389697855802862,107,51,52.27170658111572,1745431785.2690835,49.18474006652832,0.45494182349492945
0.09014124167625079,0.012984090291094935,0.10312533196734572,118,52,56.875465393066406,1745431789.8728423,53.78851842880249,0.4864211078064011
0.05554479685858593,0.011675067126239091,0.06721986398482502,130,53,61.897520303726196,1745431794.8948972,58.810269355773926,0.26693237444601947
0.04185930323705454,0.004258291047093187,0.04611759428414773,143,54,67.33675050735474,1745431800.3341274,64.24966931343079,0.26775517239691526
0.046576840473978615,0.00759963563321437,0.054176476107192985,157,55,73.19102931022644,1745431806.1884062,70.10410284996033,0.28663723033608757
0.016366521264908975,0.01210592290050662,0.028472444165415597,172,56,79.46572637557983,1745431812.4631033,76.37876653671265,0.15808535138276486
0.008440650226577308,0.01229837633922225,0.02073902656579956,190,57,86.99603128433228,1745431819.9934082,83.90880489349365,0.11934513488499458
0.022822547654726414,0.012358293065491943,0.035180840720218355,208,58,94.52418160438538,1745431827.5215585,91.43703532218933,0.2167363329298576
0.007403456275331041,0.004412032126409822,0.011815488401740862,229,59,103.30629062652588,1745431836.3036675,100.21935415267944,0.14136132509977156
0.009862077994881525,0.0021236510653025223,0.011985729060184048,252,60,112.9248640537262,1745431845.922241,109.83780074119568,0.1547651483568962
0.006356985037066688,0.0026773947670258175,0.009034379804092506,277,61,123.38285374641418,1745431856.3802307,120.29573249816895,0.07947853032604699
0.011282604649042046,0.0020542000793323935,0.01333680472837444,305,62,135.09767770767212,1745431868.0950546,132.01061868667603,0.19506634132014924
0.002860404812439348,0.0074545496504473735,0.010314954462886721,335,63,147.64743614196777,1745431880.644813,144.56022143363953,0.12052334813748061
0.0029023814771906376,0.0020669990938787294,0.004969380571069367,369,64,161.86930656433105,1745431894.8666835,158.78226923942566,0.09399548843129685
0.0032791368584628635,0.008682837357442262,0.011961974215905126,406,65,177.34678649902344,1745431910.3441634,174.2597930431366,0.07465487651764639
0.0026133747893201556,0.00824620289217771,0.010859577681497866,446,66,194.06838703155518,1745431927.065764,190.98107028007507,0.06759804888309752
0.0020879487705927446,0.009137499130503981,0.011225447901096726,491,67,212.87979125976562,1745431945.8771682,209.7927508354187,0.06439906325344168
0.00415768495857798,0.0023867425748022456,0.006544427533380226,540,68,233.37292575836182,1745431966.3703027,230.28551268577576,0.08361639704392568
0.0016251390113161497,0.003551622585109245,0.0051767615964253945,594,69,255.95460510253906,1745431988.951982,252.8676679134369,0.05205567879258768
0.0016026562540493706,0.003641638557477553,0.005244294811526924,653,70,280.6174578666687,1745432013.6148348,277.52934861183167,0.08540415694252314
0.0017719319894529651,0.0008860525907596112,0.0026579845802125763,718,71,307.7939610481262,1745432040.791338,304.70692682266235,0.0555485379295816
0.0014307275808648132,0.004469893810131159,0.005900621390995973,790,72,337.9029619693756,1745432070.900339,334.8156418800354,0.04583253277683545
0.0007224798647720151,0.0015010963780827398,0.002223576242854755,869,73,370.93763256073,1745432103.9350095,367.8503315448761,0.038538169769496096
0.000866211344751889,0.0014795634426472434,0.0023457747873991326,956,74,407.3185122013092,1745432140.3158891,404.2313916683197,0.04947645921590191
0.0017958224421437041,0.004026547296298016,0.00582236973844172,1052,75,447.5098946094513,1745432180.5072715,444.4224786758423,0.06853276460260428
0.002770974029871271,0.001178196272423781,0.003949170302295052,1157,76,491.448171377182,1745432224.4455483,488.3609564304352,0.05638576371203416
0.0003750983242672539,0.0006321989177331794,0.0010072972420004335,1272,77,539.5749282836914,1745432272.5723052,536.4874951839447,0.033060922583239165
0.0006549692828473336,0.0004750963467889118,0.0011300656296362455,1400,78,592.9198296070099,1745432325.9172065,589.8330686092377,0.03460983367602762
0.0010109987618986771,0.0006717842636433366,0.0016827830255420136,1539,79,650.7322251796722,1745432383.729602,647.6454155445099,0.0351969765476888
0.0007685859897346273,0.001369286893474516,0.0021378728832091433,1693,80,714.7773902416229,1745432447.7747672,711.6905515193939,0.036838679404783074
0.00038682822909777393,0.0004838266790583271,0.0008706549081561011,1863,81,785.4919173717499,1745432518.4892943,782.4051473140717,0.029514469050114057
0.00047262141651903834,0.0007757725726184511,0.0012483939891374893,2049,82,862.8362131118774,1745432595.83359,859.7494575977325,0.03400156609767836
0.00040985862837304254,0.0015447261369787486,0.001954584765351791,2254,83,948.0929789543152,1745432681.0903559,945.0064022541046,0.040794432922750125
0.0006905957882589864,0.0013309127283915414,0.002021508516650528,2479,84,1041.6106688976288,1745432774.6080458,1038.5239531993866,0.04012512566644946
0.00037969115943215116,0.00039204639920129437,0.0007717375586334455,2727,85,1144.6722955703735,1745432877.6696725,1141.585576057434,0.021603510264903782
0.00029403191869736465,0.0003116165447578691,0.0006056484634552337,3000,86,1258.1442596912384,1745432991.1416366,1255.0574564933777,0.021392403988581853
0.00016495046662851122,0.0010176919889958577,0.001182642455624369,3299,87,1382.4140808582306,1745433115.4114578,1379.3274178504944,0.02634352124068724
0.0003594028214022378,0.0010301700805791293,0.0013895729019813671,3629,88,1519.560177564621,1745433252.5575545,1516.4729330539703,0.025326806735979555
0.000340122448237323,0.00029869217891924377,0.0006388146271565668,3992,89,1670.9254875183105,1745433403.9228644,1667.8385455608368,0.022321203878970176
0.00019355890862874828,0.00019394057540229843,0.0003874994840310467,4391,90,1836.9678130149841,1745433569.96519,1833.8801720142365,0.02085219306860613
0.00020284182217360035,0.00020744395228756277,0.0004102857744611631,4831,91,2020.0047788619995,1745433753.0021558,2016.91747713089,0.023895218394402125
0.00016544247918854937,0.0003486245379038751,0.0005140670170924245,5314,92,2220.6648252010345,1745433953.6622021,2217.577872991562,0.016640285513779305
0.00017975250970075728,0.0005711681175302893,0.0007509206272310466,5845,93,2441.287894964218,1745434174.285272,2438.2009496688843,0.019000454613844787
0.0001938033214722201,0.0001952267062080114,0.0003890300276802315,6429,94,2684.382519006729,1745434417.379896,2681.2956590652466,0.018358432386782163
0.00021124761978530838,0.00018361125715054744,0.00039485887693585585,7072,95,2951.9944343566895,1745434684.9918113,2948.907595872879,0.016069998095327297
0.00017229599632015896,0.00023165316405184507,0.000403949160372004,7779,96,3246.4696912765503,1745434979.4670682,3243.3824496269226,0.015499168274575433
0.0006272557346125684,0.0002535893869828902,0.0008808451215954586,8557,97,3570.569169282913,1745435303.5665462,3567.482179880142,0.03957136952312205
0.00012341525658065948,0.00013942792123646864,0.0002628431778171281,9413,98,3926.654069185257,1745435659.651446,3923.5672454833984,0.01358834121792529
6.492025812191166e-05,0.00029117438727082793,0.00035609464539273957,10354,99,4318.495360612869,1745436051.4927375,4315.408607244492,0.012575408213763193
4.891947311982547e-05,9.177388480285385e-05,0.00014069335792267932,11389,100,4748.606611967087,1745436481.603989,4745.519994974136,0.012536506851080927
3.753567898675536e-05,0.0001229269360734972,0.00016046261506025256,12528,101,5221.539411306381,1745436954.5367882,5218.4527060985565,0.011494338545552405
0.00015327251690629563,0.00023821767524774277,0.00039149019215403843,13781,102,5741.878044366837,1745437474.8754213,5738.791362524033,0.01333211446325422
5.369018780755657e-05,9.874565175557715e-05,0.00015243583956313372,15159,103,6314.022341966629,1745438047.019719,6310.935662269592,0.009037525609601407
4.7311678490562956e-05,0.00010642119641061012,0.00015373287490117309,16675,104,6943.580016136169,1745438676.577393,6940.49334859848,0.01340867869805203
2.5596938129895585e-05,7.202926303000085e-05,9.762620115989644e-05,16819,105,7003.389121055603,1745438736.386498,7000.3024122715,0.008034888940205162
