_step,l2_error,_timestamp,loss_boundary,loss,time,loss_interior,step,_runtime
43,0.43587753101965065,1745954786.131171,0.09684100591613089,0.7166283298791122,50.67387652397156,0.6197873239629813,50,53.88450789451599
44,0.4644898682595868,1745954790.7617111,0.11264632180051792,0.6408951749588458,55.30427026748657,0.5282488531583279,55,58.515048027038574
45,0.46768379036870855,1745954796.3156593,0.10793547426468841,0.5253374329528301,60.858439207077026,0.41740195868814167,61,64.06899619102478
46,0.49070629096574603,1745954801.8716152,0.1261499340846401,0.4891897554986728,66.41420197486877,0.3630398214140327,67,69.6249520778656
47,0.4855417722493197,1745954807.4258168,0.12838422138522299,0.4284826450429757,71.96838736534119,0.3000984236577527,73,75.17915368080139
48,0.4954226953334096,1745954814.83186,0.11917586285393955,0.3604731727315711,79.37436246871948,0.2412973098776315,81,82.58519697189331
49,0.4796233656472041,1745954822.238117,0.11022518159643291,0.30647141405684497,86.78082251548767,0.19624623246041203,89,89.9914538860321
50,0.4815365455201103,1745954830.5679457,0.11637639099318936,0.2806602779640819,95.11077237129211,0.16428388697089255,98,98.32128262519836
51,0.4577733333742172,1745954838.8906963,0.10542810977679694,0.23182701929196298,103.43353700637817,0.12639890951516605,107,106.64403319358826
52,0.46825186832910515,1745954849.0538576,0.10354051382136373,0.21507377106667802,113.59676456451416,0.1115332572453143,118,116.80719447135925
53,0.4272884340266132,1745954860.1345303,0.0884983232372813,0.17700530121199404,124.67733407020569,0.08850697797471273,130,127.88786721229553
54,0.40071535017868765,1745954872.144119,0.08056289274795245,0.14944113953234525,136.68686079978943,0.0688782467843928,143,139.89745593070984
55,0.36698792455731205,1745954885.076801,0.06493769662994708,0.11809075972039683,149.6195774078369,0.053153063090449745,157,152.83013796806335
56,0.32925687131227505,1745954898.934934,0.06291350626497336,0.10755176685387628,163.47784948349,0.044638260588902925,172,166.68827080726624
57,0.2910923154722539,1745954915.563906,0.04449898351889679,0.07839518278731754,180.10656142234802,0.033896199268420746,190,183.31724286079407
58,0.2930693195081545,1745954932.187428,0.04010478823796617,0.06815319318976534,196.73033380508423,0.02804840495179917,208,199.94076490402222
59,0.26577794799904697,1745954951.5784714,0.03905133173725375,0.060717493950343336,216.12150716781616,0.021666162213089583,229,219.33180832862854
60,0.23323603514836885,1745954972.789389,0.025454589904738267,0.047821525740499034,237.33213233947754,0.022366935835760767,252,240.5427258014679
61,0.21206109656728092,1745954995.8453453,0.024355427887422298,0.04353235971360303,260.38819122314453,0.019176931826180733,277,263.5986821651459
62,0.20188895904858872,1745955021.6745303,0.018371206187460166,0.029764817646695554,286.2175579071045,0.011393611459235387,305,289.42786717414856
63,0.1715312945374518,1745955049.3456185,0.016012904974477486,0.02494917350163995,313.88846588134766,0.008936268527162462,335,317.0989553928375
64,0.14964650116672895,1745955080.6973932,0.011268264785555007,0.0217989236298426,345.2404408454895,0.010530658844287595,369,348.4507300853729
65,0.11273975998228654,1745955114.8186617,0.004871589292549935,0.01425612609142644,379.36125016212463,0.009384536798876505,406,382.5719985961914
66,0.1061269066830592,1745955151.675123,0.006391436737263936,0.013866331530480279,416.2179825305939,0.007474894793216343,446,419.4284598827362
67,0.0905434771657894,1745955193.1671906,0.0032538868503869424,0.01250833489827798,457.70993852615356,0.009254448047891037,491,460.9205274581909
68,0.07498273403105139,1745955238.3465989,0.0030760151283115668,0.007693921693415885,502.8893618583679,0.004617906565104318,540,506.0999357700348
69,0.07617026881225154,1745955288.1394248,0.003759634658742271,0.00834202172061367,552.6821262836456,0.004582387061871398,594,555.8927617073059
70,0.07346762446908581,1745955342.5341449,0.003226752103373398,0.00937070538776985,607.0768382549286,0.0061439532843964514,653,610.2874817848206
71,0.06329219651533503,1745955402.4626863,0.0026523865002229217,0.009007433333475603,667.0055305957794,0.006355046833252683,718,670.2160232067108
72,0.06572474618699092,1745955468.8603911,0.0015047392549703798,0.005654754493781761,733.4030430316925,0.004150015238811381,790,736.6137280464172
73,0.06148816394067683,1745955541.8033576,0.0019697921664981115,0.005569520023157951,806.3459713459015,0.003599727856659839,869,809.5566945075989
74,0.06187082773590008,1745955622.0853088,0.0014284057476228534,0.004930007303375189,886.6279113292694,0.0035016015557523352,956,889.83864569664
75,0.062253258922989364,1745955710.6576703,0.0015834117173852324,0.005100072742090956,975.2005832195282,0.003516661024705724,1052,978.4110071659088
76,0.06223223878444782,1745955807.4979005,0.0017337636717066232,0.005517047332322067,1072.0404543876648,0.003783283660615444,1157,1075.2512373924255
77,0.06503777019442691,1745955913.5614707,0.0011968484095818183,0.003627808228919307,1178.103996038437,0.002430959819337489,1272,1181.3148076534271
78,0.06248906105501785,1745956031.6036804,0.0019163750724408943,0.00409124064191305,1296.146327495575,0.0021748655694721554,1400,1299.3570172786713
79,0.05418042228697826,1745956159.790043,0.0015052656843599322,0.0028162884270434554,1424.3328084945679,0.001311022742683523,1539,1427.543380022049
80,0.044367832996501336,1745956301.9430351,0.0007700465545140328,0.0017750785565812913,1566.4856629371643,0.0010050320020672586,1693,1569.6963720321655
81,0.03709887851204879,1745956458.8734775,0.0009624148402599077,0.0016589000917198165,1723.4160704612732,0.0006964852514599087,1863,1726.626814365387
82,0.03521310653956019,1745956630.5876408,0.0006151500268487644,0.0013522209465308098,1895.1301774978638,0.0007370709196820455,2049,1898.3409776687622
83,0.036219706288552,1745956819.7844384,0.0008014197238136217,0.0019776157116157237,2084.3268535137177,0.001176195987802102,2254,2087.5377752780914
84,0.03405562109082058,1745957027.4643023,0.0006333029103127224,0.0014452063141090518,2292.0068924427032,0.0008119034037963294,2479,2295.21763920784
85,0.03631648296083728,1745957256.3175986,0.0007827281461229767,0.0015689087909090667,2520.8602256774902,0.00078618064478609,2727,2524.070935487747
86,0.03406087975484377,1745957508.3593419,0.0006375377261987829,0.0011762179598353924,2772.9018037319183,0.0005386802336366093,3000,2776.1126787662506
87,0.03303153760367742,1745957784.333076,0.0009401935687391303,0.0013500842348766055,3048.8756716251373,0.00040989066613747514,3299,3052.0864129066467
88,0.03550654088416842,1745958088.9634032,0.0006970860273228444,0.0010821987443406767,3353.506025314331,0.00038511271701783243,3629,3356.716740131378
89,0.03054163190705947,1745958423.717791,0.0002887565173168998,0.0006655295040639986,3688.260365009308,0.00037677298674709884,3992,3691.471127986908
90,0.029976108261331055,1745958791.6444626,0.00044429994067725007,0.0008474713903321925,4056.1871659755707,0.0004031714496549424,4391,4059.3977994918823
91,0.027931644649564453,1745959197.4865983,0.00037929991261786993,0.0006407040640325709,4462.029145240784,0.0002614041514147009,4831,4465.239935159683
92,0.02860456233161434,1745959642.7207193,0.000310033953236437,0.0006136040274686884,4907.263331651688,0.0003035700742322514,5314,4910.4740562438965
93,0.026066352947422076,1745960132.5430565,0.0003842633395089973,0.0006096364217829884,5397.085658788681,0.00022537308227399113,5845,5400.29639339447
94,0.023968598613868474,1745960671.2036493,0.0004172994147533164,0.0006565176810571813,5935.746249437332,0.00023921826630386484,6429,5938.956986188889
95,0.023613823896561737,1745961264.4131184,0.00023548268627330852,0.00041641035687313226,6528.955480337143,0.00018092767059982377,7072,6532.16645526886
96,0.022678397701671682,1745961735.6541772,0.0003450020929678568,0.0005260500942237676,7000.196801900864,0.0001810480012559108,7583,7003.407514095306
