_runtime,_timestamp,loss_boundary,l2_error,loss,time,_step,loss_interior,step
111.81721997261047,1743776556.2057939,3.2020413535375693e-09,4.572033434525084e-05,6.554805426188706e-09,108.789235830307,56,3.352764072651137e-09,172
122.68672060966492,1743776567.0752945,2.5114003083941845e-09,4.220273069545901e-05,6.765678935917885e-09,119.65887260437012,57,4.2542786275237e-09,190
133.5255196094513,1743776577.9140935,2.166548425570237e-09,4.140882024537013e-05,5.762404184432214e-09,130.49778866767883,58,3.595855758861977e-09,208
146.17986249923706,1743776590.5684364,2.1901039523889246e-09,3.840231891082917e-05,4.947447209248648e-09,143.15144109725952,59,2.7573432568597237e-09,229
160.05328750610352,1743776604.4418614,1.867225371526224e-09,3.2656868245068913e-05,4.347628576327111e-09,157.0255537033081,60,2.480403204800887e-09,252
175.14520168304443,1743776619.5337756,1.7965007607618077e-09,3.31755213270776e-05,5.012955405442312e-09,172.11757135391235,61,3.2164546446805043e-09,277
192.01338982582092,1743776636.4019637,1.6224757448200493e-09,3.045103878289826e-05,3.979898638346578e-09,188.98534607887268,62,2.3574228935265284e-09,305
210.1699254512787,1743776654.5584993,1.3880665570299424e-09,2.769329307672035e-05,3.679970194507858e-09,207.14211344718933,63,2.2919036374779156e-09,335
230.84101247787476,1743776675.2295864,1.3473152088736315e-09,3.2476911040746436e-05,3.0543658354480517e-09,227.81287145614624,64,1.7070506265744202e-09,369
253.36908674240112,1743776697.7576606,1.2416548277483593e-09,2.9958778926033957e-05,3.020617357598377e-09,250.34127187728882,65,1.7789625298500178e-09,406
277.69687843322754,1743776722.0854523,9.64924011405813e-10,2.3972715037798767e-05,2.4956691920301447e-09,274.6687626838684,66,1.5307451806243315e-09,446
305.04302763938904,1743776749.4316015,8.576809263412343e-10,2.2865143825596132e-05,2.468506762471764e-09,302.0151879787445,67,1.6108258361305295e-09,491
334.80426692962646,1743776779.1928408,6.869359725657681e-10,2.059405400986741e-05,1.744345904722514e-09,331.776123046875,68,1.0574099321567457e-09,540
367.6254606246948,1743776812.0140345,6.527029885753472e-10,1.8970706284654523e-05,1.781090547154299e-09,364.5974671840668,69,1.1283875585789518e-09,594
403.43208861351013,1743776847.8206625,5.072385715289806e-10,1.8090243555777852e-05,1.3788978671418018e-09,400.40378856658936,70,8.716592956128211e-10,653
442.8562321662903,1743776887.244806,5.299268256627203e-10,1.6784093626903374e-05,1.402888687510091e-09,439.82811999320984,71,8.729618618473708e-10,718
486.5720796585083,1743776930.9606535,4.2742681585216893e-10,1.589471666590656e-05,1.148259849575432e-09,483.5439579486847,72,7.208330337232631e-10,790
534.5793116092682,1743776978.9678855,3.293533165044955e-10,1.7809322750953735e-05,9.87008789732449e-10,531.5512568950653,73,6.576554732279534e-10,869
587.3668103218079,1743777031.7553842,2.548044765583741e-10,1.2463754400979453e-05,8.032787513735772e-10,584.3388352394104,74,5.484742748152031e-10,956
645.5772159099579,1743777089.9657898,3.381072107887764e-10,1.8487560703656188e-05,7.621999736458516e-10,642.5491995811462,75,4.240927628570752e-10,1052
709.3424892425537,1743777153.7310631,2.129760949388158e-10,1.0721988984540983e-05,6.006130048238584e-10,706.3144314289093,76,3.8763690988504263e-10,1157
779.1903007030487,1743777223.5788746,1.74340525571263e-10,1.0723085280790597e-05,4.787145297056097e-10,776.162346124649,77,3.0437400413434676e-10,1272
856.9530925750732,1743777301.3416665,1.6458463441802975e-10,1.197547433814189e-05,4.1051621004767064e-10,853.9250979423523,78,2.459315756296409e-10,1400
941.4270489215851,1743777385.8156228,1.4778295397319404e-10,1.2258515104032875e-05,3.7132917729948e-10,938.3990151882172,79,2.2354622332628596e-10,1539
1035.0268712043762,1743777479.415445,1.0167273279832801e-10,7.520065666380921e-06,3.1960400919041e-10,1031.9988281726837,80,2.1793127639208196e-10,1693
1138.305834054947,1743777582.694408,8.80017074911542e-11,1.0640867903905755e-05,2.6063989977891935e-10,1135.2777462005615,81,1.7263819228776515e-10,1863
1251.3268859386444,1743777695.7154598,7.905180893836028e-11,7.159219539995927e-06,2.3095670674367062e-10,1248.2984628677368,82,1.5190489780531033e-10,2049
1375.9816136360168,1743777820.3701875,4.5736659459854194e-11,7.423565993275629e-06,2.0093244812231095e-10,1372.9534966945648,83,1.5519578866245676e-10,2254
1512.6301169395447,1743777957.0186908,4.2951312742167686e-11,5.1423876191533665e-06,1.513510065550819e-10,1509.6020789146423,84,1.0839969381291422e-10,2479
1663.0929825305939,1743778107.4815564,4.590800847645292e-11,5.154993711727411e-06,1.315261597543391e-10,1660.0648875236511,85,8.561815127788619e-11,2727
1828.8072702884674,1743778273.1958442,3.9169159803176676e-11,4.326411205263419e-06,1.1497409258387018e-10,1825.7792847156525,86,7.58049327806935e-11,3000
2010.4610764980316,1743778454.8496504,2.7734468670322584e-11,4.642844130957938e-06,1.0060850446867998e-10,2007.432946920395,87,7.28740357983574e-11,3299
2211.04651427269,1743778655.4350882,2.2269471933214568e-11,4.159356600452802e-06,8.008185424081062e-11,2208.018495798111,88,5.781238230759605e-11,3629
2431.3564298152924,1743778875.7450037,2.2414435589724964e-11,4.204342784145768e-06,6.819546895612295e-11,2428.327475786209,89,4.578103336639798e-11,3992
2673.4503648281097,1743779117.8389387,1.9797575289874448e-11,3.4564589256757166e-06,6.96722699061305e-11,2670.420918703079,90,4.987469461625606e-11,4391
2940.085324048996,1743779384.473898,1.2629519581498094e-11,3.509229383777111e-06,5.2017813895772286e-11,2937.0573360919952,91,3.938829431427419e-11,4831
3232.9221041202545,1743779677.310678,1.4216042795215728e-11,2.903614216328349e-06,5.3095011852872653e-11,3229.8911757469177,92,3.8878969057656923e-11,5314
3555.2122795581818,1743779999.6008534,9.636182159442153e-12,2.9568216926104593e-06,4.501531052915496e-11,3552.184208869934,93,3.537912836971281e-11,5845
3909.554316520691,1743780353.9428904,9.551843472675726e-12,2.360388613574772e-06,3.541091872460754e-11,3906.5262863636017,94,2.585907525193181e-11,6429
4299.280957937241,1743780743.6695318,8.525829200873124e-12,3.4475533035575285e-06,3.585049445672223e-11,4296.253042459488,95,2.7324665255849106e-11,7072
4728.5764191150665,1743781172.964993,7.621299433513866e-12,2.059086880032078e-06,3.1696767685355726e-11,4725.548372745514,96,2.407546825184186e-11,7779
5199.211908578873,1743781643.6004825,5.690946590755993e-12,2.1026959850588103e-06,2.3943669536164897e-11,5196.181747674942,97,1.8252722945408904e-11,8557
5716.554450035095,1743782160.943024,5.076890475837171e-12,1.8284191729459262e-06,2.1088329000354495e-11,5713.526387214661,98,1.6011438524517325e-11,9413
6285.837960958481,1743782730.2265348,5.5032029343050875e-12,1.8414033835681261e-06,2.2059195331450906e-11,6282.809969902039,99,1.655599239714582e-11,10354
6912.173904657364,1743783356.5624785,5.955764922973543e-12,2.800780853165094e-06,2.214052592856947e-11,6909.145879268646,100,1.618476100559593e-11,11389
7003.445932865143,1743783447.8345068,4.454340369989461e-12,1.6007034842078567e-06,1.7371474644814618e-11,7000.417862892151,101,1.2917134274825158e-11,11540
