_step,_runtime,time,l2_error,loss_boundary,step,_timestamp,loss_interior,loss
42,25.031774759292603,21.823705434799194,0.0037786910463528103,2.320859632933308e-05,46,1745425169.1854658,9.9000403331426e-05,0.00012220899966075907
43,26.649805545806885,23.44165825843811,0.0033823499417847225,1.5609245586821173e-05,50,1745425170.8034966,7.402952451762541e-05,8.963877010444659e-05
44,28.655580520629883,25.447411060333252,0.005331108219483339,3.630666532257967e-05,55,1745425172.8092716,7.095268265865642e-05,0.0001072593479812361
45,31.079548358917236,27.87145686149597,0.0029096446841865038,1.3677936781202816e-05,61,1745425175.2332394,0.00012332394798107146,0.00013700188476227428
46,33.48267388343811,30.27462649345398,0.0025769122356568623,1.1939425568842605e-05,67,1745425177.636365,3.86269309755163e-05,5.056635654435891e-05
47,35.893229246139526,32.68491816520691,0.00331865196403021,7.157944760101116e-06,73,1745425180.0469203,0.0006843051486508542,0.0006914630934109553
48,39.08662962913513,35.87842011451721,0.0023158558154067533,8.883432683981556e-06,81,1745425183.2403207,1.844093094520745e-05,2.7324363629189007e-05
49,42.29557776451111,39.087401151657104,0.0017933718480833295,5.0608174310118145e-06,89,1745425186.4492688,3.435217194978198e-05,3.94129893807938e-05
50,45.90549945831299,42.69741630554199,0.0021232336370753005,4.391629044993809e-06,98,1745425190.0591905,9.771919253397711e-06,1.416354829839152e-05
51,49.48704409599304,46.27897357940674,0.0027145029393622374,3.283392340693121e-06,107,1745425193.6407351,0.0009316981003742834,0.0009349814927149766
52,53.8932089805603,50.685078620910645,0.0015536200361122446,2.6555792264627212e-06,118,1745425198.0469,2.6215084829205518e-05,2.8870664055668238e-05
53,58.714296102523804,55.50608539581299,0.0013794345224079079,2.9199080221417534e-06,130,1745425202.8679872,8.41658865139149e-06,1.1336496673533244e-05
54,63.926661014556885,60.718544244766235,0.0013570880450815472,2.4532419017914133e-06,143,1745425208.080352,1.7270435439924717e-05,1.972367734171613e-05
55,69.50697445869446,66.29885125160217,0.0023183147018084804,1.8319668477009036e-06,157,1745425213.6606655,0.0002825813008875992,0.0002844132677353001
56,75.50426602363586,72.29584574699402,0.0011035612727104457,1.613911730425023e-06,172,1745425219.657957,4.3284197690654765e-06,5.9423314994905e-06
57,82.69126105308533,79.4829261302948,0.0009268370897349767,1.170343012390046e-06,190,1745425226.844952,5.2983794092439295e-06,6.468722421633976e-06
58,89.88268852233887,86.6744794845581,0.0009208155823608108,1.1206086737562782e-06,208,1745425234.0363796,6.428082578241447e-06,7.548691251997725e-06
59,98.26460790634155,95.05652379989624,0.000995948697554605,1.222820466068317e-06,229,1745425242.418299,9.576208999790098e-06,1.0799029465858414e-05
60,107.42296314239502,104.21489763259888,0.0008840675486667881,1.0322632714962634e-06,252,1745425251.5766542,2.2298624819551154e-06,3.262125753451379e-06
61,117.3714029788971,114.16335678100586,0.000960926771094751,8.911953840778199e-07,277,1745425261.525094,6.561457017627852e-06,7.452652401705672e-06
62,128.54404425621033,125.33566761016846,0.0007267984472864506,1.0492106700964716e-06,305,1745425272.6977353,6.282436051913445e-06,7.331646722009917e-06
63,140.4973165988922,137.28911662101746,0.0006610385366707872,7.120578470945135e-07,335,1745425284.6510077,2.6806630221375826e-06,3.3927208692320963e-06
64,154.07222843170166,150.8641426563263,0.0007555636934025189,6.744029650673258e-07,369,1745425298.2259195,1.1214452953811297e-05,1.1888855918878623e-05
65,168.85695719718933,165.64878296852112,0.0006468265167650948,5.288852499277785e-07,406,1745425313.0106483,1.2403512655014744e-06,1.769236515429253e-06
66,184.80734729766846,181.59908390045166,0.0006606224475377914,6.193542643408946e-07,446,1745425328.9610384,1.2492846130291295e-06,1.868638877370024e-06
67,202.7432689666748,199.5351893901825,0.0005575102478181844,5.238631754746393e-07,491,1745425346.89696,1.103161353043755e-06,1.6270245285183942e-06
68,222.25415539741516,219.04572176933289,0.0006116855313852018,5.05927564229655e-07,540,1745425366.4078465,1.457768745562343e-06,1.963696309791998e-06
69,243.76529169082642,240.55714654922485,0.0005720909266310875,5.800336228738742e-07,594,1745425387.9189827,1.5778559973839938e-06,2.157889620257868e-06
70,267.18205094337463,263.97351336479187,0.0005629595018514624,5.395630192046135e-07,653,1745425411.335742,3.537343289695159e-06,4.076906308899772e-06
71,293.08144545555115,289.8731334209442,0.0005918323540832341,6.117648811513308e-07,718,1745425437.2351365,1.4685253954688678e-06,2.0802902766201985e-06
72,321.6926341056824,318.4843337535858,0.0005570016221987604,4.0196209106810123e-07,790,1745425465.8463252,8.682967984437473e-07,1.2702588895118484e-06
73,353.19037652015686,349.98218274116516,0.000480694578228998,3.559222288132162e-07,869,1745425497.3440676,9.780348692383555e-07,1.3339570980515717e-06
74,387.9542932510376,384.74590015411377,0.00045698345874682617,2.6390703101428284e-07,956,1745425532.1079843,1.4157180638495188e-06,1.6796250948638016e-06
75,426.18502926826477,422.97668194770813,0.0004249556913198879,3.156088611266472e-07,1052,1745425570.3387203,7.594136090454373e-07,1.0750224701720846e-06
76,468.0211594104767,464.8126344680786,0.00044397199664635717,2.9676936747126966e-07,1157,1745425612.1748505,2.126464187954347e-06,2.423233555425617e-06
77,513.9543361663818,510.7460000514984,0.0004366860512241724,2.632017559617211e-07,1272,1745425658.1080272,5.20934280030679e-05,5.2356629759029624e-05
78,564.9604313373566,561.7520687580109,0.00042689949113349033,2.69879056001719e-07,1400,1745425709.1141224,4.927197261566247e-07,7.625987821583436e-07
79,620.2186663150787,617.0102803707123,0.0005827647746242407,1.953665891006109e-07,1539,1745425764.3723574,3.023709870890459e-06,3.2190764599910697e-06
80,681.5094838142395,678.3003597259521,0.0004052367533763625,2.407413741628509e-07,1693,1745425825.6631749,5.259068356233961e-07,7.66648209786247e-07
81,749.0714118480682,745.8630449771881,0.0003587045730578368,1.700037434798655e-07,1863,1745425893.225103,2.787805959850296e-07,4.487843394648951e-07
82,822.8472669124603,819.638923406601,0.000336472781592279,1.7721854007566468e-07,2049,1745425967.000958,2.5718747477138156e-07,4.344060148470462e-07
83,904.2301547527313,901.0218222141266,0.00032244037251159835,1.4474748030667102e-07,2254,1745426048.3838458,3.1928142194920382e-06,3.3375616997987094e-06
84,993.1920204162598,989.9835767745972,0.00031870072093795446,2.2671360893357156e-07,2479,1745426137.3457115,5.911093762144222e-06,6.137807371077794e-06
85,1091.0616073608398,1087.8530042171478,0.0003404655191281921,1.3505977369652728e-07,2727,1745426235.2152984,6.478086675926987e-07,7.828684412892259e-07
86,1198.8429243564606,1195.6344594955444,0.0002886649989323749,1.2362983548457176e-07,3000,1745426342.9966154,2.1731365943126462e-07,3.409434949158364e-07
87,1317.3660852909088,1314.157705783844,0.0004250959071460728,1.1314015081686566e-07,3299,1745426461.5197763,1.2792082810885428e-05,1.2905222961702294e-05
88,1448.2884149551392,1445.0799236297607,0.00026271722973392935,1.1597022054914294e-07,3629,1745426592.442106,2.4865955840367165e-07,3.646297789528146e-07
89,1592.6205308437347,1589.4121747016907,0.00026148557207427174,1.0554406444903234e-07,3992,1745426736.774222,3.442080947367343e-07,4.497521591857666e-07
90,1751.3939001560211,1748.1854207515717,0.0003216038819040875,8.140008276753875e-08,4391,1745426895.5475912,3.931182954601111e-06,4.01258303736865e-06
91,1926.5934782028198,1923.3850948810577,0.00023343900620099713,8.711613538881979e-08,4831,1745427070.7471693,2.0985891594784748e-07,2.9697505133666727e-07
92,2118.2937672138214,2115.085357427597,0.00022656125780559926,6.707865079792833e-08,5314,1745427262.4474583,1.3720646317021395e-07,2.042851139681423e-07
93,2328.660346031189,2325.4520020484924,0.00021776470856333917,6.461881261114007e-08,5845,1745427472.814037,1.5037099112339948e-07,2.1498980373453953e-07
94,2559.71435880661,2556.505856990814,0.00021607532793608498,7.728510118985724e-08,6429,1745427703.8680499,2.799062731940213e-07,3.5719137438387855e-07
95,2814.5637192726135,2811.3554553985596,0.0002144857947063289,7.153232686889569e-08,7072,1745427958.7174103,8.336271014454392e-08,1.548950370134396e-07
96,3095.661428451538,3092.452996969223,0.00020092243711954596,5.54348843696829e-08,7779,1745428239.8151195,1.1137380322700596e-07,1.6680868759668886e-07
97,3405.07524228096,3401.8668916225433,0.00018915591378429057,5.519144961826604e-08,8557,1745428549.2289333,9.2354641422218e-08,1.4754609104048405e-07
98,3745.8423986434937,3742.6340312957764,0.00018413515396623097,5.7944529706956196e-08,9413,1745428889.9960897,1.231516463302027e-07,1.8109617603715888e-07
99,4120.001011371613,4116.792628526688,0.00017434214037621854,4.4566361596059305e-08,10354,1745429264.1547024,7.109444791875072e-08,1.1566080951481002e-07
100,4533.121310472488,4529.912811517715,0.00016794167566383544,4.021350678676349e-08,11389,1745429677.2750015,1.3650584164034304e-07,1.7671934842710652e-07
101,4983.879985809326,4980.6715695858,0.0001565937395639656,3.2487486767940605e-08,12528,1745430128.0336769,1.4402153023898387e-07,1.7650901700692446e-07
102,5480.66986823082,5477.461527824402,0.00015468100199479942,3.6953207093317345e-08,13781,1745430624.8235593,4.388514672556566e-08,8.083835381888301e-08
103,6028.466246843338,6025.257910013199,0.00015109997472726664,3.370634259609027e-08,15159,1745431172.619938,5.145224474219174e-07,5.482287900180076e-07
104,6628.622644901276,6625.413532495499,0.00015244073793681912,3.058730588006921e-08,16675,1745431772.776336,8.833679174801249e-07,9.139552233601941e-07
105,7003.291296958923,7000.082957744598,0.00013796558696113815,3.5600072043618317e-08,17622,1745432147.444988,5.112927018997865e-08,8.672934223359697e-08
