time,_step,l2_error,_runtime,_timestamp,loss_boundary,loss,step,loss_interior
759.5605473518372,69,1.6940856151068528e-06,762.1336770057678,1743768280.971175,4.114775141930689e-12,1.810747736431694e-11,594,1.3992702222386253e-11
834.4711968898773,70,1.526231681629824e-06,837.0444452762604,1743768355.8819432,4.648032073494299e-12,1.638809231075119e-11,653,1.1740060237256892e-11
916.9134254455566,71,1.4161986206490337e-06,919.486555814743,1743768438.3240538,3.4389803435630628e-12,1.4608758741524434e-11,718,1.116977839796137e-11
1008.2875032424927,72,1.3203600631230923e-06,1010.8605690002441,1743768529.698067,3.328182548646567e-12,1.258292949649224e-11,790,9.254746947845673e-12
1108.5199847221375,73,1.4184683484734251e-06,1111.0931131839752,1743768629.9306111,3.815522783206372e-12,1.5660942419286907e-11,869,1.1845419636080535e-11
1218.8771567344666,74,1.41621462058202e-06,1221.4503128528595,1743768740.2878108,3.0566083908518127e-12,1.4184919331008722e-11,956,1.112831094015691e-11
1340.6128125190735,75,1.4133672145270357e-06,1343.1859412193298,1743768862.0234392,3.345954284131576e-12,1.0995499044599186e-11,1052,7.64954476046761e-12
1473.7008855342865,76,1.3070463992505496e-06,1476.2740190029144,1743768995.111517,3.3950688871661884e-12,1.0779713019970915e-11,1157,7.384644132804726e-12
1619.4767878055573,77,1.2439188101363692e-06,1622.0499169826508,1743769140.887415,4.0202006334282125e-12,1.3064479944818677e-11,1272,9.044279311390465e-12
1781.7772438526154,78,1.2822732934266452e-06,1784.3506391048431,1743769303.188137,4.1974965648818475e-12,9.468241655324258e-12,1400,5.270745090442411e-12
1958.035052537918,79,1.3206110582169997e-06,1960.6081383228302,1743769479.4456363,3.947632234318899e-12,9.589957121372525e-12,1539,5.642324887053627e-12
2153.3821737766266,80,1.2688346924487467e-06,2155.95525932312,1743769674.7927573,2.90804469423479e-12,8.956959656093664e-12,1693,6.048914961858873e-12
2368.9954676628113,81,1.1899277590530493e-06,2371.5685460567474,1743769890.406044,2.488570335126604e-12,6.975015731949272e-12,1863,4.486445396822668e-12
2604.954540014267,82,1.1145211309086881e-06,2607.5282604694366,1743770126.3657584,3.6241616159168314e-12,8.410988637671439e-12,2049,4.786827021754607e-12
2864.943619251251,83,1.1220647407977005e-06,2867.517665863037,1743770386.3551638,2.2543349211361414e-12,7.857701358286066e-12,2254,5.603366437149924e-12
3150.347427845001,84,1.1017471988701977e-06,3152.9205026626587,1743770671.7580006,1.934709494480365e-12,6.8784072821544875e-12,2479,4.943697787674123e-12
3464.983466863632,85,1.201036062151821e-06,3467.5567951202393,1743770986.394293,2.4407994869941895e-12,6.570135063979035e-12,2727,4.1293355769848454e-12
3812.4013493061066,86,9.543118916070367e-07,3814.974437713623,1743771333.8119357,1.6563840866715419e-12,5.711292350329044e-12,3000,4.054908263657503e-12
4190.733175754547,87,9.20931043353798e-07,4193.30660033226,1743771712.1440983,1.5146802706313305e-12,5.805398714185067e-12,3299,4.290718443553736e-12
4609.308382511139,88,9.410771583385582e-07,4611.881456851959,1743772130.7189548,1.6083881642351524e-12,5.141063498086368e-12,3629,3.5326753338512154e-12
5072.214257478714,89,8.474746915231409e-07,5074.787412881851,1743772593.6249108,1.4092888670953703e-12,4.708386815316721e-12,3992,3.299097948221351e-12
5581.045241594315,90,8.630169262501608e-07,5583.618309497833,1743773102.4558074,1.4596986881585115e-12,5.623820790751353e-12,4391,4.164122102592841e-12
6139.9897491931915,91,8.569307976087717e-07,6142.562917947769,1743773661.400416,1.0523720319392277e-12,3.5760527915311693e-12,4831,2.5236807595919416e-12
6752.804553985596,92,7.341256491426219e-07,6755.37764954567,1743774274.2151475,1.0634962590068463e-12,4.344816612462994e-12,5314,3.2813203534561482e-12
7000.205318212509,93,6.809612004279309e-07,7002.778493881226,1743774521.6159918,1.078497672762271e-12,4.264602390696888e-12,5509,3.1861047179346164e-12
