loss_interior,_step,loss,l2_error,step,time,_timestamp,loss_boundary,_runtime
96.3426056951482,44,100.6276960021361,2.9523665782991277,55,16.755107402801514,1745961751.0448723,4.285090306987914,19.54162621498108
95.80333391555449,45,100.99940070764154,2.943706854384083,61,18.360308170318604,1745961752.6502044,5.196066792087058,21.146958351135254
93.52477681438819,46,97.01426874980275,2.63902751951316,67,19.982003211975098,1745961754.2719815,3.489491935414564,22.76873540878296
99.21797155881188,47,102.27985987763792,2.4632725938299562,73,21.57861351966858,1745961755.8684976,3.0618883188260404,24.365251541137695
63.25120718227803,48,65.43919710088561,1.9055985226744057,81,23.700552463531494,1745961757.9903705,2.1879899186075775,26.4871244430542
57.60764052939294,49,58.628571931096396,1.274211924445004,89,25.86065363883972,1745961760.1505218,1.0209314017034552,28.647275686264038
59.84310994177086,50,60.55031278597538,1.0834620407091118,98,28.268118619918823,1745961762.5579364,0.7072028442045145,31.05469036102295
48.1590485752345,51,49.951601300305526,2.105105510334564,107,30.680983066558838,1745961764.9710536,1.7925527250710296,33.46780753135681
40.28636743443839,52,43.66741980722832,2.3938373165031424,118,33.60290026664734,1745961767.8927934,3.3810523727899313,36.38954734802246
38.53151203154088,53,40.841117641690914,2.0214405151582238,130,36.78899312019348,1745961771.0791087,2.30960561015004,39.575862646102905
37.85073769293077,54,39.76651852172338,1.8542755269102251,143,40.30376362800598,1745961774.5938976,1.9157808287926064,43.090651512145996
32.15450220589826,55,33.23057233594765,1.3325850872895009,157,44.05840563774109,1745961778.3483057,1.0760701300493847,46.845059633255005
27.88617542855807,56,28.6557337791038,1.356361119806628,172,48.12866687774658,1745961782.418811,0.7695583505457342,50.9155650138855
26.668997381750494,57,26.870665230823153,0.49235889935376004,190,52.96488380432129,1745961787.254961,0.2016678490726596,55.75171494483948
20.26055688141269,58,21.039501328322064,1.1541545447903507,208,57.760156869888306,1745961792.0504963,0.7789444469093744,60.547250270843506
19.07615416777605,59,19.774556210505153,1.085530523319233,229,63.37874674797058,1745961797.6686816,0.6984020427291038,66.16543555259705
16.227744566534064,60,16.463527251691282,0.6090228599086539,252,69.5277853012085,1745961803.8178785,0.23578268515721768,72.31463241577148
16.485936853006354,61,16.715464295905992,0.6177680804022186,277,76.20692467689514,1745961810.4969943,0.22952744289963875,78.9937481880188
14.650503452718796,62,15.105049699272593,0.9073149052644429,305,83.66359734535217,1745961817.9537566,0.4545462465537968,86.45051050186157
13.159925382353071,63,13.335272994086948,0.5364660901698193,335,91.5380265712738,1745961825.8280644,0.17534761173387664,94.32481837272644
9.865076541528977,64,10.414239293789457,1.0344932330123155,369,100.08237719535828,1745961834.372729,0.5491627522604805,102.86948299407959
7.7797089676458775,65,7.899242040119714,0.4576785857464786,406,109.20786547660828,1745961843.4985893,0.11953307247383595,111.99534320831299
7.315104219393494,66,7.424769566068221,0.40541240959464014,446,119.07736921310425,1745961853.3675199,0.10966534667472685,121.8642737865448
6.380033802157959,67,6.48019830811019,0.42194743513403254,491,130.16644382476807,1745961864.4563303,0.1001645059522312,132.95308423042297
5.909667732035302,68,6.068734828553457,0.5338453037434869,540,142.19662833213806,1745961876.4865074,0.15906709651815493,144.98326134681702
5.20337542393119,69,5.315072421569044,0.43796718014733127,594,156.39287400245667,1745961890.683109,0.11169699763785391,159.17986297607422
4.73589548645216,70,4.855787788027397,0.4217661155054657,653,172.21795535087585,1745961906.5086036,0.11989230157523773,175.005357503891
3.7421437010440277,71,3.8660360978700785,0.4440842499538681,718,189.52681183815002,1745961923.8170273,0.12389239682605094,192.3137812614441
3.2997226977982095,72,3.348022229771019,0.2703427787493287,790,208.57633328437805,1745961942.8663661,0.04829953197280938,211.36312007904053
2.455379406268861,73,2.4975312853154534,0.26382963462968406,869,228.70934534072876,1745961963.0027635,0.042151879046592615,231.4995174407959
1.8210930128195402,74,1.8706508771192807,0.2801803006280274,956,250.64372038841248,1745961984.9338906,0.04955786429974042,253.4306445121765
1.1699284935610346,75,1.1894291580072718,0.17268197346016323,1052,275.7604308128357,1745962010.0505278,0.01950066444623726,278.54728174209595
0.6929426901591693,76,0.7458567698126388,0.2885601645362195,1157,301.4520215988159,1745962035.7420702,0.05291407965346953,304.2388241291046
0.37908918330335206,77,0.38458090761729924,0.10091017963530237,1272,330.31420063972473,1745962064.6047819,0.00549172431394715,333.10153579711914
0.12362146895631468,78,0.12783595872479794,0.07790319754471296,1400,364.4316463470459,1745962098.7224305,0.0042144897684832545,367.2191843986511
0.02178556021443787,79,0.0229773218337645,0.04045946219543281,1539,401.5735948085785,1745962135.8639076,0.0011917616193266314,404.36066150665283
0.0015961490903379076,80,0.00174753004966692,0.014787163597802536,1693,442.26311922073364,1745962176.553224,0.00015138095932901245,445.049978017807
7.418596778956167e-05,81,8.176919665128549e-05,0.0031229356049954785,1863,485.7811849117279,1745962220.0710487,7.5832288617238134e-06,488.5678026676178
1.8971397729700647e-05,82,2.1721543330994837e-05,0.0018769211956642861,2049,534.0754754543304,1745962268.3656325,2.7501456012941913e-06,536.8623864650726
9.672009233144709e-06,83,1.0288570642082102e-05,0.0008247890546124082,2254,587.8091402053833,1745962322.0990305,6.16561408937394e-07,590.5957844257355
4.579040755524408e-06,84,5.428523609259251e-06,0.0009583173839575424,2479,645.7325489521027,1745962380.0223298,8.494828537348426e-07,648.519083738327
3.317672592211876e-06,85,3.829409557651024e-06,0.0007678943888950725,2727,709.3459997177124,1745962443.6360114,5.117369654391486e-07,712.1327652931213
2.012113171172418e-06,86,2.3870163259903857e-06,0.0006678898337619748,3000,779.350702047348,1745962513.640497,3.749031548179676e-07,782.1372509002686
1.5418509706909396e-06,87,1.6759674126845376e-06,0.00039310909055113267,3299,855.9747114181519,1745962590.2644873,1.34116441993598e-07,858.7612411975861
1.2517240774605638e-06,88,1.390264200192761e-06,0.0003850963784940033,3629,940.7530751228333,1745962675.0429692,1.385401227321971e-07,943.5397231578827
7.014420689532442e-07,89,7.935172702877353e-07,0.00032113114001715493,3992,1034.2142233848572,1745962768.5041263,9.20752013344911e-08,1037.000880241394
5.816081984569459e-07,90,6.663514211350189e-07,0.00027903913343689356,4391,1137.2974557876587,1745962871.5874543,8.4743222678073e-08,1140.0842082500458
4.434135273931898e-07,91,5.030955453849333e-07,0.00026094240892324554,4831,1251.6534538269043,1745962985.9433365,5.96820179917435e-08,1254.440090417862
3.211858345299143e-07,92,3.93348830856546e-07,0.00026236037411919195,5314,1376.2573857307434,1745963110.5472107,7.216299632663167e-08,1379.043964624405
2.7104391090474053e-07,93,3.137460597866231e-07,0.0001975028887166142,5845,1512.5611643791199,1745963246.851085,4.2702148881882584e-08,1515.3478388786316
2.2377043317978373e-07,94,2.5965058777332217e-07,0.0001665230083585719,6429,1663.4135949611664,1745963397.703417,3.588015459353843e-08,1666.200170993805
1.9798684192066935e-07,95,2.3398306749136777e-07,0.0001817046904844888,7072,1828.1163721084595,1745963562.4064202,3.5996225570698417e-08,1830.903174161911
1.8384157675161422e-07,96,2.2093679909042829e-07,0.00019395194580913935,7779,2009.4315276145935,1745963743.7214026,3.7095222338814066e-08,2012.2181565761566
1.6695786979081985e-07,97,1.9603030640695612e-07,0.00016153480673116515,8557,2209.87956571579,1745963944.16955,2.9072436616136263e-08,2212.666303873062
1.6378788214146907e-07,98,1.9492734156503588e-07,0.00016845975755473057,9413,2431.3075065612793,1745964165.597302,3.113945942356683e-08,2434.094055891037
1.6498581341139305e-07,99,1.915845869546339e-07,0.00015798138244071862,10354,2675.0563266277313,1745964409.346171,2.6598773543240864e-08,2677.8429248332977
1.6804977404642172e-07,100,2.0250934947466085e-07,0.00018825625309919002,11389,2943.8105359077454,1745964678.1003256,3.445957542823913e-08,2946.597079515457
1.638711607375906e-07,101,1.917396923519896e-07,0.00015453151788551536,12528,3238.199562072754,1745964972.489492,2.7868531614399003e-08,3240.98624587059
1.4026048877934772e-07,102,1.6739116709401517e-07,0.00015823806093375064,13781,3570.948907852173,1745965305.2386835,2.7130678314667462e-08,3573.7354373931885
1.512459828136422e-07,103,1.792640049268868e-07,0.00017126797885781662,15159,3941.921185731888,1745965676.2110705,2.801802211324458e-08,3944.7078244686127
1.5343426133270633e-07,104,1.839468405597399e-07,0.0001579770265385393,16675,4348.724147081375,1745966083.0140295,3.051257922703355e-08,4351.510783433914
1.5200924100162815e-07,105,1.812853742515501e-07,0.0001818736867126616,18342,4796.486699819565,1745966530.7764897,2.927613324992195e-08,4799.273243665695
1.3789264687215323e-07,106,1.6901523897661612e-07,0.0001663135801675087,20177,5289.059880018234,1745967023.3496451,3.112259210446289e-08,5291.846399068832
1.4679954901691638e-07,107,1.7428037929690548e-07,0.00015558211521273706,22194,5831.14359498024,1745967565.4366293,2.7480830279989082e-08,5833.933383226395
1.3945534512218253e-07,108,1.6895270620085042e-07,0.0001670710475927205,24414,6429.468834877014,1745968163.7586389,2.9497361078667906e-08,6432.255392789841
1.449664493796017e-07,109,1.779752617198368e-07,0.00016234543093780242,26535,7000.03111076355,1745968734.3210168,3.3008812340235117e-08,7002.817770719528
