_runtime,time,_step,loss_interior,_timestamp,loss_boundary,loss,l2_error,step
273.12387228012085,270.2162754535675,58,7.901243168979724e-11,1743741761.1339133,4.228740675508274e-11,1.2129983844487997e-10,7.179484437078532e-06,208
300.05849409103394,297.15096616744995,59,6.591240795945176e-11,1743741788.068535,4.127990440172156e-11,1.0719231236117333e-10,7.046739238448022e-06,229
329.55627155303955,326.6486418247223,60,5.096515402726137e-11,1743741817.5663126,3.811366752947825e-11,8.907882155673963e-11,5.790134971255663e-06,252
361.59598994255066,358.6880898475647,61,5.175869549812143e-11,1743741849.606031,2.8745299772109795e-11,8.050399527023123e-11,5.285332650218431e-06,277
397.4841613769531,394.5767104625702,62,6.533540038873615e-11,1743741885.4942024,2.4401386688527412e-11,8.973678707726356e-11,5.5661217390396625e-06,305
435.9284553527832,433.02086877822876,63,5.2805345489166475e-11,1743741923.9384964,2.0190110770528243e-11,7.299545625969472e-11,4.837514426573876e-06,335
479.49315071105957,476.5854823589325,64,4.107446389446126e-11,1743741967.5031917,2.123728607209724e-11,6.23117499665585e-11,4.5282299231717795e-06,369
526.9178674221039,524.0102286338806,65,3.616483887460911e-11,1743742014.9279084,2.0446552266386774e-11,5.661139114099588e-11,4.34375221711936e-06,406
578.1821758747101,575.2744138240814,66,4.431015791202692e-11,1743742066.1922169,1.5707189177055428e-11,6.001734708908235e-11,3.2851211564022756e-06,446
635.8493807315826,632.9417309761047,67,3.58051479604554e-11,1743742123.8594217,1.6905396929590456e-11,5.2710544890045856e-11,3.3276659238573397e-06,491
698.6707196235657,695.7628676891327,68,3.6140789051535996e-11,1743742186.6807606,1.7809076173676374e-11,5.3949865225212366e-11,3.6723850843540406e-06,540
767.8596887588501,764.951979637146,69,3.834153387548827e-11,1743742255.8697298,1.4552903156813032e-11,5.2894437032301306e-11,3.5738075784289842e-06,594
843.4715139865875,840.5638589859009,70,2.8226873127469214e-11,1743742331.481555,1.500922469148519e-11,4.3236097818954405e-11,2.989281639297341e-06,653
926.7690644264221,923.8613715171814,71,3.301571651131535e-11,1743742414.7791054,1.124009569014157e-11,4.425581220145692e-11,3.4824384072973585e-06,718
1019.0799777507782,1016.1722688674927,72,2.6805417647949156e-11,1743742507.0900187,1.0775137035864292e-11,3.758055468381345e-11,3.1024273111683455e-06,790
1120.354945898056,1117.4472558498383,73,2.8069740833828994e-11,1743742608.364987,1.2589391863130322e-11,4.0659132696959315e-11,2.9368392410282417e-06,869
1231.8663222789764,1228.9585704803467,74,2.6719445049632273e-11,1743742719.8763633,6.619388394927905e-12,3.333883344456018e-11,2.1647010574795415e-06,956
1354.8726449012756,1351.9648368358612,75,2.3113757698787724e-11,1743742842.882686,9.278869409190535e-12,3.239262710797826e-11,2.2223093745904533e-06,1052
1489.4568345546722,1486.5491569042206,76,2.7344293309129876e-11,1743742977.4668756,8.293331002143193e-12,3.563762431127307e-11,2.64277928206189e-06,1157
1636.853078842163,1633.9455049037933,77,2.3027439657460504e-11,1743743124.8631198,7.352923715840989e-12,3.038036337330149e-11,2.6086101944471434e-06,1272
1800.9250273704529,1798.0173189640045,78,1.5758008502071376e-11,1743743288.9350684,8.331231106660773e-12,2.408923960873215e-11,2.5017178748439573e-06,1400
1979.1571290493011,1976.2494487762451,79,1.8519220753779823e-11,1743743467.16717,6.4818956507995755e-12,2.5001116404579397e-11,1.884256558639388e-06,1539
2176.5740559101105,2173.666200399399,80,1.5699991743041144e-11,1743743664.584097,6.208393137429803e-12,2.1908384880470948e-11,1.5994328266384421e-06,1693
2394.455928325653,2391.5482382774353,81,1.3578606816472462e-11,1743743882.4659693,5.501651870356969e-12,1.908025868682943e-11,2.1738179812171307e-06,1863
2632.9466574192047,2630.0390462875366,82,1.2311991917399203e-11,1743744120.9566984,3.5733446258347396e-12,1.588533654323394e-11,1.49158829317947e-06,2049
2895.650164604187,2892.742399454117,83,2.0643642690772043e-11,1743744383.6602056,3.4714953926551326e-12,2.4115138083427176e-11,1.9870330936810203e-06,2254
3184.060606241226,3181.1529734134674,84,1.2681990670483235e-11,1743744672.0706472,4.0254617465026855e-12,1.670745241698592e-11,1.616333347208097e-06,2479
3501.8690009117126,3498.9613406658173,85,1.4027738236198539e-11,1743744989.879042,4.28773605725246e-12,1.8315474293451e-11,1.561965304564076e-06,2727
3851.857987642288,3848.9503452777863,86,8.583175107353295e-12,1743745339.8680286,3.798169909535224e-12,1.2381345016888519e-11,1.708272507804458e-06,3000
4235.176260948181,4232.268591880798,87,7.936611555243901e-12,1743745723.186302,2.9367119394822158e-12,1.0873323494726117e-11,1.4579340679757492e-06,3299
4658.288240432739,4655.380567312241,88,9.903941783111635e-12,1743746146.2982814,2.1156153627886145e-12,1.201955714590025e-11,1.2490640929276137e-06,3629
5123.6670751571655,5120.759407520294,89,7.138075561823798e-12,1743746611.6771162,2.291498311455596e-12,9.429573873279394e-12,1.1167824222072211e-06,3992
5634.7641270160675,5631.856418371201,90,7.1414666588327e-12,1743747122.774168,2.234145365000672e-12,9.375612023833372e-12,1.2949689670161763e-06,4391
6197.189230680466,6194.281615018845,91,6.2121273810056695e-12,1743747685.1992717,1.6828877665049878e-12,7.895015147510658e-12,1.0467497200309542e-06,4831
6814.678812980652,6811.77130484581,92,7.077629856911351e-12,1743748302.688854,1.6943547005698443e-12,8.771984557481195e-12,1.1158927314335356e-06,5314
7003.765017271042,7000.857535123825,93,5.7233434834260375e-12,1743748491.7750583,1.7894771583445293e-12,7.512820641770567e-12,1.0904539788402987e-06,5462
