loss_boundary,loss,step,_step,_runtime,time,l2_error,_timestamp,loss_interior
5.559770159833314e-08,2.555100901099847e-07,40,40,305.4020059108734,302.72884249687195,0.00024625007673351277,1744655208.4268918,1.9991238851165155e-07
3.919916902684928e-08,1.7794433382950727e-07,42,41,319.69343996047974,317.02000665664673,0.00022702963774741226,1744655222.7183259,1.3874516480265798e-07
2.0060998039392693e-08,1.1209104907458865e-07,46,42,348.42709827423096,345.75336837768555,0.00015435098418394968,1744655251.4519842,9.203005103519596e-08
1.499491207559996e-08,7.832394718831297e-08,50,43,377.13549995422363,374.4619228839874,0.0001347012229984432,1744655280.1603858,6.332903511271301e-08
9.802969137248617e-09,5.008358474165657e-08,55,44,413.0750377178192,410.4015910625458,9.969909861234084e-05,1744655316.0999236,4.028061560440795e-08
7.0434228510637854e-09,3.245780834349253e-08,61,45,455.94845271110535,453.2750041484833,9.100228832240147e-05,1744655358.9733386,2.5414385492428747e-08
6.487232484407552e-09,2.615671305016719e-08,67,46,499.0543177127838,496.3803219795227,7.14972216246721e-05,1744655402.0792036,1.9669480565759636e-08
5.622320353025821e-09,2.109379054671332e-08,73,47,542.168844461441,539.4942278862,7.080069553285012e-05,1744655445.1937304,1.5471470193687498e-08
4.185380328621292e-09,1.5596839504480937e-08,81,48,599.7313466072083,597.0564429759979,6.468621052907381e-05,1744655502.7562325,1.1411459175859647e-08
4.987492466743349e-09,1.3122022555280401e-08,89,49,657.153578042984,654.4791507720947,6.030298882905052e-05,1744655560.178464,8.134530088537052e-09
3.6302393348355024e-09,1.1106979720849934e-08,98,50,722.5540895462036,719.8805928230286,5.839660359529116e-05,1744655625.5789754,7.476740386014432e-09
2.7485484513152047e-09,8.72294497161711e-09,107,51,787.7333652973175,785.0599200725555,5.3217605626620586e-05,1744655690.7582512,5.974396520301904e-09
2.8438311748268013e-09,8.872205837162437e-09,118,52,867.1685948371887,864.4948527812958,4.631366926534848e-05,1744655770.1934807,6.028374662335636e-09
3.016768498893151e-09,8.36667471665661e-09,130,53,953.8906018733978,951.217127084732,4.819218422914815e-05,1744655856.9154878,5.349906217763459e-09
2.535611057123589e-09,7.326834103877637e-09,143,54,1047.8936688899994,1045.2201571464539,4.2407601884051655e-05,1744655950.9185548,4.791223046754048e-09
2.1962272887426603e-09,5.915870766289582e-09,157,55,1149.6542241573334,1146.9805521965027,4.215114300933803e-05,1744656052.67911,3.7196434775469214e-09
2.230245017570447e-09,6.1865069216810815e-09,172,56,1258.7990400791168,1256.1251254081726,3.7140000613587984e-05,1744656161.823926,3.956261904110634e-09
2.1522334775801037e-09,6.387755117398658e-09,190,57,1390.0569214820862,1387.3827939033508,3.851630101572008e-05,1744656293.0818074,4.235521639818554e-09
1.5942464011595513e-09,5.796523289848337e-09,208,58,1520.946394443512,1518.2728548049927,3.637642102984857e-05,1744656423.9712803,4.2022768886887865e-09
2.0599754957177194e-09,5.319170000900403e-09,229,59,1674.0852525234222,1671.4112389087677,3.277375484900367e-05,1744656577.1101384,3.2591945051826844e-09
1.8354840578163783e-09,4.326599375457231e-09,252,60,1841.9351871013641,1839.2617456912994,3.1609241328468055e-05,1744656744.960073,2.4911153176408534e-09
1.5548112364796366e-09,4.559961977159383e-09,277,61,2024.3356263637543,2021.6621425151825,3.008306709337408e-05,1744656927.3605123,3.005150740679746e-09
1.1569299484896801e-09,3.985786797175301e-09,305,62,2229.938079595566,2227.264122247696,2.7841596444243722e-05,1744657132.9629655,2.8288568486856207e-09
1.0835805098863897e-09,3.5222232196598643e-09,335,63,2449.4258081912994,2446.751955986023,2.7720084267963815e-05,1744657352.450694,2.4386427097734746e-09
9.592705537269953e-10,3.0021751846747352e-09,369,64,2699.576425552368,2696.90234708786,2.7335831339096554e-05,1744657602.6013114,2.04290463094774e-09
1.053704682253771e-09,2.83464784101856e-09,406,65,2973.009603500366,2970.3360970020294,2.4435300442692994e-05,1744657876.0344894,1.7809431587647888e-09
1.2073075719911424e-09,2.7575279026029184e-09,446,66,3268.5791249275208,3265.905527114868,2.59772972607421e-05,1744658171.6040108,1.550220330611776e-09
7.821916308793445e-10,2.412835645194329e-09,491,67,3602.3153841495514,3599.641709089279,2.180815515467309e-05,1744658505.34027,1.6306440143149845e-09
6.546352300553334e-10,1.991168524768975e-09,540,68,3964.9558713436127,3962.280928850174,2.098129608488459e-05,1744658867.9807572,1.3365332947136413e-09
6.92227434632977e-10,1.9236633962157784e-09,594,69,4366.602195978165,4363.928659200668,2.0757199172596833e-05,1744659269.6270819,1.2314359615828012e-09
5.447260428132762e-10,1.775417239676195e-09,653,70,4806.088280200958,4803.414813756943,1.87650267689862e-05,1744659709.113166,1.2306911968629188e-09
4.6081603717728877e-10,1.3496097284210128e-09,718,71,5290.451194763184,5287.777608156204,1.722614764945255e-05,1744660193.4760807,8.887936912437239e-10
3.8419286567666444e-10,1.2390055572844398e-09,790,72,5828.361616849899,5825.688139915466,1.497988809589511e-05,1744660731.3865027,8.548126916077754e-10
3.552883910504398e-10,1.2042402632726045e-09,869,73,6419.441016197205,6416.76753115654,1.575413867333147e-05,1744661322.465902,8.489518722221648e-10
3.3114615996895043e-10,1.0262224495923383e-09,947,74,7004.604781389236,7001.930546760559,1.3840101435266636e-05,1744661907.6296673,6.950762896233879e-10
