loss_interior,_timestamp,loss_boundary,loss,_runtime,l2_error,step,time,_step
1.269683023956471e-08,1746065885.1282675,1.7052559666098076e-08,2.9749389905662787e-08,1045.560828447342,0.0001596211512327339,190,1042.662045955658,42
8.278434821108972e-09,1746065983.0580177,1.0948462333374941e-08,1.9226897154483915e-08,1143.4905786514282,0.00013514714661205397,208,1140.5916945934296,43
6.735396481674648e-09,1746066097.2691593,7.07033514928083e-09,1.380573163095548e-08,1257.701720237732,0.0001048684683530015,229,1254.8028688430786,44
5.069725467170135e-09,1746066222.3653677,5.531656880460047e-09,1.0601382347630183e-08,1382.797928571701,9.385860011798339e-05,252,1379.8991153240204,45
4.530042975373101e-09,1746066358.3049946,3.6262989476046403e-09,8.156341922977743e-09,1518.7375555038452,7.141380345735812e-05,277,1515.8387603759766,46
3.815875504850252e-09,1746066510.5702417,2.8128973532082217e-09,6.6287728580584735e-09,1671.0028026103973,6.186142485790734e-05,305,1668.1039500236511,47
3.3220885630355418e-09,1746066673.7179105,2.281201759975414e-09,5.603290323010956e-09,1834.1504714488983,5.2072519448673676e-05,335,1831.2514226436615,48
2.086904024181568e-09,1746066858.605079,1.7991339154697695e-09,3.8860379396513375e-09,2019.0376398563385,5.1441735928808715e-05,369,2016.1387422084808,49
2.1196280713633983e-09,1746067059.8597658,1.5596531568467835e-09,3.6792812282101818e-09,2220.2923266887665,4.482165536109741e-05,406,2217.3924441337585,50
2.0502819484170566e-09,1746067277.2880435,1.389951714659983e-09,3.4402336630770395e-09,2437.7206044197083,3.806659726822716e-05,446,2434.821805715561,51
2.0363162772473136e-09,1746067521.9061124,9.465291436369675e-10,2.982845420884281e-09,2682.338673353195,3.09772626694842e-05,491,2679.4399456977844,52
