_runtime,_timestamp,time,loss_interior,loss_boundary,step,l2_error,loss,_step
2100.3012692928314,1746067042.2125893,2097.3600900173187,1.0642290409224834e-09,3.9482212238286175e-10,1539,1.625021661337011e-05,1.4590511633053451e-09,79
2308.293612718582,1746067250.2049327,2305.352919816971,9.303498276307736e-10,3.42031353181057e-10,1693,1.4696750350633364e-05,1.2723811808118306e-09,80
2539.6246469020844,1746067481.5359669,2536.684040784836,7.691475675625259e-10,3.0810703441903886e-10,1863,1.5568097897702942e-05,1.0772546019815647e-09,81
2789.9341423511505,1746067731.8454623,2786.9934074878693,7.229597428999149e-10,2.654045094836072e-10,2049,1.345944143409704e-05,9.883642523835222e-10,82
3068.89377450943,1746068010.8050945,3065.953146457672,6.59214900495396e-10,2.1622545340650335e-10,2254,1.1457428426630209e-05,8.754403539018994e-10,83
3378.2894871234894,1746068320.200807,3375.3487763404846,5.422820068246055e-10,1.6902749087054783e-10,2479,1.0487202155564806e-05,7.113094976951533e-10,84
3714.1289167404175,1746068656.0402367,3711.188178062439,5.031688256269188e-10,1.728284178015974e-10,2727,9.85005613658547e-06,6.759972434285162e-10,85
4086.0789053440094,1746069027.9902253,4083.1382451057434,4.3217194035165105e-10,1.3912119751859855e-10,3000,9.506904721518888e-06,5.712931378702496e-10,86
4494.308832406998,1746069436.2201524,4491.368259429932,4.0162405771796306e-10,1.2094987164324415e-10,3299,8.710623008409528e-06,5.225739293612072e-10,87
4941.111447811127,1746069883.0227678,4938.17086148262,3.2250698994423116e-10,9.475948007025049e-11,3629,7.88724260368188e-06,4.1726647001448165e-10,88
5435.673666715622,1746070377.5849867,5432.733075618744,2.896175061180343e-10,8.371253328834342e-11,3992,7.100499771464829e-06,3.733300394063777e-10,89
5979.62392783165,1746070921.5352478,5976.683202266693,2.376178037403748e-10,7.187820370048835e-11,4391,6.8571773230863476e-06,3.0949600744086317e-10,90
6576.9090924263,1746071518.8204124,6573.9685163497925,2.0531795915062916e-10,5.7773502251376366e-11,4831,5.721594649247851e-06,2.6309146140200554e-10,91
7003.23828792572,1746071945.149608,7000.296770095825,1.8334283030491803e-10,4.713356130283518e-11,5144,5.594686811154194e-06,2.3047639160775323e-10,92
