_timestamp,step,time,l2_error,loss,loss_boundary,loss_interior,_step,_runtime
1743725374.9412122,0,66.2260627746582,1.4591903061450706,116.71762390951173,1.4603848927910088,115.25723901672072,0,69.3291871547699
1743725431.705785,1,123.21301484107971,0.9616424358321728,123.88862794967547,1.3168892965204255,122.57173865315504,1,126.09376001358032
1743725497.8526416,2,189.36029148101807,0.83352980637613,93.46859177929305,0.516242328645485,92.95234945064756,2,192.2406165599823
1743725554.813202,3,246.31779551506042,0.9999414292384793,76.60655600479967,0.41442363176412267,76.19213237303555,3,249.20117688179016
1743725613.4553437,4,304.9628782272339,1.4533195468385256,55.84307356766893,0.5916277276964466,55.25144583997248,4,307.8433187007904
1743725673.5916786,5,365.09928488731384,0.8664434513132966,28.665241991429543,1.2708041499818918,27.39443784144765,5,367.97965359687805
1743725731.5433474,6,423.05099606513977,0.525031918331344,16.859665402252034,0.4525923842506611,16.407073018001373,6,425.9313223361969
1743725789.4460268,7,480.9536511898041,0.363340276559021,11.19771014727634,0.17072112585533936,11.026989021421,7,483.8340017795563
1743725854.8071787,8,546.3147850036621,0.30866410733564675,6.53656167154041,0.06811655484879882,6.468445116691611,8,549.1951537132263
1743725911.8609283,9,603.3686370849609,0.18714067998581785,3.7609367727463905,0.05827384429477044,3.70266292845162,9,606.2489032745361
1743725970.716122,10,662.2236325740814,0.1673441275412958,2.53087553437224,0.019584560970490286,2.51129097340175,10,665.1040968894958
1743726030.4150355,11,721.9209067821503,0.14580988403285705,1.4475545097735958,0.018791920652841066,1.4287625891207547,11,724.8030104637146
1743726089.7799501,12,781.2873973846436,0.12683322023748284,0.864257739323478,0.012573422338785403,0.8516843169846926,12,784.1679251194
1743726147.7539902,13,839.2600433826447,0.08921875604255855,0.6146378709625923,0.00993748955038107,0.6047003814122112,13,842.1419651508331
1743726205.433546,14,896.9411151409149,0.06270018566898085,0.3656422281573541,0.005074053687574626,0.36056817446977946,14,899.8215210437775
1743726261.8942852,15,953.4018514156342,0.09328556676452383,0.21985105772979166,0.00217639219031624,0.21767466553947543,15,956.2822601795197
1743726318.337835,16,1009.8452060222626,0.043435632457303204,0.12282411166985416,0.0038547549963084,0.11896935667354576,16,1012.7258100509644
1743726375.6674497,17,1067.1750338077545,0.02541553397732514,0.016365815210883823,0.0011742625714591338,0.015191552639424689,17,1070.0554246902466
1743726433.296064,18,1124.803715467453,0.013728592764845211,0.0031119594441391565,0.0003939667214492669,0.0027179927226898895,18,1127.6840388774872
1743726490.6505458,19,1182.158096075058,0.008090605706055243,0.0006801361918578026,0.00012776082196505527,0.0005523753698927473,19,1185.0385208129883
1743726548.0152898,20,1239.5208921432495,0.007005969131921198,0.00030071405523450685,4.997078263765243e-05,0.0002507432725968544,20,1242.403264760971
1743726604.970273,21,1296.4776878356934,0.0036894547121326298,0.00017468276811629212,2.6322664088471734e-05,0.0001483601040278204,21,1299.3582479953766
1743726662.304395,22,1353.8120741844177,0.0017280386055093407,0.00010316147372922388,8.152753438630918e-06,9.500872029059297e-05,22,1356.6923699378967
1743726719.0011485,23,1410.5088737010956,0.0015919691319920904,3.116033012715314e-05,2.157134017104557e-06,2.900319611004858e-05,23,1413.3891234397888
1743726776.2021785,24,1467.7094748020172,0.0012879108110048394,2.3754831708910632e-05,1.8686662375815788e-06,2.1886165471329052e-05,24,1470.5901534557343
1743726834.5531416,25,1526.0607278347015,0.0009760359774721469,1.2867255438731325e-05,1.2751806277485518e-06,1.1592074810982774e-05,25,1528.9411165714264
1743726893.4663017,26,1584.9739038944244,0.000944896565404867,8.754309753258875e-06,6.317789753154767e-07,8.122530777943398e-06,26,1587.8542766571045
1743726952.9130275,27,1644.420619726181,0.0009226969739765398,6.014585584911964e-06,8.130107697225016e-07,5.201574815189463e-06,27,1647.3010025024414
1743727009.748546,28,1701.2560982704163,0.000747658998342405,5.124833064048051e-06,7.565340521416336e-07,4.368299011906417e-06,28,1704.1365208625793
1743727070.2348838,29,1761.7422201633453,0.0007406353613673503,3.4149552751988355e-06,5.200862249225167e-07,2.894869050276319e-06,29,1764.622858762741
1743727130.8738642,30,1822.3815650939941,0.0004365346314823288,2.9090759908767915e-06,3.5279988611911247e-07,2.556276104757679e-06,30,1825.2618391513824
1743727189.1294518,31,1880.6369514465332,0.0004679428110425067,2.143448363096605e-06,2.0024921632877298e-07,1.943199146767832e-06,31,1883.5174267292023
1743727246.7086494,32,1938.2163133621216,0.0003901998906182682,1.5576294537299204e-06,1.906684252662372e-07,1.3669610284636833e-06,32,1941.0966243743896
1743727309.4654222,33,2000.9727098941803,0.000385170231874717,1.5390226181460707e-06,1.2324653326061445e-07,1.4157760848854562e-06,33,2003.8533971309662
1743727367.8658402,34,2059.373540878296,0.0003463851503179281,1.2921250626602583e-06,1.1571453844766297e-07,1.1764105242125955e-06,34,2062.253815174103
1743727426.2067807,35,2117.713797569275,0.00034600811188610105,1.2007503578635554e-06,1.43727955704791e-07,1.0570224021587644e-06,35,2120.5947556495667
1743727489.9242644,36,2181.431923866272,0.00031600531918600327,1.1620072604073408e-06,1.4927989125698725e-07,1.0127273691503536e-06,36,2184.312239408493
1743727548.641249,37,2240.148719072342,0.0003038936253671895,1.0897996446560386e-06,1.280752641236282e-07,9.617243805324104e-07,37,2243.029223918915
1743727605.5753152,38,2297.0828444957733,0.00029081176134558296,8.161283516577257e-07,7.801534180566446e-08,7.381130098520612e-07,38,2299.9632902145386
1743727662.892266,39,2354.3983380794525,0.00028961901258353894,7.525857149783269e-07,9.382741411878463e-08,6.587583008595423e-07,39,2357.2802410125732
1743727718.6742444,40,2410.181666612625,0.00028933079219953776,7.961797963738976e-07,7.790878665688766e-08,7.182710097170099e-07,40,2413.0622193813324
1743727836.4010546,42,2527.9087216854095,0.00023522101120405854,8.07627096344667e-07,1.0782269110717659e-07,6.998044052374904e-07,41,2530.789029598236
1743728072.7954094,46,2764.3028931617737,0.00031100772196472284,4.891826969220363e-07,6.768613309047006e-08,4.214965638315662e-07,42,2767.1833844184875
1743728312.535669,50,3004.0433065891266,0.00029590583495513905,3.7033044118011877e-07,7.008785230454865e-08,3.0024258887557013e-07,43,3006.923644065857
1743728616.085732,55,3307.593504667282,0.00022835031706685695,2.9870483704474935e-07,5.124820101764194e-08,2.4745663602710743e-07,44,3310.473706960678
1743728967.3602629,61,3658.8678982257843,0.0002505460941278487,1.806654906508455e-07,6.667962794248207e-08,1.1398586270836341e-07,45,3661.748237848282
1743729312.1310372,67,4003.638523578644,0.00016344311854115656,1.0393403567644683e-07,2.7992621278144315e-08,7.594141439830251e-08,46,4006.5190122127533
1743729659.0606122,73,4350.567713022232,0.00016750340131690806,7.831086899096862e-08,2.744614881263443e-08,5.0864720178334194e-08,47,4353.448587179184
1743730123.0390544,81,4814.546634435654,0.00013139610516194197,8.172900384774293e-08,2.385915774334602e-08,5.786984610439691e-08,48,4817.427029371262
1743730592.3928108,89,5283.899477958679,0.0001274665475543739,7.024110136638296e-08,2.339337948120554e-08,4.684772188517741e-08,49,5286.7807857990265
1743731110.8002453,98,5802.307642221451,0.00013383401742777485,6.573128939007186e-08,2.5365845890306617e-08,4.036544349976525e-08,50,5805.1882202625275
1743731628.6253772,107,6320.132910013199,0.00013587503040385208,6.638689236075847e-08,2.1277290825960394e-08,4.5109601534798074e-08,51,6323.013352155685
1743732404.9592466,116,7096.466685533524,0.00011116899930540793,4.8686313774074625e-08,1.936457852540952e-08,2.93217352486651e-08,52,7099.34722161293
