l2_error,step,_timestamp,time,_runtime,loss_boundary,loss_interior,loss,_step
1.595141973286156,0,1743734790.095605,1.6872868537902832,4.471193790435791,1.6920581614002503,119.08322589399684,120.7752840553971,0
1.59848458235355,1,1743734790.4282138,2.2415549755096436,4.803802728652954,1.470747736298083,125.53234224355484,127.00308997985292,1
1.6739319670854291,2,1743734790.751923,2.5665197372436523,5.127511978149414,1.489728073352369,117.32225430509129,118.81198237844366,2
1.6631260395764353,3,1743734791.0766244,2.8911964893341064,5.452213287353516,1.832070412942752,118.85868076246102,120.69075117540378,3
1.5797306372476743,4,1743734791.4000075,3.2145683765411377,5.775596380233765,1.7731262863978947,116.25043234103873,118.02355862743663,4
1.545628143605315,5,1743734791.7243013,3.538853645324707,6.099890232086182,1.3614876707365604,105.14078782507657,106.50227549581314,5
1.8055582109499877,6,1743734792.0480826,3.8626160621643066,6.42367148399353,1.5043374821872695,94.99519660890161,96.49953409108888,6
4.465216898621437,7,1743734792.3739023,4.188397407531738,6.749491214752197,1.9488609284994793,71.47479999283459,73.42366092133408,7
4.344618267142803,8,1743734792.707506,4.521965265274048,7.083094835281372,9.930180926069875,22.215508629122535,32.14568955519241,8
2.9808584532762885,9,1743734793.0341754,4.8486833572387695,7.409764289855957,9.433266772063217,19.240262391061517,28.673529163124734,9
1.5663729627372236,10,1743734793.3597653,5.174166917800903,7.73535418510437,4.706237626891317,10.114362408890411,14.820600035781728,10
1.5535159997188597,11,1743734793.6849256,5.499408721923828,8.060514450073242,1.3168872224404138,7.433847819793553,8.750735042233966,11
1.266374439780167,12,1743734794.009874,5.824341535568237,8.385462999343872,1.220378817724071,7.562114558526914,8.782493376250985,12
1.4842093929791091,13,1743734794.334887,6.14933967590332,8.71047592163086,0.8866156147376733,7.093360009755022,7.979975624492695,13
1.389640665228653,14,1743734794.660588,6.475048780441284,9.036176919937134,1.1660385909107396,4.170386349207537,5.336424940118277,14
1.3489504508037768,15,1743734794.9889262,6.803335905075073,9.36451506614685,1.0181361860562574,3.6306774592644486,4.648813645320706,15
1.116477382876573,16,1743734795.3143582,7.128789901733398,9.689947128295898,0.9653316921663625,3.469495046336523,4.434826738502886,16
0.2956188267713844,17,1743734795.6394293,7.453846454620361,10.015018224716187,0.5941677890514104,2.1588088635295546,2.752976652580965,17
0.47382113056765,18,1743734795.965388,7.7798171043396,10.34097695350647,0.06726334755571989,0.7714922154697406,0.8387555630254604,18
0.18326636607596195,19,1743734796.2919545,8.106407642364502,10.667543411254883,0.11779033254286718,0.34397931777162055,0.46176965031448775,19
0.13134851268301367,20,1743734796.6168368,8.431311130523682,10.992425680160522,0.021822541889858542,0.07818018072504673,0.10000272261490528,20
0.06643792575431076,21,1743734796.9413326,8.755834817886353,11.316921472549438,0.009572047561051735,0.01962545713759251,0.029197504698644246,21
0.04687643114532171,22,1743734797.2661824,9.080675840377808,11.64177131652832,0.0025254689757651205,0.013408051822529507,0.015933520798294628,22
0.02698669600181876,23,1743734797.5947075,9.409022331237793,11.970296382904053,0.0011798111597047319,0.007715461324384072,0.008895272484088805,23
0.020568013277802714,24,1743734797.920273,9.734773635864258,12.295861959457397,0.0003555798775069485,0.004399757108519101,0.004755336986026049,24
0.0069878243947187986,25,1743734798.2459197,10.060402393341064,12.621508598327637,0.00019433810780627387,0.002438788723363687,0.002633126831169961,25
0.01253852381545439,26,1743734798.5702639,10.38464903831482,12.945852756500244,2.8128032002818133e-05,0.0014720205062480564,0.0015001485382508746,26
0.006269948131697713,27,1743734798.8948152,10.709295988082886,13.27040410041809,9.719599114702382e-05,0.00039199463747251054,0.0004891906286195344,27
0.004133954477656046,28,1743734799.2192683,11.033743143081665,13.594857215881348,2.688151326436986e-05,0.00020973863542367253,0.0002366201486880424,28
0.001914961338266261,29,1743734799.5450425,11.359458684921265,13.920631408691406,1.0744975234832591e-05,8.315510125188636e-05,9.390007648671896e-05,29
0.0015416228504404636,30,1743734799.8705938,11.684783935546875,14.246182680130005,2.4255477560960704e-06,2.245828982677795e-05,2.4883837582874022e-05,30
0.001096963691631526,31,1743734800.1950448,12.009451627731323,14.57063364982605,1.371446347219084e-06,1.7850237525078135e-05,1.922168387229722e-05,31
