time,l2_error,loss_interior,_step,_timestamp,loss_boundary,step,_runtime,loss
193.03866362571716,3.249844015534267e-05,2.432044067538101e-09,69,1743760361.6823258,1.5857375221693302e-09,594,195.70745587348938,4.017781589707431e-09
211.96035385131836,2.7907021682640542e-05,1.6439104287579573e-09,70,1743760380.6040843,1.2466864541512264e-09,653,214.6292142868042,2.8905968829091835e-09
232.80491733551025,2.90576653568334e-05,2.0449269919976337e-09,71,1743760401.4484293,1.3177939955931774e-09,718,235.47355937957764,3.362720987590811e-09
255.91271376609802,2.7539571388036856e-05,1.6703434035835217e-09,72,1743760424.5565684,1.0876494527835942e-09,790,258.5816984176636,2.757992856367116e-09
281.24976921081543,2.386967330525821e-05,1.2822761109254473e-09,73,1743760449.8932886,1.2436617766478064e-09,869,283.91841864585876,2.525937887573254e-09
309.1832218170166,2.5925436016840173e-05,1.005274287100879e-09,74,1743760477.8269672,9.186744684429145e-10,956,311.8520972728729,1.9239487555437936e-09
339.99097204208374,2.053181509376692e-05,1.091439469637776e-09,75,1743760508.6348944,5.745137741280302e-10,1052,342.66002440452576,1.6659532437658063e-09
373.6629512310028,1.850395943817519e-05,7.341263487682415e-10,76,1743760542.30644,6.966779372247281e-10,1157,376.331570148468,1.4308042859929696e-09
410.5838339328766,1.9326830367335087e-05,6.560170942444746e-10,77,1743760579.2276342,6.563553664047942e-10,1272,413.2527642250061,1.3123724606492688e-09
451.6869020462036,1.8576300701724452e-05,5.928532886803604e-10,78,1743760620.3306777,3.945892379724008e-10,1400,454.3558077812195,9.87442526652761e-10
496.3619816303253,1.4472018501994729e-05,5.156718993151467e-10,79,1743760665.0057733,3.053518283269829e-10,1539,499.030903339386,8.210237276421296e-10
545.7697706222534,1.5483262187671893e-05,5.407722774476965e-10,80,1743760714.4135916,2.401365497684585e-10,1693,548.4387216567993,7.80908827216155e-10
600.3516895771027,1.3804674778661799e-05,4.491885987247306e-10,81,1743760768.9954555,3.502440941456418e-10,1863,603.0205855369568,7.994326928703723e-10
660.0636665821075,1.1588349890345528e-05,4.1397363064184067e-10,82,1743760828.7074049,2.1067025171341185e-10,2049,662.7325348854065,6.246438823552525e-10
725.9060275554657,1.2316780916800516e-05,2.713413848384252e-10,83,1743760894.5497968,1.9952861024509413e-10,2254,728.5749268531799,4.708699950835193e-10
798.1506056785583,1.0046348752215356e-05,3.104105708506355e-10,84,1743760966.794411,1.268395718538114e-10,2479,800.819540977478,4.3725014270444687e-10
877.7256317138672,1.2457506749270932e-05,2.5749989003928706e-10,85,1743761046.369375,1.285133062655316e-10,2727,880.3945050239563,3.8601319630481864e-10
965.309291601181,8.224821526983847e-06,2.0354620493594146e-10,86,1743761133.9530509,1.1944951848558372e-10,3000,967.9781808853149,3.2299572342152515e-10
1061.2639520168304,1.0047449419113212e-05,1.485416446194682e-10,87,1743761229.907723,1.1861719777228397e-10,3299,1063.9328529834747,2.6715884239175215e-10
1167.1887431144714,8.272863259357469e-06,1.5672507395217115e-10,88,1743761335.832674,5.930445055662603e-11,3629,1169.8578040599823,2.1602952450879718e-10
1283.7083339691162,6.5440000077190506e-06,1.303817877028452e-10,89,1743761452.3520484,6.443954113489019e-11,3992,1286.3771784305573,1.9482132883773538e-10
1411.7390027046204,5.891036075776111e-06,1.366669230662585e-10,90,1743761580.3827431,6.193538846948534e-11,4391,1414.4078731536865,1.9860231153574385e-10
1553.0169422626495,6.750792782526716e-06,1.2038015009327e-10,91,1743761721.6607316,3.97492663010057e-11,4831,1555.6858615875244,1.6012941639427568e-10
1708.09934091568,5.477900128793048e-06,1.0099601531659257e-10,92,1743761876.743095,3.970672510333279e-11,5314,1710.768224954605,1.4070274041992537e-10
1878.47944521904,6.69409400387953e-06,7.361780942497958e-11,93,1743762047.1232023,2.5785499938727943e-11,5845,1881.1483323574066,9.940330936370752e-11
2065.8812193870544,4.1120780976564535e-06,1.0556879654019021e-10,94,1743762234.5249894,2.7280840655614857e-11,6429,2068.5501194000244,1.3284963719580508e-10
2272.14439201355,4.836896520954951e-06,6.179446148013468e-11,95,1743762440.7881672,2.40391718709695e-11,7072,2274.8132972717285,8.583363335110418e-11
2498.6146314144135,5.7193679693662376e-06,5.912045683270665e-11,96,1743762667.2583938,2.5121469970901626e-11,7779,2501.283523797989,8.424192680360828e-11
2747.6724739074707,3.4292272251229266e-06,4.704780638327509e-11,97,1743762916.3162372,2.6466381498686895e-11,8557,2750.3413672447205,7.351418788196199e-11
3021.603641271591,3.4092317944435474e-06,4.75945002260816e-11,98,1743763190.2474701,2.37005307096882e-11,9413,3024.27260017395,7.12950309357698e-11
3322.7737486362457,3.05876687156654e-06,4.32103945700348e-11,99,1743763491.4175227,1.521854901644968e-11,10354,3325.4426527023315,5.842894358648449e-11
3654.071692466736,2.8887960007594274e-06,4.667784339941213e-11,100,1743763822.7154934,1.5781562310228043e-11,11389,3656.740623474121,6.245940570964017e-11
4018.672187566757,3.8416335387422026e-06,4.68845414326397e-11,101,1743764187.3159516,1.814616000127773e-11,12528,4021.3410816192627,6.503070143391743e-11
4419.677041769028,2.6727378480409285e-06,3.632076811962716e-11,102,1743764588.3208487,1.2383580933917668e-11,13781,4422.345978736877,4.870434905354483e-11
4860.686144351959,2.3403769467721795e-06,3.1077771964439884e-11,103,1743765029.3298907,1.0316945613312936e-11,15159,4863.35502076149,4.139471757775282e-11
5345.854201555252,2.407625476939845e-06,3.074430844837607e-11,104,1743765514.4980059,8.629754344551181e-12,16675,5348.523135900497,3.937406279292725e-11
5879.275655269623,2.5016986870819683e-06,2.7539782542237477e-11,105,1743766047.9193723,9.812058072925064e-12,18342,5881.944502353668,3.735184061516254e-11
6466.911383628845,1.9360872953963777e-06,2.7825246675544788e-11,106,1743766635.555184,6.159026102912583e-12,20177,6469.580313920975,3.398427277845737e-11
7000.256993770599,2.0172858966762692e-06,2.3244418427046748e-11,107,1743767168.900837,6.812062471150627e-12,21842,7002.925966978073,3.005648089819737e-11
