_step,loss_boundary,time,loss_interior,step,_timestamp,loss,_runtime,l2_error
27,1.1055574342605514,1.6660876274108887,112.69871071011029,27,1743760107.7769887,113.80426814437084,4.255356788635254,1.3207031049382367
28,0.9982652824527768,1.6827061176300049,120.28105273011055,28,1743760107.793772,121.27931801256332,4.272140026092529,1.2478095873935011
29,0.8518756816262765,1.701155424118042,113.2984637924742,29,1743760107.8122606,114.15033947410048,4.290628671646118,1.138188590834344
30,0.7152104386876137,1.7207269668579102,105.14867368171733,30,1743760107.831753,105.86388412040495,4.310121059417725,0.9807996339316198
31,0.4883620713540258,1.7364187240600586,97.82218628184108,31,1743760107.8473387,98.31054835319512,4.325706720352173,0.8561691810142396
32,0.46566304586516194,1.7523889541625977,70.02974145130148,32,1743760107.8636441,70.49540449716663,4.342012166976929,1.187915262933034
33,0.9332111225104035,1.773486852645874,54.58259059376997,33,1743760107.8842926,55.51580171628037,4.362660646438599,1.6484857115392333
34,1.820631211721021,1.789405107498169,82.37516878218136,34,1743760107.9006028,84.19579999390238,4.3789708614349365,0.8112690338057924
35,0.392026225566009,1.805553913116455,37.49157100144963,35,1743760107.9167995,37.883597227015635,4.395167589187622,1.504741469560025
36,1.3093801849596698,1.8245227336883545,64.35536747349026,36,1743760107.9356315,65.66474765844993,4.413999557495117,1.647947727013466
37,1.6410993911862357,1.8409276008605957,73.39301233064526,37,1743760107.9520147,75.0341117218315,4.43038272857666,1.7208939368363272
38,1.95962146836921,1.8571240901947021,67.10138777215926,38,1743760107.9681215,69.06100924052846,4.446489572525024,1.8231402211584489
39,1.938512148582062,1.8734900951385498,66.88985766593512,39,1743760107.984742,68.82836981451719,4.463109970092773,1.3470510179399702
40,1.2258771429917024,1.8898766040802002,59.49444081265181,40,1743760108.0010266,60.72031795564351,4.4793946743011475,1.2368567961719166
41,1.2791270637541847,1.9184558391571045,41.36720349905533,42,1743760108.0297387,42.64633056280951,4.508106708526611,1.5849311942713549
42,0.8227770435698081,1.9738101959228516,22.897242991142402,46,1743760108.085053,23.72002003471221,4.563421010971069,1.5681139775609372
43,1.2313675781314224,2.0344953536987305,21.225629329076224,50,1743760108.1458359,22.456996907207646,4.62420392036438,1.4425019814661815
44,1.5632054208546426,2.1071419715881348,12.465614197847733,55,1743760108.2184467,14.028819618702375,4.696814775466919,1.8702677688491813
45,2.3893021196906283,2.188103675842285,11.292101559833345,61,1743760108.2992458,13.681403679523973,4.777613878250122,1.7332649614286324
46,2.623391398798535,2.269890308380127,7.848393035176001,67,1743760108.381348,10.471784433974536,4.859715938568115,2.0251794784790986
47,2.283573637692878,2.354867458343506,6.163257671335461,73,1743760108.4663434,8.446831309028338,4.944711446762085,1.9609830101939902
48,2.7256648282354146,2.4624991416931152,3.192981955150107,81,1743760108.5739198,5.918646783385522,5.052287817001343,1.8638585967644201
49,1.1784077220368334,2.5715367794036865,4.4988883974066685,89,1743760108.6829906,5.677296119443502,5.161358594894409,1.5048289421486634
50,1.2039477393792417,2.695533514022827,3.0213019403515196,98,1743760108.807,4.225249679730761,5.285367965698242,1.382590102533283
51,0.7785427205283083,2.8154797554016113,2.2678560664929326,107,1743760108.926906,3.046398787021241,5.405274152755737,1.391566605218358
52,0.8828771869427241,2.9608101844787598,2.3958283454772604,118,1743760109.0723455,3.2787055324199845,5.550713539123535,0.7557751131964988
53,0.4025359620481894,3.129558563232422,1.7051263156494936,130,1743760109.2409816,2.107662277697683,5.71934962272644,0.8067581898651214
54,0.2061767587034714,3.304260015487671,7.41672017031606,143,1743760109.4157603,7.622896929019531,5.894128322601318,1.384610185088388
55,0.45098985622943294,3.4955904483795166,6.5982977420051006,157,1743760109.6070316,7.0492875982345335,6.085399627685547,0.8896895327799883
56,0.32768464415945325,3.6926801204681396,1.7395937975755562,172,1743760109.804163,2.0672784417350094,6.282531023025513,0.824379685486828
57,0.04922427489530786,3.9299914836883545,0.9080725059894574,190,1743760110.0414822,0.9572967808847653,6.519850254058838,0.22342037328686573
58,0.046363057168690575,4.1655895709991455,0.7658423656038176,208,1743760110.2770815,0.8122054227725082,6.755449533462524,0.21620079418146138
59,0.03454540889692221,4.446516513824463,0.7301135773055606,229,1743760110.5578969,0.7646589862024828,7.036264896392822,0.18208048540620556
60,0.03708660228864551,4.748376131057739,0.680385221459699,252,1743760110.8598921,0.7174718237483445,7.338260173797607,0.18661099926529778
61,0.02876039383659323,5.08592414855957,0.5829296861542611,277,1743760111.1972928,0.6116900799908543,7.675660848617554,0.17350671542953808
62,0.03161750055978972,5.459484100341797,0.5340401895902279,305,1743760111.5707607,0.5656576901500177,8.049128770828247,0.1762760999228867
63,0.02436474045037103,5.874258518218994,0.4431605063873192,335,1743760111.985569,0.4675252468376902,8.463937044143677,0.16845569056320847
64,0.019659123332130136,6.324114799499512,0.2870017470617005,369,1743760112.4355059,0.30666087039383066,8.91387391090393,0.136655778529739
65,0.010857764864404063,6.81529974937439,0.12789313769816724,406,1743760112.9267712,0.1387509025625713,9.405139207839966,0.1056169953016893
66,0.006199455690485574,7.340331315994263,0.06984939700276346,446,1743760113.451836,0.07604885269324904,9.930204153060913,0.0868987891624679
67,0.008045199929833057,7.942179203033447,0.04888775057588322,491,1743760114.0536726,0.05693295050571627,10.5320405960083,0.09826662383424913
68,0.006437129091577423,8.586593389511108,0.036114151118647804,540,1743760114.6980388,0.04255128021022523,11.176406860351562,0.08204055315405791
69,0.005608659745799418,9.293566703796387,0.031806076830479674,594,1743760115.4050462,0.03741473657627909,11.883414268493652,0.07532087808974094
70,0.0054802236955015,10.068968534469604,0.0263100260514204,653,1743760116.1803713,0.0317902497469219,12.6587393283844,0.07215307668939835
71,0.005283726216662817,10.916848182678223,0.022674487335769915,718,1743760117.0284379,0.027958213552432734,13.506805896759033,0.06715824110031372
72,0.005425082738074852,11.874786376953125,0.021298553342802763,790,1743760117.986224,0.026723636080877616,14.464591979980469,0.06576893290633186
73,0.004763902064096353,12.915411233901978,0.0191884163151578,869,1743760119.026882,0.023952318379254153,15.505249977111816,0.06426914290132114
74,0.0033989956259100253,14.057230710983276,0.016380266804665703,956,1743760120.1679225,0.019779262430575727,16.64629054069519,0.0591558395322625
75,0.003089631463284285,15.311117887496948,0.014683290751588174,1052,1743760121.4225726,0.017772922214872457,17.900940656661987,0.061458043385449586
76,0.0025032472296700847,16.695188522338867,0.013610995888929058,1157,1743760122.806623,0.01611424311859914,19.284991025924683,0.05185339549566907
77,0.0030610469071233356,18.21307134628296,0.012303931979144346,1272,1743760124.3243968,0.015364978886267682,20.802764892578125,0.04928739528794788
78,0.0019849350127688157,19.892502307891846,0.010809354386238087,1400,1743760126.0040524,0.012794289399006903,22.482420444488525,0.04686262626017954
79,0.0019132546994842226,21.703322172164917,0.010539023686639061,1539,1743760127.8147423,0.012452278386123283,24.293110370635986,0.04481676935560362
80,0.0018594287826397581,23.72030019760132,0.009031307609140988,1693,1743760129.8317518,0.010890736391780747,26.31011986732483,0.04143228562773082
81,0.0016410375795422173,25.97499394416809,0.008828251035596282,1863,1743760132.0864427,0.0104692886151385,28.564810752868652,0.03904425114359086
82,0.001386716408434575,28.430989265441895,0.00817620592987197,2049,1743760134.542656,0.009562922338306546,31.021023988723755,0.03771337441221968
83,0.0011741304137068793,31.111124277114868,0.007532435223542758,2254,1743760137.2225866,0.008706565637249638,33.70095467567444,0.03531095514921917
84,0.0012296125861452917,34.047706842422485,0.0066820757207920875,2479,1743760140.1591425,0.007911688306937378,36.637510538101196,0.03270370239748907
85,0.0009423027026977808,37.268651247024536,0.005810359864216297,2727,1743760143.3802137,0.006752662566914078,39.85858178138733,0.03160068537392764
86,0.0008754779027276492,40.816089391708374,0.005474724768096168,3000,1743760146.927497,0.006350202670823817,43.40586495399475,0.03470514996919181
87,0.0007291272754374085,44.71421456336975,0.005364469909980282,3299,1743760150.8257847,0.006093597185417691,47.304152727127075,0.02474714696417806
88,0.0005369741915923151,49.06261658668518,0.004853534697940095,3629,1743760155.174427,0.00539050888953241,51.65279507637024,0.02221405407655468
89,0.0005770705092116999,53.76616859436035,0.00570215787698457,3992,1743760159.8775158,0.00627922838619627,56.355883836746216,0.022310542027850284
90,0.0003664280433024926,59.124202489852905,0.0037667700681207907,4391,1743760165.235512,0.004133198111423283,61.71388006210327,0.019126943255808878
91,0.00031381624401443964,64.96476531028748,0.004076165747462276,4831,1743760171.0762706,0.004389981991476715,67.55463862419128,0.021763497718891404
92,0.0003720867079533675,71.27431321144104,0.0032739277420301164,5314,1743760177.3860328,0.003646014449983484,73.86440086364746,0.019158778686539934
93,0.001979209026947252,78.20459032058716,0.014858379871557699,5845,1743760184.3160827,0.01683758889850495,80.7944507598877,0.08079813104980964
94,0.00024516303487956436,85.82624435424805,0.0031970142626884727,6429,1743760191.9376302,0.0034421772975680373,88.41599822044373,0.017468918073036972
95,0.00031878421389067407,94.27029085159302,0.0028031095227859996,7072,1743760200.38191,0.003121893736676674,96.86027812957764,0.014594157495211752
96,0.001115582417087065,103.50022912025452,0.012110349781474824,7779,1743760209.6116045,0.013225932198561888,106.08997249603271,0.057259731481548753
97,0.000230394612128665,113.63357281684875,0.0025950993764026486,8557,1743760219.745031,0.0028254939885313138,116.22339916229248,0.014155992628877505
98,0.0001947496553739041,124.80513858795166,0.0025115356725798634,9413,1743760230.9167576,0.0027062853279537676,127.3951256275177,0.01867543831755093
99,0.0009937414726936915,137.05256867408752,0.005209009522214732,10354,1743760243.1637754,0.006202750994908424,139.6421434879303,0.036727319070348007
100,0.0013887734959374732,150.57805609703064,0.009037791837545748,11389,1743760256.689542,0.01042656533348322,153.16791009902954,0.04435481152543967
101,0.00026255143544216076,165.43604564666748,0.0026825689296383656,12528,1743760271.547442,0.0029451203650805264,168.02581000328064,0.025309572346640972
102,0.00022627463214340958,181.77804040908813,0.0022304140960766267,13781,1743760287.889491,0.002456688728220036,184.36785912513733,0.014399467191889422
103,0.00014450212859887956,199.74577593803406,0.0018161860405817407,15159,1743760305.8574731,0.0019606881691806204,202.33584117889404,0.012006984246668257
104,0.00015137006063103254,219.5195791721344,0.002085232911300971,16675,1743760325.6311343,0.0022366029719320035,222.10950231552124,0.012927038093143672
105,0.00017315170432951016,241.31347465515137,0.0014779203839881097,18342,1743760347.4248855,0.0016510720883176199,243.90325355529785,0.012623867876214428
106,0.00022202909653457268,265.2283823490143,0.0018677772172870425,20177,1743760371.3397863,0.002089806313821615,267.818154335022,0.015667019540223318
107,0.00014344509720812468,291.69453740119934,0.0013844608760080986,22194,1743760397.8059313,0.0015279059732162233,294.2842993736267,0.012898064692305767
108,0.00011024523247067797,320.6329023838043,0.0015579164083112556,24414,1743760426.7445798,0.0016681616407819336,323.22294783592224,0.010691051214309027
109,0.0003340426388576012,352.4936363697052,0.003111717421020951,26855,1743760458.6051407,0.003445760059878552,355.0835087299347,0.0296407983422183
110,0.0001061227238759146,387.42035031318665,0.0011323279361355602,29540,1743760493.532094,0.0012384506600114748,390.01046204566956,0.010146313538656877
111,8.79573741896604e-05,425.8122775554657,0.0011613695984575986,32494,1743760531.924042,0.001249326972647259,428.402410030365,0.011032373182690004
112,0.0001551388489700604,467.9941279888153,0.0014467776528286423,35744,1743760574.1056736,0.0016019165017987027,470.584041595459,0.014326644377809856
113,0.00021075963317126328,514.5168108940125,0.002229257626130968,39318,1743760620.6285257,0.002440017259302231,517.1068937778473,0.016782556988977692
114,0.00013546167855679113,565.8588037490845,0.0011727500893120508,43250,1743760671.970367,0.001308211767868842,568.448734998703,0.012066083695796554
115,6.979365043547734e-05,622.420994758606,0.0008631131805340267,47575,1743760728.5326374,0.0009329068309695041,625.0110054016113,0.010145708649165603
116,7.872372194161409e-05,684.45334815979,0.0008071901187246477,52332,1743760790.5648036,0.0008859138406662618,687.0431716442108,0.010096648283126711
117,8.448665818761992e-05,752.8670473098755,0.0008912043909133702,57566,1743760858.9788404,0.0009756910491009901,755.4572083950043,0.008742378360612073
118,8.177075227684355e-05,827.9271368980408,0.000713132665021137,63322,1743760934.0387924,0.0007949034172979806,830.5171604156494,0.008884644940228717
119,7.174778796490036e-05,910.5803952217102,0.0006454010893694511,69654,1743761016.6921413,0.0007171488773343515,913.1705093383789,0.00862292424056203
120,6.508276110312964e-05,1001.5595190525055,0.0005738986268318948,76620,1743761107.671224,0.0006389813879350244,1004.1495921611786,0.008091052170388545
121,0.00011787264542703099,1101.6019089221954,0.0009745630721799921,84281,1743761207.7136567,0.0010924357176070232,1104.1920247077942,0.013643055986528247
122,6.551043603310364e-05,1211.577419757843,0.0004912278558443083,92710,1743761317.689023,0.000556738291877412,1214.1673910617828,0.007761542486188889
123,0.0001489052604412223,1332.492108821869,0.0012468194235436137,101980,1743761438.6039279,0.001395724683984836,1335.0822958946228,0.01557986929799133
124,9.370856556815706e-05,1465.4027013778687,0.0006097544923529593,112178,1743761571.5144506,0.0007034630579211163,1467.9928185939789,0.012929201395475669
125,5.109371449044116e-05,1611.9939687252045,0.0003762066116328481,123396,1743761718.10567,0.00042730032612328927,1614.5840380191803,0.007136948285463295
126,6.987613411200617e-05,1773.1169412136078,0.0005107032297805577,135736,1743761879.228672,0.0005805793638925639,1775.7070400714874,0.008488649095944512
127,4.905091486415247e-05,1950.475622177124,0.00036659063213066446,149309,1743762056.5873957,0.0004156415469948169,1953.0657637119293,0.00763630090554627
128,4.7228780855405485e-05,2145.5391993522644,0.00030672058354607774,164240,1743762251.6507769,0.0003539493644014832,2148.1291449069977,0.006287925024903211
129,3.929500028517133e-05,2359.670805454254,0.0002608185795395658,180664,1743762465.782535,0.0003001135798247371,2362.260903120041,0.006960300423072151
130,4.415286743981804e-05,2596.0190336704254,0.00026153865445375444,198731,1743762702.1305585,0.0003056915218935725,2598.6089265346527,0.008696882857827803
131,3.3534798257461144e-05,2857.574057817459,0.0001841427404328996,218604,1743762963.6857195,0.00021767753869036076,2860.164087533951,0.0056504761280152214
132,2.56325065389111e-05,3145.1878407001495,0.00014943037507384515,240464,1743763251.2995691,0.00017506288161275624,3147.7779371738434,0.005507887083908416
133,2.7056780583372418e-05,3461.485066652298,0.00017205864831789806,264510,1743763567.5967352,0.0001991154289012705,3464.0751032829285,0.004503783244819252
134,1.7258928120359463e-05,3809.2790677547455,0.00010842070124733136,290961,1743763915.390659,0.00012567962936769082,3811.8690271377563,0.004482167749555357
135,1.5434951480005846e-05,4191.346200704575,0.00013280787487953582,320057,1743764297.4579515,0.00014824282635954168,4193.936319589615,0.004447983130575184
136,1.8457563598511644e-05,4609.2874619960785,0.00015917031509435903,352063,1743764715.3991952,0.0001776278786928707,4611.877563238144,0.0040499933611941605
137,1.0470042654024542e-05,5068.451795578003,0.0001002084214443117,387269,1743765174.5635588,0.00011067846409833625,5071.041926860809,0.0031601812155777394
138,1.2984116895368436e-05,5574.169402837753,0.00014559407120132874,425996,1743765680.281144,0.00015857818809669717,5576.759511947632,0.006455236376223642
139,8.144062348600712e-06,6130.456953287125,8.439565393427058e-05,468596,1743766236.5686467,9.253971628287129e-05,6133.047014713287,0.003233753292195768
140,7.05382127780945e-06,6744.4401433467865,7.14081413561467e-05,515455,1743766850.5518124,7.846196263395614e-05,6747.030180454254,0.0034310329115801613
141,8.990509227989603e-06,7000.0032477378845,7.465499028584957e-05,534900,1743767106.1149344,8.364549951383918e-05,7002.593302488327,0.002631399835599428
