loss,time,_timestamp,step,_runtime,loss_boundary,_step,loss_interior,l2_error
0.06880495717144762,38.508553981781006,1743746078.794556,2479,41.57642984390259,0.017508507203919072,84,0.05129644996752855,0.14794909285683955
0.048908118881859614,42.37982726097107,1743746082.6658854,2727,45.44775938987732,0.01554126456006037,85,0.03336685432179924,0.12609424430804167
0.034255365934661094,46.73835206031799,1743746087.0241897,3000,49.806063652038574,0.009913494250017304,86,0.02434187168464379,0.10996437752765242
0.026063846566884007,51.36423206329346,1743746091.650354,3299,54.43222784996033,0.008163758712988706,87,0.0179000878538953,0.08997595460217488
0.019419029396736343,56.258163928985596,1743746096.544078,3629,59.32595205307007,0.004039296518100196,88,0.015379732878636147,0.07210734952832344
0.014133077159819044,61.987427711486816,1743746102.2733629,3992,65.05523681640625,0.0029612336647709485,89,0.011171843495048095,0.05878981277331502
0.013950952540506751,68.06591463088989,1743746108.3521068,4391,71.1339807510376,0.0024595186274406957,90,0.011491433913066056,0.048495594396526766
0.008591246471817825,74.75639152526855,1743746115.0427337,4831,77.82460761070251,0.001622058204383471,91,0.0069691882674343545,0.04219484430318187
0.006621264049867337,82.60395193099976,1743746122.8900533,5314,85.67192721366882,0.0014815398080409313,92,0.005139724241826405,0.042469447945230526
0.019794561695474715,90.83840537071228,1743746131.1243207,5845,93.90619468688965,0.0017178718764126603,93,0.018076689819062054,0.05504525374253075
0.0038194330425108244,99.71515679359436,1743746140.0011938,6429,102.78306770324707,0.000951391543185381,94,0.0028680414993254434,0.030149276309196452
0.005040838443970887,109.96427893638611,1743746150.250162,7072,113.03203582763672,0.0007832849975542657,95,0.004257553446416621,0.027500599414190145
0.0050424936402530054,121.13005757331848,1743746161.4168966,7779,124.19877052307129,0.0008443983945576199,96,0.004198095245695386,0.0248939792231844
0.0022472656890718404,133.54231071472168,1743746173.8284006,8557,136.61027455329895,0.0005995941709296615,97,0.0016476715181421788,0.023144728459927582
