loss_interior,loss,step,_step,_timestamp,time,_runtime,l2_error,loss_boundary
8.412192216888871e-05,0.00016717793616877836,42,41,1743740514.038502,18.656310558319092,21.326937913894653,0.01234873736023644,8.305601399988964e-05
4.404030091322096e-05,9.341346170539696e-05,46,42,1743740515.578545,20.19627356529236,22.866981029510498,0.009357304061094588,4.9373160792176004e-05
2.0927460139843503e-05,5.392421168365747e-05,50,43,1743740517.1244252,21.742125749588013,24.412861108779907,0.00765450947326064,3.2996751543813965e-05
1.4736295438672202e-05,3.646131186077373e-05,55,44,1743740519.0518599,23.669540643692017,26.340295791625977,0.005841173734890224,2.1725016422101532e-05
8.89501785712585e-06,1.3007052611467957e-05,61,45,1743740521.37511,25.992801904678345,28.663545846939087,0.002696559902860145,4.112034754342107e-06
4.586924930807968e-06,8.221769107099522e-06,67,46,1743740523.6916473,28.30910587310791,30.980083227157593,0.0022067906055070244,3.6348441762915543e-06
2.5949927243349346e-06,4.815429844016075e-06,73,47,1743740526.0186517,30.63642978668213,33.307087659835815,0.001961757805136902,2.2204371196811403e-06
1.4354864793898052e-06,2.191772630463224e-06,81,48,1743740529.0993576,33.717137575149536,36.38779354095459,0.000991557992518874,7.562861510734187e-07
8.422856572937002e-07,1.2461312244270596e-06,89,49,1743740532.1805353,36.79827165603638,39.468971252441406,0.0008272335003350476,4.038455671333595e-07
3.576390423817242e-07,4.5960639813440585e-07,98,50,1743740535.6463826,40.264111280441284,42.934818506240845,0.00044213030597844603,1.019673557526816e-07
1.8197794061796963e-07,2.688404770835438e-07,107,51,1743740539.1130402,43.73051333427429,46.40147614479065,0.00037582050116577724,8.686253646557419e-08
9.933284432177331e-08,1.2758407404329894e-07,118,52,1743740543.3540485,47.97170639038086,50.64248442649841,0.00020666104779427255,2.8251229721525627e-08
4.3290495490211525e-08,6.161613959339955e-08,130,53,1743740547.9810016,52.598766565322876,55.26943755149841,0.00015697606081849805,1.8325644103188022e-08
2.620236283171837e-08,3.810237801085172e-08,143,54,1743740552.9866383,57.604355573654175,60.27507424354553,0.00012747048142191915,1.1900015179133344e-08
1.3193136794426705e-08,2.1512463578578358e-08,157,55,1743740558.411635,63.02917265892029,65.70007085800171,0.00011492178480321086,8.319326784151653e-09
4.9715505650647966e-09,9.17025270696947e-09,172,56,1743740564.2261684,68.8437352180481,71.51460433006287,7.207732284021663e-05,4.198702141904673e-09
3.483960092000786e-09,6.383704403142701e-09,190,57,1743740571.185691,75.80340051651001,78.47412705421448,5.780256837795836e-05,2.899744311141915e-09
2.6728231835029556e-09,4.403828483230257e-09,208,58,1743740578.1399333,82.75766396522522,85.42836928367615,4.5890325973203795e-05,1.7310052997273015e-09
1.4483250487466404e-09,2.543516645742203e-09,229,59,1743740586.2594893,90.87691593170166,93.54792523384094,3.621979910919923e-05,1.0951915969955625e-09
1.4158576750536381e-09,2.4923911892920186e-09,252,60,1743740595.1577022,99.7754020690918,102.44613814353943,2.8410433785372993e-05,1.0765335142383805e-09
8.042562038268989e-10,1.4509015909083995e-09,277,61,1743740604.8223126,109.4400634765625,112.1107485294342,2.427739847427324e-05,6.466453870815006e-10
7.893366559029316e-10,1.2061674964220472e-09,305,62,1743740615.6520178,120.26950860023499,122.94045376777649,2.0033809568798242e-05,4.168308405191156e-10
5.080453003994064e-10,8.877512714129879e-10,335,63,1743740627.2378838,131.85560274124146,134.52631974220276,1.7661376621087736e-05,3.7970597101358154e-10
3.1649634079946766e-10,7.689865570791182e-10,369,64,1743740640.3664813,144.98416948318481,147.65491724014282,2.1684476130278797e-05,4.5249021627965056e-10
2.6923988180140114e-10,7.777095128629166e-10,406,65,1743740654.675681,159.29315876960754,161.9641170501709,1.7968531154664246e-05,5.084696310615155e-10
2.55026757967802e-10,6.436173053349164e-10,446,66,1743740670.1556787,174.77334666252136,177.4441146850586,1.4796267165142343e-05,3.885905473671144e-10
3.357059309137966e-10,6.298223806326017e-10,491,67,1743740687.5465007,192.16387104988098,194.83493661880493,1.2933874652854388e-05,2.941164497188052e-10
2.1147547379730266e-10,4.6507670880277273e-10,540,68,1743740706.4935057,211.1112720966339,213.78194165229797,1.2280896919547899e-05,2.5360123500547005e-10
2.0536908186392906e-10,4.4917323121353623e-10,594,69,1743740727.3742664,231.99174857139587,234.66270232200623,1.3262568493886819e-05,2.4380414934960717e-10
1.719894507207951e-10,3.682768773462383e-10,653,70,1743740750.1691492,254.7868115901947,257.45758509635925,1.200824047392085e-05,1.962874266254432e-10
1.727873645915974e-10,3.653256510801565e-10,718,71,1743740775.2711678,279.8885130882263,282.5596036911011,1.1148616492392205e-05,1.9253828648855913e-10
1.7284978247875153e-10,4.166608207052833e-10,790,72,1743740803.0977407,307.7154469490051,310.3861765861511,1.1591936502556787e-05,2.438110382265318e-10
1.4230539827891948e-10,2.9507061567084115e-10,869,73,1743740833.6184993,338.2359788417816,340.90693521499634,1.0745506431438307e-05,1.5276521739192164e-10
1.1730659348290587e-10,3.0204780150325697e-10,956,74,1743740867.1971717,371.81461238861084,374.48560762405396,1.0541513152922847e-05,1.8474120802035112e-10
1.1807724586535203e-10,2.681295771813995e-10,1052,75,1743740904.3087587,408.92616510391235,411.59719467163086,8.781356947123017e-06,1.5005233131604746e-10
9.38399242648216e-11,2.192296842081535e-10,1157,76,1743740944.9051743,449.5225992202759,452.1936101913452,9.075391085197455e-06,1.2538975994333188e-10
7.116190492303088e-11,2.0326348692503948e-10,1272,77,1743740989.2959876,493.9133052825928,496.5844235420227,8.953075463249264e-06,1.3210158200200859e-10
6.289342292061158e-11,1.6943582332030647e-10,1400,78,1743741038.7699485,543.3873851299286,546.0583844184875,8.481732061937276e-06,1.0654240039969489e-10
6.213157607757489e-11,1.601046633750285e-10,1539,79,1743741092.4752462,597.0927267074585,599.7636821269989,6.868737319518723e-06,9.797308729745362e-11
6.653173920150003e-11,1.396243059155715e-10,1693,80,1743741152.0064712,656.6239237785339,659.2949070930481,7.572503091047626e-06,7.30925667140715e-11
3.87745958593505e-11,1.2617363714147884e-10,1863,81,1743741217.7350416,722.3524487018585,725.0234775543213,7.286163886151227e-06,8.739904128212834e-11
3.7219527812548343e-11,1.377940223470533e-10,2049,82,1743741289.5859292,794.2033619880676,796.8743650913239,7.436890210899865e-06,1.0057449453450495e-10
4.9367347486031114e-11,1.0093508406688627e-10,2254,83,1743741368.7998292,873.4172937870026,876.0882651805878,7.082743168771978e-06,5.156773658085516e-11
3.0659647165434646e-11,7.605011096627642e-11,2479,84,1743741455.7143004,960.3317756652832,963.0027363300323,5.850985315121631e-06,4.539046380084178e-11
3.0678185358131094e-11,7.074562673339605e-11,2727,85,1743741551.5736814,1056.191171169281,1058.8621172904968,4.88024489155328e-06,4.006744137526496e-11
3.051286329459207e-11,7.07432149536514e-11,3000,86,1743741657.0960245,1161.7134747505188,1164.3844604492188,5.199089519243316e-06,4.023035165905933e-11
1.7626478566939935e-11,6.000859560189835e-11,3299,87,1743741772.5938911,1277.2113153934479,1279.882327079773,4.737120321259699e-06,4.238211703495842e-11
1.8572479552839842e-11,4.936549698659543e-11,3629,88,1743741900.1244962,1404.741928100586,1407.4129321575165,5.712141117080914e-06,3.0793017433755594e-11
1.8774479447373297e-11,5.27014549119178e-11,3992,89,1743742040.3251333,1544.9424304962158,1547.6135692596436,4.2206374297492955e-06,3.39269754645445e-11
1.5164493542409878e-11,4.2019489306345535e-11,4391,90,1743742194.5667121,1699.184190273285,1701.855148077011,3.551009995744453e-06,2.6854995763935654e-11
1.0990317181120812e-11,2.6527950323647634e-11,4831,91,1743742364.6185966,1869.2360363006592,1871.9070324897766,3.848304186407519e-06,1.553763314252682e-11
1.2574315956128732e-11,3.136049998054159e-11,5314,92,1743742551.2908242,2055.908306121826,2058.579260110855,3.1927013452091787e-06,1.8786184024412857e-11
1.0602980180066895e-11,2.7383739874586734e-11,5845,93,1743742756.402113,2261.019605398178,2263.6905488967896,2.8269312284566297e-06,1.678075969451984e-11
1.0999386509748408e-11,2.7427048066178544e-11,6429,94,1743742982.0049093,2486.6223833560944,2489.2933452129364,3.478680732927425e-06,1.6427661556430138e-11
1.0302517032848609e-11,2.1643115147979866e-11,7072,95,1743743230.4424064,2735.05988240242,2737.7308423519135,3.3778613131114992e-06,1.1340598115131257e-11
7.92209865655915e-12,1.9507594836577287e-11,7779,96,1743743503.5407672,3008.1582069396973,3010.8292031288147,2.981668812006121e-06,1.1585496180018139e-11
5.683851144197784e-12,1.4129989916853756e-11,8557,97,1743743804.027402,3308.6448369026184,3311.3158378601074,2.271727871539653e-06,8.446138772655972e-12
6.124029977933983e-12,1.764139911687051e-11,9413,98,1743744134.6881912,3639.3056576251984,3641.976627111435,2.4322512735188663e-06,1.1517369138936526e-11
5.16606309803789e-12,1.5382709010248253e-11,10354,99,1743744498.2434337,4002.8608384132385,4005.531869649887,2.313167600453483e-06,1.0216645912210363e-11
3.4836505469292377e-12,1.3625216746843555e-11,11389,100,1743744897.9840517,4402.6015412807465,4405.272487640381,2.1867899525079097e-06,1.0141566199914318e-11
4.583996507629277e-12,1.0992184277372164e-11,12528,101,1743745337.851268,4842.468753814697,4845.139703989029,1.9592786568061887e-06,6.408187769742886e-12
3.727719322327011e-12,8.198887387595266e-12,13781,102,1743745821.8455777,5326.4630215168,5329.1340136528015,1.9603500635245973e-06,4.471168065268254e-12
3.125261971903639e-12,7.68990158529256e-12,15159,103,1743746354.2612724,5858.87876367569,5861.549708366394,1.9426812897401656e-06,4.564639613388922e-12
3.4260086645291256e-12,6.929004983679663e-12,16675,104,1743746939.745926,6444.363380432129,6447.034361839294,1.5111351004747383e-06,3.502996319150537e-12
2.5554131448517237e-12,6.963964341694451e-12,18114,105,1743747495.546311,7000.163712024689,7002.834746837616,1.3562897388697473e-06,4.408551196842727e-12
