time,_step,_runtime,loss_boundary,loss_interior,loss,step,l2_error,_timestamp
18.304144620895386,40,21.152232885360718,2.8503507946807196e-06,1.4724903528413662e-05,1.7575254323094384e-05,40,0.002338605697378721,1743726081.9257908
19.08290410041809,41,21.931066751480103,2.878965864298579e-06,1.2386364051784639e-05,1.526532991608322e-05,42,0.0020113621610116966,1743726082.7046247
20.642813682556152,42,23.490912675857544,1.4630072227889144e-06,8.467238195554952e-06,9.930245418343867e-06,46,0.0013736991102795324,1743726084.2644706
22.202082633972168,43,25.050206422805786,1.1262104427392485e-06,3.832859779115025e-06,4.959070221854273e-06,50,0.0012352061784399715,1743726085.8237643
24.148454427719116,44,26.996562004089355,6.443316153347644e-07,2.786107784317358e-06,3.4304393996521223e-06,55,0.0008872960997161274,1743726087.77012
26.489082098007202,45,29.337448120117188,4.0487491798948747e-07,1.6061781744472774e-06,2.0110530924367647e-06,61,0.0007839896979048312,1743726090.111006
28.82459044456482,46,31.672756910324097,1.0273620583230744e-07,1.0171389164832296e-06,1.1198751223155372e-06,67,0.0003833771556208484,1743726092.4463148
31.184475898742676,47,34.03260087966919,1.0132510603667689e-07,6.495941020193544e-07,7.509192080560312e-07,73,0.0003562819544088414,1743726094.8061588
34.300039768218994,48,37.14820575714111,7.81750297598155e-08,4.5349296317498025e-07,5.316679929347958e-07,81,0.00031452604479679104,1743726097.9217637
37.42290544509888,49,40.27099347114563,3.581890221895433e-08,2.9175245147387205e-07,3.2757135369282636e-07,89,0.0002194650769578484,1743726101.0445514
40.94430088996887,50,43.79276084899902,3.0760102996405035e-08,2.022485710676305e-07,2.3300867406403553e-07,98,0.00019573930970349186,1743726104.5663188
44.45173954963684,51,47.30012059211731,2.138628882139466e-08,1.406027470288469e-07,1.6198903585024156e-07,107,0.0001832779587993977,1743726108.0736785
48.73534822463989,52,51.58355760574341,3.359415809290089e-08,8.432319969507857e-08,1.1791735778797946e-07,118,0.00022750158584627464,1743726112.3571155
53.430243730545044,53,56.27835941314697,1.4753032970211531e-08,6.421240166614586e-08,7.89654346363574e-08,130,0.00013070236522434652,1743726117.0519173
58.49152612686157,54,61.33967185020447,8.175852543780611e-09,5.245607375570023e-08,6.063192629948084e-08,143,0.00010174127157762362,1743726122.1132298
63.95830965042114,55,66.80668473243713,9.96358235190722e-09,3.731771543439197e-08,4.7281297786299186e-08,157,9.768128158778293e-05,1743726127.5802426
69.79798245429993,56,72.64619779586792,7.69955973575832e-09,2.6684132943089572e-08,3.438369267884789e-08,172,8.522135738431632e-05,1743726133.4197557
76.80698347091675,57,79.65508985519409,7.2797312266693584e-09,1.4705741258681572e-08,2.198547248535093e-08,190,7.247701089897998e-05,1743726140.4286478
83.81392025947571,58,86.6620442867279,4.29259067992088e-09,1.1840156185875974e-08,1.6132746865796853e-08,208,5.761220675146713e-05,1743726147.4356022
91.99680542945862,59,94.8449170589447,4.74675045811453e-09,1.0077464110505466e-08,1.4824214568619997e-08,229,5.817946966912271e-05,1743726155.618475
100.95881462097168,60,103.80726337432861,4.248740810505006e-09,9.305105407941248e-09,1.3553846218446254e-08,252,5.669955994600893e-05,1743726164.5808213
110.68895959854126,61,113.53715014457703,3.8947501755306096e-09,6.912375878153821e-09,1.0807126053684431e-08,277,5.5739317005107294e-05,1743726174.310708
121.61964845657349,62,124.46778464317322,3.256393128697695e-09,6.44479507604041e-09,9.701188204738105e-09,305,5.310512804273372e-05,1743726185.2413425
133.3608009815216,63,136.2089340686798,2.4691621528372155e-09,5.531192073708166e-09,8.000354226545382e-09,335,4.5828616225741484e-05,1743726196.982492
146.6590712070465,64,149.50751113891602,2.832180092015861e-09,3.739337850911871e-09,6.571517942927732e-09,369,4.4584620006520996e-05,1743726210.281069
161.1491641998291,65,163.99738073349,2.1451190686222847e-09,5.131842380876126e-09,7.276961449498411e-09,406,3.802947900596475e-05,1743726224.7709386
176.8064866065979,66,179.65461945533752,2.099917507539861e-09,3.7071179909523916e-09,5.8070354984922525e-09,446,3.805654821083571e-05,1743726240.4281774
194.4128293991089,67,197.26131653785706,2.2814403886245597e-09,2.945897161141436e-09,5.227337549765996e-09,491,3.5164215417668794e-05,1743726258.0348744
213.5791792869568,68,216.42731499671936,1.70543424374179e-09,2.7820035560691528e-09,4.4874377998109426e-09,540,3.4968311633111455e-05,1743726277.200873
234.70642375946045,69,237.5548174381256,1.2753061604005158e-09,2.3507907673084434e-09,3.626096927708959e-09,594,3.003324406093133e-05,1743726298.3283753
257.7936427593231,70,260.6418318748474,1.2859392953043244e-09,1.9091505173156434e-09,3.1950898126199678e-09,653,2.7827065485751353e-05,1743726321.4153898
283.2049114704132,71,286.05337142944336,1.309719208699445e-09,2.236241459447696e-09,3.545960668147141e-09,718,2.8789556773688377e-05,1743726346.8269293
311.3526589870453,72,314.2007968425751,1.2223133711397575e-09,1.4492632558054437e-09,2.6715766269452014e-09,790,2.4139360378277188e-05,1743726374.9743547
342.25818061828613,73,345.10659766197205,1.4940162143867227e-09,1.0738699966822314e-09,2.567886211068954e-09,869,3.4556949628061454e-05,1743726405.8801556
376.26713347435,74,379.1154968738556,9.105705115424474e-10,9.35253051935558e-10,1.8458235634780053e-09,956,2.2805050921605694e-05,1743726439.8890548
413.75230383872986,75,416.6007182598114,6.353880065746859e-10,1.0566561836054674e-09,1.6920441901801533e-09,1052,2.0131475999472237e-05,1743726477.3742762
454.7828447818756,76,457.6310350894928,9.63534520067364e-10,7.67522678679305e-10,1.7310571987466691e-09,1157,2.5105761583442243e-05,1743726518.404593
499.74387431144714,77,502.59219908714294,9.266425086639826e-10,5.884332146503295e-10,1.5150757233143122e-09,1272,1.8402326106020484e-05,1743726563.365757
549.8050005435944,78,552.6534767150879,4.262688954848748e-10,4.975172280803162e-10,9.23786123565191e-10,1400,1.5732213560306237e-05,1743726613.4270346
604.0951108932495,79,606.9435322284698,4.596761799372226e-10,6.14274047320452e-10,1.0739502272576746e-09,1539,1.5032472792518509e-05,1743726667.7170901
664.3442099094391,80,667.1926548480988,2.9705433727495606e-10,3.274131866625425e-10,6.244675239374986e-10,1693,1.4166634957752602e-05,1743726727.9662127
730.7928886413574,81,733.6412782669067,3.159750788545722e-10,2.5387803982338883e-10,5.69853118677961e-10,1863,1.2525489447048139e-05,1743726794.4148362
803.546875,82,806.3952939510345,3.0693262519827396e-10,2.507546208897929e-10,5.576872460880669e-10,2049,1.5585514861275325e-05,1743726867.1688519
883.7313530445099,83,886.5798282623291,2.2585832091157461e-10,2.5848893040285277e-10,4.843472513144274e-10,2254,1.054364256615057e-05,1743726947.3533862
971.6613910198212,84,974.509801864624,1.8489097378081446e-10,1.7314188025054596e-10,3.580328540313604e-10,2479,1.0116423067945476e-05,1743727035.2833598
1068.6722564697266,85,1071.5206689834595,1.8577732418557757e-10,1.529776720907467e-10,3.387549962763243e-10,2727,1.054726536727126e-05,1743727132.294227
1175.3366112709045,86,1178.1850981712341,1.1948337192990985e-10,1.272081241455667e-10,2.4669149607547655e-10,3000,8.891807241738478e-06,1743727238.958656
1292.1415047645569,87,1294.9899146556854,1.730208484041547e-10,1.3397137029166014e-10,3.0699221869581484e-10,3299,7.657765421429226e-06,1743727355.7634726
