_step,_runtime,loss_boundary,loss_interior,l2_error,_timestamp,step,time,loss
44,15.63140606880188,6.336035164372413e-06,2.787525844711538e-07,0.00292495807460809,1753913677.600673,55,12.893377304077148,6.6147877488435675e-06
45,16.93599033355713,8.629802516193798e-06,2.1967204072341833e-07,0.003083600255391135,1753913678.9052572,61,14.197659015655518,8.849474556917217e-06
46,18.245545864105225,4.686759238398771e-06,2.7201223803401026e-07,0.002157193753955404,1753913680.2148128,67,15.507485151290894,4.958771476432781e-06
47,19.547155618667603,2.286160525782733e-06,4.653839814440709e-07,0.0018462265222099206,1753913681.5164225,73,16.809104204177856,2.751544507226804e-06
48,21.28702449798584,4.327036041222644e-06,2.9300233382596743e-07,0.0027899005154193336,1753913683.2562914,81,18.548808336257935,4.620038375048612e-06
49,23.025509119033813,6.978387362264295e-06,1.9148216649535595e-07,0.0028126823585858025,1753913684.994776,89,20.2874755859375,7.169869528759651e-06
50,24.976550102233887,4.97948253543699e-06,3.176386268651532e-07,0.002910769389256599,1753913686.945817,98,22.238471508026123,5.2971211623021425e-06
51,26.93746042251587,1.8482068319853384e-06,1.3356932193442162e-07,0.001951198408938281,1753913688.9067273,107,24.199403285980225,1.98177615391976e-06
52,29.32943296432495,3.0328763900733555e-06,1.408501864374878e-07,0.001908842234219528,1753913691.2986999,118,26.591102123260498,3.1737265765108435e-06
53,31.929661750793457,1.1314796694088583e-06,9.67976506100799e-08,0.0021332761129927704,1753913693.8989286,130,29.191648483276367,1.2282773200189382e-06
54,34.75380325317383,3.0552488026814967e-06,1.7728223926514843e-08,0.0014493815332756411,1753913696.7230701,143,32.015780210494995,3.0729770266080116e-06
55,37.74437475204468,1.461288061399878e-06,4.37952484727994e-08,0.0016597530766971872,1753913699.7136416,157,35.0064971446991,1.5050833098726774e-06
56,40.94608664512634,1.8500586537287445e-06,4.4861283504476255e-08,0.001322652740851156,1753913702.9153535,172,38.208221435546875,1.8949199372332208e-06
57,44.81210374832153,6.860242420691233e-07,3.6341223587802156e-08,0.0014061970759993755,1753913706.7813706,190,42.074034690856934,7.223654656569254e-07
58,48.68026876449585,1.1515806980139106e-06,1.7398745186949238e-08,0.001191707213384711,1753913710.6495357,208,45.94217610359192,1.16897944320086e-06
59,53.16860318183899,1.0618703475604104e-06,1.6501895110138487e-08,0.0009122944616799763,1753913715.13787,229,50.430668115615845,1.0783722426705488e-06
60,58.13261961936951,1.0093393549340563e-06,7.4434158773463514e-09,0.0017325271520693159,1753913720.1018865,252,55.39460349082947,1.0167827708114026e-06
61,63.476176023483276,7.827796593373257e-07,9.285608242088278e-09,0.0010273850193580872,1753913725.445443,277,60.73812246322632,7.920652675794141e-07
62,69.51001071929932,5.679086491649496e-07,2.158938362823251e-08,0.0007779529384797212,1753913731.4792776,305,66.77176284790039,5.894980327931822e-07
63,75.94833517074585,5.681585283297341e-07,6.282726620640435e-09,0.0014139708527051993,1753913737.917602,335,73.21026730537415,5.744412549503746e-07
64,83.24174404144287,1.017765920882202e-06,8.480023430302433e-09,0.0008631542587607708,1753913745.211011,369,80.50370168685913,1.0262459443125044e-06
65,91.23034119606018,1.926544655018156e-07,6.15682474938124e-09,0.0009737778990037321,1753913753.199608,406,88.49230933189392,1.9881129025119684e-07
66,99.85091590881348,1.326437751716786e-06,1.2621058993628542e-08,0.0010347460869530752,1753913761.8201828,446,97.11290216445923,1.3390588107104145e-06
67,109.55026698112488,2.4753167830941785e-07,2.101579736451657e-09,0.0007471987184474113,1753913771.5195339,491,106.81223726272583,2.496332580458695e-07
68,120.10750269889832,6.021681057300853e-07,1.7307706610281454e-09,0.0008091687121078493,1753913782.0767696,540,117.36924171447754,6.038988763911134e-07
69,131.73294520378113,2.1516392105817683e-07,1.878295080629271e-09,0.0006011609451606493,1753913793.702212,594,128.9949975013733,2.170422161388061e-07
70,144.4549376964569,1.6809388224948346e-07,1.897398349236703e-09,0.0007732269248630979,1753913806.4242046,653,141.71683073043823,1.6999128059872017e-07
71,158.66964268684387,6.193494316630586e-07,2.734758603187212e-09,0.0007934514058490388,1753913820.6389096,718,155.93154788017273,6.220841902662457e-07
72,174.27702617645264,7.464290746300211e-08,2.7681506142501465e-09,0.0005869197675107932,1753913836.246293,790,171.53898859024048,7.741105807725227e-08
73,191.38809180259705,4.5152692550294935e-07,3.509881059766587e-09,0.0006970286671933455,1753913853.3573587,869,188.6498248577118,4.5503680656271595e-07
74,210.103994846344,1.8561678930675636e-07,1.0057716061545278e-09,0.0004850650466213644,1753913872.0732617,956,207.36592292785645,1.866225609129109e-07
75,230.7144215106964,1.0478496417952236e-07,1.8622060881064126e-09,0.0005759241019991207,1753913892.6836884,1052,227.97643733024597,1.0664717026762876e-07
76,253.3455970287323,7.839103982309688e-08,1.2996066528022536e-09,0.000527725346764867,1753913915.314864,1157,250.60735440254211,7.969064647589913e-08
77,278.0988371372223,7.025919142009848e-08,6.314626659144233e-10,0.00034366538837083397,1753913940.068104,1272,275.3606929779053,7.089065408601291e-08
78,305.76523756980896,8.750069998016849e-08,7.951340523027865e-10,0.0004088040020702328,1753913967.7345045,1400,303.0270845890045,8.829583403247128e-08
79,336.0876348018646,7.131042077230874e-08,7.198956494291753e-10,0.00032115346496446165,1753913998.0569017,1539,333.3494644165039,7.203031642173791e-08
80,369.3754734992981,1.7280993342488712e-07,7.912640078020521e-10,0.0002463358188973341,1753914031.3447404,1693,366.6373805999756,1.7360119743268917e-07
81,405.9266483783722,7.440850627367843e-08,8.740147171338213e-10,0.0003071006941224365,1753914067.8959153,1863,403.18849778175354,7.528252099081226e-08
82,446.02429723739624,5.6733924098399294e-08,7.865906169693575e-10,0.00044846960797545666,1753914107.9935641,2049,443.2860519886017,5.752051471536865e-08
83,491.0279371738434,2.7875083904674055e-08,4.1345777617710355e-10,0.0002742787897477994,1753914152.997204,2254,488.2895555496216,2.828854168085116e-08
84,539.8100152015686,7.109808757970034e-08,5.75283075904806e-10,0.0004395922690438602,1753914201.779282,2479,537.0718851089478,7.167337065560514e-08
85,593.4285833835602,3.937260565425936e-08,2.6625217824218824e-10,0.00028848759586025944,1753914255.3978503,2727,590.6903440952301,3.963885783250155e-08
86,652.4977807998657,1.8093866844082285e-08,4.000471820940294e-10,0.000239252083993033,1753914314.4670477,3000,649.7593109607697,1.8493914026176315e-08
87,717.2774865627289,4.1041849851227884e-08,2.69296947955634e-10,0.00022695940689858304,1753914379.2467535,3299,714.5392735004425,4.131114679918352e-08
88,788.3891723155975,4.312387665173573e-08,3.162887164399538e-10,0.0002404261865119459,1753914450.3584392,3629,785.6508388519287,4.344016536817568e-08
89,867.8862290382385,4.964909558912965e-08,5.087334605805367e-10,0.00022889596476457935,1753914529.855496,3992,865.1479065418243,5.0157829049710186e-08
90,954.6111254692078,1.0856547783832654e-07,1.7733825903229172e-10,0.0003940404236469747,1753914616.5803924,4391,951.8728454113007,1.0874281609735883e-07
91,1048.8994481563568,2.6145407627526448e-08,1.6644773667644743e-10,0.00018047927340540172,1753914710.868715,4831,1046.161299943924,2.6311855364202897e-08
92,1151.0106241703033,2.0043449624783348e-08,1.2787941048004898e-10,0.0001769129938334891,1753914812.979891,5314,1148.2725415229797,2.0171329035263396e-08
93,1262.873875617981,1.30652365354382e-08,2.1654653325627076e-10,0.00018607217350026962,1753914924.8431425,5845,1260.1358394622803,1.3281783068694471e-08
94,1385.552076101303,8.646077147197495e-09,1.687661008178776e-10,0.0002297779125476141,1753915047.521343,6429,1382.8140258789062,8.814843248015372e-09
95,1520.9729039669037,1.0663882662023947e-08,9.672730458166571e-11,0.00018429327675666533,1753915182.9421709,7072,1518.2347931861877,1.0760609966605613e-08
96,1670.3099596500397,1.3733886675907759e-08,9.86777070835185e-11,0.00017284090351208048,1753915332.2792265,7779,1667.571845293045,1.3832564382991276e-08
97,1834.6073279380798,1.9093252374552413e-08,1.4563078843290826e-10,0.00016582337650421797,1753915496.5765948,8557,1831.8692455291748,1.9238883162985322e-08
98,2015.4839887619019,3.257865835995872e-08,1.183734750499897e-10,0.00016184961775951494,1753915677.4532557,9413,2012.7458510398865,3.269703183500871e-08
99,2213.88210105896,1.4039467013470275e-08,1.1547174344806304e-10,0.0001803942115631154,1753915875.851368,10354,2211.1440391540527,1.4154938756918338e-08
100,2431.460052013397,1.4861911640063414e-08,1.1357358211985774e-10,0.00015269951962781052,1753916093.429319,11389,2428.721955060959,1.4975485222183273e-08
101,2671.125503540039,1.7876647568273327e-08,7.209685002831498e-11,0.00025391043525776065,1753916333.0947704,12528,2668.387448310852,1.794874441830164e-08
102,2935.3443052768707,2.0392710292554618e-08,6.548505149591291e-11,0.00021351345576030244,1753916597.3135722,13781,2932.6062116622925,2.0458195344050532e-08
103,3002.822913646698,8.447814622091328e-09,7.664149922797382e-11,8.242963345926239e-05,1753916664.7921805,14102,3000.0846922397614,8.524456121319302e-09
