loss,loss_boundary,time,_runtime,l2_error,step,_step,_timestamp,loss_interior
0.04231985072245174,0.014372221932484107,1012.410603761673,1015.041631937027,0.15467190394086466,3299,87,1753933727.023118,0.02794762878996764
0.03353969120869785,0.010694908235132528,1112.5823125839233,1115.213266134262,0.16888589748574406,3629,88,1753933827.1947522,0.022844782973565316
0.02398801196573229,0.008925389715041674,1223.2637860774994,1225.8947458267212,0.18835199769691138,3992,89,1753933937.876232,0.015062622250690617
0.025876507780302798,0.006665085651095185,1345.5396177768707,1348.1706519126892,0.10589311156865758,4391,90,1753934060.152138,0.019211422129207612
0.01791812899182076,0.005780183116445461,1480.6066863536835,1483.2377467155457,0.1437868587466239,4831,91,1753934195.2192328,0.012137945875375297
0.012701663270869768,0.002318292360743951,1629.2754385471344,1631.9067106246948,0.07841631975314604,5314,92,1753934343.8881967,0.010383370910125816
0.013160060509240188,0.003692180945761377,1791.3213484287262,1793.9523799419403,0.10980767823183298,5845,93,1753934505.933866,0.00946787956347881
0.01491672901814221,0.0028234198706150603,1969.5364685058594,1972.1675667762756,0.0868428857381531,6429,94,1753934684.1490529,0.01209330914752715
0.0107444227933404,0.004165293360207765,2166.7853825092316,2169.416393518448,0.09014472632831558,7072,95,1753934881.3978796,0.006579129433132634
0.008994234799008195,0.002345295741340118,2381.9932096004486,2384.62428855896,0.08450161570529433,7779,96,1753935096.6057746,0.006648939057668077
0.008683429713607665,0.0024415339359353883,2620.330576658249,2622.9616420269012,0.08215342704000805,8557,97,1753935334.943128,0.006241895777672276
0.007492869805667154,0.0017950883980999235,2881.0784125328064,2885.2278578281403,0.0633029417974459,9413,98,1753935597.209344,0.005697781407567231
0.006425405143091336,0.0016329040960824566,3168.6085023880005,3171.2394683361053,0.06217800813945523,10354,99,1753935883.2209544,0.00479250104700888
0.004009395666634917,0.001381071248638012,3483.046997308731,3485.6784999370575,0.06500285035199674,11389,100,1753936197.659986,0.0026283244179969053
0.004891664395341409,0.0019986768843900144,3830.4308712482452,3833.061856508255,0.040272233323137945,12528,101,1753936545.0433426,0.0028929875109513946
0.004325266249164512,0.001575966096035362,4213.716063737869,4216.347093820572,0.04709515650956119,13781,102,1753936928.32858,0.00274930015312915
0.004348017446024542,0.0010588692947886551,4634.707084417343,4637.338077783585,0.04966235944033452,15159,103,1753937349.3195639,0.003289148151235887
0.0026164615624846266,0.0006202941288589123,5096.88668179512,5099.5176911354065,0.04810552105562863,16675,104,1753937811.4991772,0.0019961674336257144
0.002798681727842058,0.0006119179033890158,5603.73083281517,5606.3618721961975,0.03309520551164721,18342,105,1753938318.3433583,0.002186763824453042
0.0017795703015462917,0.0005740570952904054,6000.055210351944,6002.6863052845,0.02750374999217929,19637,106,1753938714.6677914,0.0012055132062558864
