loss_interior,time,l2_error,loss_boundary,step,_runtime,loss,_step,_timestamp
1.7143358586396556e-09,893.0455844402313,8.085628875534455e-05,3.833835399006931e-09,9413,895.69735455513,5.548171257646587e-09,98,1753914719.6934206
1.5114896378145083e-09,982.0064868927002,7.35945810694038e-05,3.726336824312288e-09,10354,984.6582140922546,5.237826462126796e-09,99,1753914808.6542802
2.8117411351151918e-09,1079.2614073753357,7.333881992767902e-05,7.504353489523727e-09,11389,1081.9131243228912,1.031609462463892e-08,100,1753914905.9091904
2.0965369921132334e-09,1186.0480127334595,7.339870849476194e-05,3.910598288865742e-09,12528,1188.699632883072,6.007135280978976e-09,101,1753915012.695699
1.0207471064650132e-09,1303.0618941783905,6.306261311370484e-05,2.203584940109743e-09,13781,1305.7136898040771,3.2243320465747563e-09,102,1753915129.709756
3.5989124015114516e-09,1431.8953084945679,5.795395733079967e-05,3.4167276124052133e-09,15159,1434.5470397472382,7.0156400139166645e-09,103,1753915258.5431058
7.055982526026184e-10,1573.3543717861176,6.017905357804567e-05,4.372145036862677e-09,16675,1576.0060620307922,5.077743289465296e-09,104,1753915400.0021281
1.7441139242533126e-09,1728.9149870872498,5.365341988043659e-05,2.399374575096385e-09,18342,1731.5666754245758,4.1434884993496976e-09,105,1753915555.5627415
7.662187475900341e-10,1900.1020743846893,5.10148432352373e-05,2.5061523179865982e-09,20177,1902.7537071704865,3.272371065576632e-09,106,1753915726.7497733
8.850371276264186e-10,2088.2288072109222,4.9278501156626884e-05,1.7291782146667935e-09,22194,2090.8804285526276,2.6142153422932123e-09,107,1753915914.8764946
3.8339741521675606e-10,2295.196803331375,4.454400854574165e-05,1.2848997039834298e-09,24414,2297.8484168052673,1.668297119200186e-09,108,1753916121.844483
4.960925541277162e-10,2522.7900245189667,4.336726023929169e-05,1.4094103163053506e-09,26855,2525.441705942154,1.905502870433067e-09,109,1753916349.437772
5.94707284506339e-10,2773.2452204227448,4.1644002235397803e-05,1.1791672756449748e-09,29540,2775.8968784809113,1.773874560151314e-09,110,1753916599.8929446
1.0731868414894347e-09,3000.0128331184387,3.803265087632454e-05,9.588121626237299e-10,31972,3002.6645019054413,2.031999004113165e-09,111,1753916826.660568
