_timestamp,l2_error,loss,step,time,_runtime,loss_boundary,loss_interior,_step
1746079199.4424603,0.765259363008292,26.755723283201604,55,15.362514734268188,17.878172397613525,0.34599150600936646,26.40973177719224,44
1746079200.9129527,0.7036636641595713,22.36969262439576,61,16.832937002182007,19.3486647605896,0.29516061263965093,22.07453201175611,45
1746079202.3717368,0.6470626018336458,19.797557362772114,67,18.291691064834595,20.807448863983154,0.24124529092377778,19.556312071848335,46
1746079203.8254414,0.5950280212521943,16.412297090553274,73,19.745356798171997,22.26115345954895,0.2085379294905596,16.203759161062713,47
1746079205.7556999,0.532310885609593,12.981750007388394,81,21.67573046684265,24.1914119720459,0.16166832356901353,12.82008168381938,48
1746079207.72887,0.4762904408999467,10.078628912366206,89,23.648743391036987,26.164582014083862,0.14345031179659684,9.935178600569609,49
1746079209.9476433,0.4202338690454235,8.051003424957624,98,25.867292881011963,28.383355379104614,0.10916510215731154,7.941838322800313,50
1746079212.164388,0.370613336129239,6.140323736183511,107,28.084287405014038,30.60010004043579,0.08455175533628193,6.055771980847229,51
1746079214.8767974,0.31817865360834224,4.635994759425831,118,30.796781539916992,33.312509536743164,0.05683731990385626,4.579157439521975,52
1746079217.8654523,0.26963020445694763,3.2854877807039657,130,33.78525686264038,36.301164388656616,0.045881137291822555,3.2396066434121433,53
1746079221.0081546,0.22504776807544888,2.288141181531661,143,36.92809820175171,39.44386672973633,0.02837967754311944,2.2597615039885413,54
1746079224.3906286,0.18537998837141545,1.564560731812232,157,40.31027293205261,42.826340675354004,0.020077541199932745,1.5444831906122993,55
1746079228.022099,0.15110684754948914,1.0131675964741247,172,43.9419629573822,46.45781111717224,0.014961652040790172,0.9982059444333344,56
1746079232.3767533,0.11769154106360558,0.621531095215376,190,48.29661178588867,50.81246542930603,0.0074807671099141985,0.6140503281054618,57
1746079236.7219644,0.09167284161637979,0.3804684564564512,208,52.641804695129395,55.157676458358765,0.004917069509296172,0.37555138694715506,58
1746079241.8938413,0.06848534623326295,0.21140922426261222,229,57.813628911972046,60.3295533657074,0.0026079906653528238,0.20880123359725938,59
1746079247.5557911,0.04978251424207692,0.10681033785932062,252,63.4755425453186,65.99150323867798,0.0016078214698667854,0.10520251638945384,60
1746079253.6508236,0.03522075642099873,0.05442411471817518,277,69.5707106590271,72.08653569221497,0.0006900641613671183,0.05373405055680806,61
1746079260.4963722,0.023934784713327995,0.025146697083411253,305,76.41636157035828,78.93208432197571,0.0003605109202354477,0.024786186163175804,62
1746079267.7409952,0.015819889914836103,0.010796711611102187,335,83.66060400009155,86.17670726776123,0.00014698671818011904,0.010649724892922067,63
