loss_interior,step,time,_step,_timestamp,_runtime,loss_boundary,loss,l2_error
2.2382189554729113,229,342.2638740539551,44,1744697703.0546691,345.32509303092957,0.0007838251434685287,2.2390027806163797,0.04034693048048144
0.028981536018687595,252,376.2166886329651,45,1744697737.0074441,379.27786803245544,0.0002100412049233652,0.02919157722361096,0.01792751330776665
0.010569686946698551,277,413.3144474029541,46,1744697774.1051629,416.37558674812317,0.00014337989246379745,0.01071306683916235,0.01697346469578363
0.007011766345514361,305,454.6850492954254,47,1744697815.4755745,457.74599838256836,0.001304179680920543,0.008315946026434904,0.05333903528384789
0.001725890389688719,335,498.95282196998596,48,1744697859.7433853,502.01380920410156,0.0009014130824981528,0.0026273034721868717,0.041716298822627035
0.001687300345346159,369,548.8603134155273,49,1744697909.650996,551.9214198589325,0.0006836569576197883,0.0023709573029659474,0.03704207519086033
0.0002324699342139517,406,603.4542698860168,50,1744697964.2449105,606.5153343677521,0.0008503191352951351,0.0010827890695090869,0.04197180174436127
0.017163302616827504,446,662.5977783203125,51,1744698023.388501,665.6589248180389,0.002149500345562204,0.019312802962389707,0.060527514496743484
0.00010366024144245271,491,729.0019965171814,52,1744698089.7927678,732.063191652298,0.0007743819339134433,0.000878042175355896,0.03768717852116124
1.27355490773416e-06,540,801.3839521408081,53,1744698162.1749961,804.4454200267792,2.664108545234293e-05,2.791464036007709e-05,0.007103269384985383
2.4226590200749685e-06,594,880.9933106899261,54,1744698241.7840078,884.0544316768646,3.4794824626025246e-06,5.902141482677493e-06,0.0026656612476814463
3.990101817228248e-07,653,967.7675099372864,55,1744698328.5582585,970.8286824226379,9.621021978182915e-07,1.3611123795411163e-06,0.001388954251178179
5.377893494437288e-07,718,1063.732923746109,56,1744698424.5236807,1066.7941045761108,1.901320161439974e-06,2.4391095108837028e-06,0.0019749727365992267
4.1724547981225533e-07,790,1169.8051238059998,57,1744698530.5958745,1172.8662984371185,3.7476218786435895e-07,7.920076676766143e-07,0.0008210130010895988
3.119810296644463e-07,869,1286.3640615940094,58,1744698647.1548984,1289.4253222942352,4.2384380201145304e-07,7.358248316758993e-07,0.0009594902451377268
2.0292516685575664e-07,956,1414.756893157959,59,1744698775.548129,1417.8185529708862,1.9983452083040688e-07,4.027596876861635e-07,0.0006622018203777063
2.1063979992668686e-07,1052,1556.8099310398102,60,1744698917.6006544,1559.8710782527924,2.7160259299347055e-07,4.822423929201574e-07,0.0007417895242078698
4.28019730207848e-08,1157,1711.6260600090027,61,1744699072.4177241,1714.688148021698,1.0406268162916519e-07,1.4686465464994998e-07,0.00043181249183417203
2.968732261147327e-07,1272,1881.011768579483,62,1744699241.802671,1884.0730948448181,5.15802570871496e-08,3.484534832018823e-07,0.0003171928095806186
5.438575320474274e-08,1400,2069.4866302013397,63,1744699430.277802,2072.548225879669,1.0582919077976161e-08,6.49686722827189e-08,0.00013195794129594764
1.1854792774600279e-07,1539,2274.0032749176025,64,1744699634.7940173,2277.064441204071,5.7131814648567225e-09,1.242611092108595e-07,9.086451184950747e-05
4.236875558905203e-08,1693,2500.442272901535,65,1744699861.2330763,2503.50350022316,2.072642668796462e-09,4.444139825784849e-08,6.103767084814643e-05
3.185263287271746e-08,1863,2750.589743375778,66,1744700111.3804634,2753.6508872509003,1.454538599543742e-09,3.33071714722612e-08,4.123564747974843e-05
2.3773625463582672e-08,2049,3024.330240726471,67,1744700385.1210265,3027.391450405121,3.8875884962735286e-10,2.4162384313210025e-08,2.1487116250490587e-05
2.0287484874903035e-08,2254,3325.7823214530945,68,1744700686.5731227,3328.843546628952,2.4256905111334253e-10,2.0530053926016377e-08,1.6193224275411264e-05
2.8427150356498332e-08,2479,3656.7990822792053,69,1744701017.5897958,3659.8602197170258,2.473527649680115e-10,2.8674503121466345e-08,1.9523485504598532e-05
2.8158370652945957e-08,2727,4023.7474291324615,70,1744701384.5390718,4026.8094956874847,2.4478594387887736e-10,2.8403156596824834e-08,1.8528299066614592e-05
3.746754438854595e-08,3000,4426.167039394379,71,1744701786.9578302,4429.228254079819,2.1006986283201245e-10,3.767761425137796e-08,2.0689788397058603e-05
9.760891310491895e-08,3299,4866.309865951538,72,1744702227.1008067,4869.371230602264,1.4280109609981294e-10,9.775171420101877e-08,1.0955649716493257e-05
7.833324503801597e-09,3629,5353.639819860458,73,1744702714.4304657,5356.700889587402,1.7770058836074667e-10,8.011025092162344e-09,1.2600574793190464e-05
1.580732867363292e-07,3992,5888.28103685379,74,1744703249.0717354,5891.34215927124,2.2471820699864439e-10,1.5829800494332786e-07,1.7945408434764906e-05
5.798847167824074e-09,4391,6474.878536224365,75,1744703835.6703122,6477.940736055374,1.3164725997083901e-10,5.9304944277949134e-09,1.1633833586549657e-05
4.2954744607854984e-09,4749,7000.836819648743,76,1744704361.6274607,7003.897884607315,8.911852080160876e-11,4.384592981587107e-09,9.454730977944301e-06
