loss,step,_step,l2_error,loss_boundary,loss_interior,time,_runtime,_timestamp
55.658085467960014,55,44,1.084528066491042,0.6870806355457023,54.97100483241431,17.833685159683228,21.063239812850952,1746103478.21115
50.148355496007184,61,45,1.0369874049145302,0.6435671555675028,49.50478834043968,19.347583770751953,22.577455282211304,1746103479.7253654
47.78408680533574,67,46,0.991089353340598,0.5537404144776286,47.23034639085811,20.850371837615967,24.0838680267334,1746103481.2317781
42.72333594551934,73,47,0.9462068394609238,0.5186905847055611,42.20464536081378,22.371344804763794,25.60099768638611,1746103482.7489078
37.20407479940226,81,48,0.8882651864122217,0.4379101869364587,36.7661646124658,24.361778020858765,27.591588020324707,1746103484.7394981
31.84372454320377,89,49,0.834183234625737,0.4332689871163542,31.410455556087417,26.369089365005493,29.59888243675232,1746103486.7467926
28.485507518662715,98,50,0.7769113912735961,0.3691934018035,28.116314116859215,28.610701084136963,31.840391874313354,1746103488.988302
24.195549632981095,107,51,0.724312409549972,0.3189351283825199,23.876614504598574,30.850018978118896,34.07975459098816,1746103491.2276647
20.936527108818154,118,52,0.6643794100079375,0.24539370445088837,20.691133404367267,33.62724161148071,36.85818338394165,1746103494.0060935
17.072885206471348,130,53,0.604938146585394,0.22624170927754933,16.8466434971938,36.70153856277466,39.931554079055786,1746103497.0794642
13.976299965625143,143,54,0.5462637593086908,0.1677040273534194,13.808595938271724,39.93685030937195,43.166738986968994,1746103500.314649
11.312944387086416,157,55,0.4895221261377715,0.1375119113470121,11.175432475739404,43.443114042282104,46.67300534248352,1746103503.8209155
8.757797094913068,172,56,0.43489017355550796,0.12211958428361053,8.635677510629456,47.24568796157837,50.4756715297699,1746103507.6235816
6.720622871396041,190,57,0.3776541162552195,0.07757810874759093,6.64304476264845,51.795533895492554,55.02556562423706,1746103512.1734757
5.102007068544395,208,58,0.32776524372984595,0.06197806762012312,5.040029000924272,56.33819031715393,59.5681676864624,1746103516.7160778
3.6622019024887997,229,59,0.2779355899190273,0.04276725050019316,3.6194346519886067,61.573285818099976,64.80317687988281,1746103521.951087
2.463229542063357,252,60,0.23206596615558867,0.03438902032593197,2.428840521737425,67.29731845855713,70.52722454071045,1746103527.6751347
1.6995489629897385,277,61,0.1906456221974305,0.02024736628569721,1.6793015967040412,73.46102094650269,76.69104361534119,1746103533.8389537
1.1031472648105287,305,62,0.15326185638165216,0.014714063877137504,1.0884332009333912,80.23018193244934,83.46014642715454,1746103540.6080565
0.6828322379636393,335,63,0.12112781937906644,0.008473401085763638,0.6743588368778757,87.62165856361389,90.85173773765564,1746103547.9996479
0.40265842673278396,369,64,0.09288470762595362,0.0049480293761846195,0.39771039735659935,96.18655109405518,99.41650080680847,1746103556.564411
0.21726144682579426,406,65,0.06950262379543783,0.002878331794844916,0.21438311503094934,105.2238142490387,108.45365619659424,1746103565.6015663
0.11938831104511674,446,66,0.050784719706748874,0.001560975411779778,0.11782733563333696,115.135329246521,118.36526703834534,1746103575.5131772
0.05956424780356166,491,67,0.03578430380280058,0.0007005152574685243,0.05886373254609314,126.10102319717407,129.33074688911438,1746103586.478657
0.028482464892977382,540,68,0.02446645582313743,0.00035073714409243373,0.02813172774888495,138.28618907928467,141.51615166664124,1746103598.6640618
0.012029799771647486,594,69,0.016121008200279258,0.00014878707927458643,0.0118810126923729,151.4926347732544,154.72227358818054,1746103611.8701837
0.00504681960525492,653,70,0.010242950765001459,7.091549250045071e-05,0.00497590411275447,166.56319737434387,169.7932116985321,1746103626.9411218
0.0017849129842090199,718,71,0.006191301105449099,2.0683777131170923e-05,0.001764229207077849,182.77193331718445,186.00180006027222,1746103643.1497102
0.0005976618545380151,790,72,0.003574013363356137,7.404243777622051e-06,0.0005902576107603931,200.99138879776,204.22138905525208,1746103661.3692992
0.00017480673132377327,869,73,0.0019461921320161899,2.223935329744772e-06,0.0001725827959940285,220.81996822357178,224.0479531288147,1746103681.1958632
5.113777099211971e-05,956,74,0.0010447203356000496,6.509808927580766e-07,5.048679009936163e-05,242.31432700157166,245.5442271232605,1746103702.6921372
1.3384099863211788e-05,1052,75,0.0005734287925743685,2.0445755244794094e-07,1.3179642310763847e-05,266.33899450302124,269.56938004493713,1746103726.7172902
3.549891390483199e-06,1157,76,0.00031717346832702497,7.431276351945902e-08,3.4755786269637397e-06,292.3377802371979,295.56829476356506,1746103752.716205
1.0686014128414066e-06,1272,77,0.00024264093996835925,4.767402401652545e-08,1.0209273888248812e-06,320.74386858940125,323.9750578403473,1746103781.122968
4.4686721527006247e-07,1400,78,0.0001705102074004187,4.350238942783212e-08,4.0336482584223034e-07,353.69557309150696,356.9259035587311,1746103814.0738137
2.454664622766133e-07,1539,79,0.00014685847658847372,3.6849917808065904e-08,2.0861654446854737e-07,389.76805210113525,392.99920892715454,1746103850.147119
1.8426620421303775e-07,1693,80,0.00014217059501873356,3.813200006279414e-08,1.461342041502436e-07,430.3862373828888,433.61657214164734,1746103890.7644823
1.3715460524980318e-07,1863,81,0.0001243718804198826,2.2863149957927433e-08,1.1429145529187576e-07,474.3784351348877,477.6094250679016,1746103934.7573352
1.2015930052851864e-07,2049,82,0.00013116528015952655,3.3084826312351035e-08,8.707447421616759e-08,523.3227548599243,526.5529561042786,1746103983.7008662
9.415319470699111e-08,2254,83,0.00011126628226380342,1.9810284259806635e-08,7.434291044718448e-08,577.095555305481,580.3254954814911,1746104037.4734056
8.162460110646924e-08,2479,84,0.00010525016356480405,1.6888339004101156e-08,6.473626210236808e-08,635.8013987541199,639.0317492485046,1746104096.1796594
7.114490885681637e-08,2727,85,0.00010388138524008669,1.8818482725293962e-08,5.232642613152241e-08,699.6977849006653,702.9289884567261,1746104160.0768986
6.16887682540306e-08,3000,86,9.51667406492588e-05,1.819480809724202e-08,4.349396015678859e-08,770.7888231277466,774.0196931362152,1746104231.1676033
4.999310260555417e-08,3299,87,8.938695637623662e-05,1.3290428716089122e-08,3.670267388946505e-08,847.9564015865326,851.1872913837433,1746104308.3352015
4.6908268573919725e-08,3629,88,8.272467923258178e-05,1.2255667652169223e-08,3.46526009217505e-08,933.6602783203125,936.8903596401215,1746104394.0382698
3.8425648744456804e-08,3992,89,7.770013365669894e-05,1.0845223524726528e-08,2.758042521973028e-08,1028.5321843624115,1031.7623846530914,1746104488.9102948
3.343024325365719e-08,4391,90,7.21398604049251e-05,8.29109228803639e-09,2.5139150965620798e-08,1132.9341342449188,1136.1645061969757,1746104593.3124163
2.8091902856016158e-08,4831,91,7.048105395982606e-05,7.828581939641269e-09,2.026332091637489e-08,1247.6516709327698,1250.8824832439423,1746104708.0303934
2.4988617373196688e-08,5314,92,6.655100829755278e-05,6.772230973906851e-09,1.8216386399289836e-08,1374.4298090934753,1377.6597471237183,1746104834.8076572
2.1917351932283286e-08,5845,93,5.960507571863589e-05,5.256911220968477e-09,1.666044071131481e-08,1513.2267951965332,1516.457762479782,1746104973.6056726
2.0049094863773872e-08,6429,94,5.666924116482602e-05,5.356156716483258e-09,1.4692938147290613e-08,1659.2053909301758,1662.4361505508423,1746105119.5840607
1.725231270803631e-08,7072,95,5.228645849120938e-05,4.308407959065628e-09,1.2943904748970685e-08,1820.4823925495148,1823.7125434875488,1746105280.8604536
1.669453335772402e-08,7779,96,4.826507137421697e-05,4.155399741854045e-09,1.2539133615869978e-08,1998.5718698501587,2001.8028876781464,1746105458.9507978
1.5310430022150333e-08,8557,97,4.699781501865242e-05,4.177890204636947e-09,1.1132539817513386e-08,2194.833160877228,2198.0699360370636,1746105655.2178462
1.3500103726424417e-08,9413,98,4.431002896136394e-05,3.71723042920153e-09,9.782873297222887e-09,2413.4995942115784,2416.7297513484955,1746105873.8776615
1.1047884483262595e-08,10354,99,3.988730208200258e-05,2.6255953045777704e-09,8.422289178684823e-09,2651.1305119991302,2654.3610696792603,1746106111.5089798
1.1123409754454208e-08,11389,100,3.803147881122734e-05,2.5656235954895814e-09,8.557786158964626e-09,2910.278536081314,2913.5083496570587,1746106370.6562598
9.167579531606685e-09,12528,101,3.579881770752695e-05,2.2717842865963984e-09,6.895795245010287e-09,3192.6344714164734,3195.8642208576202,1746106653.012131
8.149565495365725e-09,13781,102,3.2728726970012016e-05,1.8262986861560836e-09,6.323266809209641e-09,3501.90442442894,3505.13486123085,1746106962.2827713
8.247798459513555e-09,15159,103,3.186071049213437e-05,1.6769003053090813e-09,6.570898154204474e-09,3848.641091823578,3851.872039794922,1746107309.01995
7.088073916574968e-09,16675,104,2.9766269802147172e-05,1.6329727419194567e-09,5.455101174655511e-09,4232.544305086136,4235.774010419846,1746107692.9219205
6.3521210866558555e-09,18342,105,2.6999321637254198e-05,1.3024804585350356e-09,5.04964062812082e-09,4645.714226484299,4648.944189548492,1746108106.0920997
5.604774822492079e-09,20177,106,2.5832071608101636e-05,1.0231290470585324e-09,4.581645775433546e-09,5102.4008955955505,5105.631869792938,1746108562.77978
5.489382209416346e-09,22194,107,2.3583997495471948e-05,1.1916664284856338e-09,4.297715780930712e-09,5605.414671182632,5608.644583940506,1746109065.792494
4.6659549162872995e-09,24414,108,2.310221943623998e-05,8.85742588697471e-10,3.780212327589829e-09,6159.968138456345,6163.1980521678925,1746109620.3459623
4.154639742564292e-09,26855,109,2.1305187024609616e-05,7.993328208969411e-10,3.3553069216673513e-09,6772.6611404418945,6775.89107632637,1746110233.0389864
3.917612733737623e-09,27746,110,2.056752986829744e-05,7.102168927981411e-10,3.2073958409394824e-09,7000.132467746735,7003.36342382431,1746110460.511334
