loss,_step,_runtime,l2_error,step,_timestamp,loss_boundary,loss_interior,time
98.97817940097801,44,345.7642605304718,1.41413874035102,229,1744698632.7745876,1.1453605558208142,97.83281884515719,343.26897978782654
80.90372154627667,45,379.77868819236755,1.3024162402323156,252,1744698666.7890153,1.1085075281895065,79.79521401808717,377.28350377082825
65.57562850497847,46,416.80313062667847,1.1589042812883847,277,1744698703.8134577,0.7726987495544414,64.80292975542403,414.30781626701355
47.96149098094013,47,458.1793472766876,0.9859804733630276,305,1744698745.1896744,0.618037800072728,47.3434531808674,455.68417167663574
29.52851261846757,48,502.49601554870605,0.7747486409937533,335,1744698789.5063426,0.3563711062128961,29.172141512254672,500.0007219314575
10.484444818701183,49,552.7308747768402,0.45257426949205415,369,1744698839.7412019,0.12290142883279284,10.361543389868391,550.2354981899261
0.41952764590768343,50,607.3992688655853,0.08909477883057722,406,1744698894.409596,0.005495770359412374,0.41403187554827103,604.9038441181183
0.002273056450968043,51,666.4640839099884,0.006537713069129866,446,1744698953.474411,3.0259308171515473e-05,0.0022427971427965276,663.96870470047
6.4257463187292994e-06,52,733.0684776306152,0.0005150277580145778,491,1744699020.0788047,1.4386436596313186e-07,6.281881952766167e-06,730.5730447769165
8.434769523703107e-08,53,805.6338078975677,0.00024926839956118516,540,1744699092.644135,3.2343414324416584e-08,5.2004280912614483e-08,803.1383662223816
1.0855270371885524e-08,54,885.4909393787384,6.451926566242168e-05,594,1744699172.5012665,2.040617722665016e-09,8.814652649220509e-09,882.9955403804779
1.2430233945816e-09,55,972.5611588954926,3.361621387290474e-05,653,1744699259.571486,5.460209109468987e-10,6.970024836347014e-10,970.0657260417938
3.067228523126125e-10,56,1068.9140384197235,1.9169396278019753e-05,718,1744699355.9243655,1.5831860682206056e-10,1.4840424549055195e-10,1066.418790102005
7.905553931947182e-11,57,1175.9575769901276,6.439042723500719e-06,790,1744699462.967904,1.981475701456836e-11,5.924078230490346e-11,1173.4621829986572
3.701917944486545e-11,58,1293.184841632843,4.71265781414667e-06,869,1744699580.1951687,1.2568280653695878e-11,2.4450898791169574e-11,1290.688523054123
4.2985251225474064e-11,59,1421.8517107963562,5.1455698955872616e-06,956,1744699708.862038,1.2104722005485729e-11,3.088052921998834e-11,1419.3563890457153
1.1336119090988835e-11,60,1564.3145554065704,2.172229642091315e-06,1052,1744699851.3248825,2.7259083637168028e-12,8.610210727272032e-12,1561.8192660808563
1.0516621874554646e-11,61,1719.7351846694946,3.23744098182728e-06,1157,1744700006.7455118,2.9665732754062012e-12,7.550048599148445e-12,1717.2396442890167
7.099814522881145e-12,62,1889.8070771694183,9.961693729695499e-07,1272,1744700176.8174043,1.0487321783505752e-12,6.05108234453057e-12,1887.3116006851196
6.142932602727535e-12,63,2078.154859304428,1.7971842137239406e-06,1400,1744700365.1651864,1.8475636606436992e-12,4.295368942083836e-12,2075.659601688385
5.886767466517953e-12,64,2283.3697476387024,1.388678364604872e-06,1539,1744700570.3800747,1.5717666160257238e-12,4.315000850492229e-12,2280.8744814395905
3.420907236474032e-12,65,2511.221871614456,6.415174536077538e-07,1693,1744700798.2321987,5.456021316509362e-13,2.875305104823096e-12,2508.7264432907104
5.152964211187917e-12,66,2763.0865757465363,1.3880861424092698e-06,1863,1744701050.0969028,1.1688730845039223e-12,3.984091126683995e-12,2760.5909962654114
3.1287846662150876e-12,67,3037.74609208107,6.794676956620707e-07,2049,1744701324.7564192,4.2786424504636245e-13,2.700920421168725e-12,3035.250725507736
3.3482296040743314e-12,68,3341.823205471039,6.625913253938232e-07,2254,1744701628.8335326,4.958533324861774e-13,2.852376271588154e-12,3339.3266322612762
3.1703643280512794e-12,69,3675.7322301864624,5.228814341418234e-07,2479,1744701962.7425573,2.75429248199492e-13,2.8949350798517873e-12,3673.2366077899933
4.36832797467031e-12,70,4043.0667386054993,6.853044753553901e-07,2727,1744702330.0770657,4.730216641231529e-13,3.895306310547157e-12,4040.5714044570923
2.432253501662122e-12,71,4447.250414609909,4.491241481888579e-07,3000,1744702734.2607417,1.9451932414648343e-13,2.2377341775156384e-12,4444.755053281784
2.898848264895968e-12,72,4889.8362946510315,1.1173130049609382e-06,3299,1744703176.8466218,7.725774748566491e-13,2.126270790039319e-12,4887.340690612793
2.602160880398229e-12,73,5378.62623500824,7.313772766909793e-07,3629,1744703665.636562,4.65213738909118e-13,2.1369471414891113e-12,5376.130962610245
2.5449418941764523e-12,74,5916.092293977737,3.8304461170690126e-07,3992,1744704203.102621,1.209590379447581e-13,2.4239828562316944e-12,5913.597029685974
2.1891594696005354e-12,75,6506.918841600418,8.608215677741296e-07,4391,1744704793.9291687,2.4048912343663633e-13,1.948670346163899e-12,6504.423515081406
1.6754130778223023e-12,76,7003.826421737671,2.6181640154270393e-07,4726,1744705290.8367488,1.0626495459631043e-13,1.5691481232259918e-12,7001.331084489822
